Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Ярковская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138					
1	"Число избирателей, внесенных в список избирателей"	15990	125	346	333	147	513	337	167	370	157	321	279	255	610	350	332	514	403	171	164	280	374	148	980	294	1011	403	659	223	1511	1397	775	1049	992					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15962	124	347	327	142	506	353	167	371	160	324	257	252	596	353	340	527	396	171	170	281	371	154	960	294	992	412	653	226	1483	1404	785	1077	987					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11961	113	267	303	132	441	239	154	344	137	300	218	202	526	299	279	401	322	171	150	251	302	129	575	259	670	360	501	156	768	947	549	801	695					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1739	4	45	8	6	22	32	8	21	13	21	20	34	22	31	24	106	57	0	13	17	48	10	151	8	254	16	66	16	478	64	38	37	49					
6	Число погашенных избирательных бюллетеней	2262	7	35	16	4	43	82	5	6	10	3	19	16	48	23	37	20	17	0	7	13	21	15	234	27	68	36	86	54	237	393	198	239	243					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1739	4	45	8	6	22	32	8	21	13	21	20	34	22	31	24	106	57	0	13	17	48	10	151	8	254	16	66	16	478	64	38	37	49					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11955	113	267	303	132	439	239	154	344	137	300	218	202	526	299	279	401	322	171	150	251	302	129	575	259	670	360	501	156	764	947	549	801	695					
9	Число недействительных избирательных бюллетеней	137	0	0	1	0	0	0	4	1	1	1	2	2	3	2	5	0	2	0	0	0	0	0	10	3	43	2	4	3	7	13	6	11	11					
10	Число действительных избирательных бюллетеней	13557	117	312	310	138	461	271	158	364	149	320	236	234	545	328	298	507	377	171	163	268	350	139	716	264	881	374	563	169	1235	998	581	827	733					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	739	5	15	35	5	4	25	10	10	5	25	15	9	13	10	6	15	25	4	4	15	10	15	93	7	65	12	17	6	50	71	50	65	23					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	704	0	15	35	5	2	25	1	2	3	25	15	9	13	4	6	12	25	4	4	15	10	15	93	7	65	12	17	6	50	71	50	65	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	133	1	2	9	3	2	2	1	3	0	5	4	1	1	3	1	0	6	4	0	3	8	3	14	1	6	2	5	3	15	7	9	4	5					
14	Число погашенных неиспользованных открепительных удостоверений	35	5	0	0	0	2	0	9	8	2	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	3					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	988	8	2	5	7	28	15	3	9	7	15	5	3	51	9	4	22	13	9	1	5	7	2	70	18	66	15	16	21	135	144	90	91	92					
		7.21%	6.84%	0.64%	1.61%	5.07%	6.07%	5.54%	1.85%	2.47%	4.67%	4.67%	2.10%	1.27%	9.31%	2.73%	1.32%	4.34%	3.43%	5.26%	0.61%	1.87%	2.00%	1.44%	9.64%	6.74%	7.14%	3.99%	2.82%	12.21%	10.87%	14.24%	15.33%	10.86%	12.37%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1495	18	10	8	4	30	9	3	10	7	12	19	12	11	10	7	5	4	2	0	12	3	1	156	9	146	13	27	30	186	230	119	176	206					
		10.92%	15.38%	3.21%	2.57%	2.90%	6.51%	3.32%	1.85%	2.74%	4.67%	3.74%	7.98%	5.08%	2.01%	3.03%	2.31%	0.99%	1.06%	1.17%	0.00%	4.48%	0.86%	0.72%	21.49%	3.37%	15.80%	3.46%	4.76%	17.44%	14.98%	22.75%	20.27%	21.00%	27.69%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	104	0	1	1	0	3	3	1	2	0	4	1	1	2	3	1	1	0	0	0	0	1	0	13	1	8	2	3	0	16	13	5	11	7					
		0.76%	0.00%	0.32%	0.32%	0.00%	0.65%	1.11%	0.62%	0.55%	0.00%	1.25%	0.42%	0.42%	0.36%	0.91%	0.33%	0.20%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	1.79%	0.37%	0.87%	0.53%	0.53%	0.00%	1.29%	1.29%	0.85%	1.31%	0.94%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1303	4	12	17	7	37	16	6	10	7	6	12	6	40	10	11	22	14	16	9	10	16	11	108	10	90	12	26	37	158	196	120	99	148					
		9.52%	3.42%	3.85%	5.47%	5.07%	8.03%	5.90%	3.70%	2.74%	4.67%	1.87%	5.04%	2.54%	7.30%	3.03%	3.63%	4.34%	3.69%	9.36%	5.52%	3.73%	4.57%	7.91%	14.88%	3.75%	9.74%	3.19%	4.59%	21.51%	12.72%	19.39%	20.44%	11.81%	19.89%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	100	0	1	1	0	0	0	0	2	0	2	3	1	2	1	2	1	0	2	0	0	1	0	3	4	7	1	3	0	19	20	9	9	6					
		0.73%	0.00%	0.32%	0.32%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.62%	1.26%	0.42%	0.36%	0.30%	0.66%	0.20%	0.00%	1.17%	0.00%	0.00%	0.29%	0.00%	0.41%	1.50%	0.76%	0.27%	0.53%	0.00%	1.53%	1.98%	1.53%	1.07%	0.81%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9524	87	284	278	120	363	228	145	331	128	280	196	210	438	295	273	456	346	142	153	241	322	125	360	220	558	330	486	81	710	391	236	439	272					
		69.55%	74.36%	91.03%	89.39%	86.96%	78.74%	84.13%	89.51%	90.68%	85.33%	87.23%	82.35%	88.98%	79.93%	89.39%	90.10%	89.94%	91.29%	83.04%	93.87%	89.93%	92.00%	89.93%	49.59%	82.40%	60.39%	87.77%	85.71%	47.09%	57.17%	38.67%	40.20%	52.39%	36.56%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	43	0	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	6	2	6	1	2	0	11	4	2	2	2					
		0.31%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.42%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.75%	0.65%	0.27%	0.35%	0.00%	0.89%	0.40%	0.34%	0.24%	0.27%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
