Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Жирятинская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382					
1	"Число избирателей, внесенных в списки"	5918	1355	246	551	766	245	228	272	353	388	380	354	399	207	174					
2	"Число бюллетеней, полученных участковыми комиссиями"	5357	1112	257	501	677	219	230	240	325	362	363	321	382	198	170					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	2880	706	121	182	378	159	99	172	183	187	151	125	205	142	70					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	533	32	3	64	8	28	21	27	68	56	89	32	19	27	59					
6	Число погашенных бюллетеней	1944	374	133	255	291	32	110	41	74	119	123	164	158	29	41					
7	Число бюллетеней в переносных ящиках для голосования	533	32	3	64	8	28	21	27	68	56	89	32	19	27	59					
8	Число бюллетеней в стационарных ящиках для голосования	2880	706	121	182	378	159	99	172	183	187	151	125	205	142	70					
9	Число недействительных бюллетеней	66	7	0	5	13	1	4	3	0	6	7	1	2	8	9					
10	Число действительных бюллетеней	3347	731	124	241	373	186	116	196	251	237	233	156	222	161	120					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	140	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	12	7	1	0	2	1	0	0	0	1	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	24	7	3	1	3	1	1	1	2	0	1	1	0	2	1					
14	Число погашенных открепительных удостоверений	128	3	9	10	8	9	10	10	10	9	10	10	10	10	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
