Выборы Президента Российской Федерации																																																													
Дата голосования: 04.03.2012																																																													
																																																													
Наименование Избирательной комиссии:    Кисловодская городская																																																													
																																																													
Сводная таблица итогов голосования																																																													
																																																													
	Число участковых избирательных комиссий	50																																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	50																																																											
																																																													
		Сумма	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623									
1	Число избирателей, включенных в список избирателей	77776	2798	2518	2639	1401	1710	2785	1802	1548	2806	2012	1554	3085	452	2754	1746	1417	1420	1321	1135	1994	1940	1298	2815	2053	956	1244	2093	2752	2760	878	2126	2799	1100	2214	1598	1600	1477	1711	2354	1117	299	296	142	80	189	175	143	44	278	348									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	71420	2600	2400	2500	1370	1600	2600	1700	1300	2600	1800	1400	2600	450	2600	1600	1300	1300	1100	1000	1800	1800	1250	2600	1900	850	1100	2010	2600	2600	700	1900	2600	1000	2000	1400	1300	1400	1500	2100	1000	310	300	180	80	210	180	230	50	300	350									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	47570	1354	1556	1587	990	1017	1575	1401	951	2136	1114	959	1402	286	1927	921	860	964	910	610	1382	1191	947	1927	1164	537	789	1735	1621	1334	571	1082	1362	421	1494	892	1126	895	1024	1114	684	299	281	142	80	189	175	143	44	278	127									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	8601	26	274	240	138	200	323	207	203	257	289	126	281	162	273	205	220	205	154	171	238	111	211	343	254	114	73	204	355	372	106	142	301	313	286	122	136	190	197	253	153	0	0	0	0	0	0	0	0	0	173									
6	Число погашенных избирательных бюллетеней	15249	1220	570	673	242	383	702	92	146	207	397	315	917	2	400	474	220	131	36	219	180	498	92	330	482	199	238	71	624	894	23	676	937	266	220	386	38	315	279	733	163	11	19	38	0	21	5	87	6	22	50									
