Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Солонешенская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446					
1	"Число избирателей, внесенных в список избирателей"	8555	488	175	790	126	102	809	1667	1276	149	184	418	285	105	108	497	162	307	822	85					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8746	506	182	807	127	103	827	1725	1244	153	179	429	295	108	111	524	165	311	861	89					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4095	275	99	372	77	64	325	779	559	73	108	214	151	65	48	257	96	144	355	34					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	464	38	28	70	4	14	14	69	57	21	9	20	12	2	6	22	14	12	37	15					
6	Число погашенных избирательных бюллетеней	4187	193	55	365	46	25	488	877	628	59	62	195	132	41	57	245	55	155	469	40					
7	Число избирательных бюллетеней в переносных ящиках для голосования	464	38	28	70	4	14	14	69	57	21	9	20	12	2	6	22	14	12	37	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4095	275	99	372	77	64	325	779	559	73	108	214	151	65	48	257	96	144	355	34					
9	Число недействительных избирательных бюллетеней	74	3	1	11	2	1	4	11	8	2	1	8	4	3	0	5	0	3	7	0					
10	Число действительных избирательных бюллетеней	4485	310	126	431	79	77	335	837	608	92	116	226	159	64	54	274	110	153	385	49					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	97	6	2	9	1	1	9	18	14	2	2	5	3	1	1	6	2	4	10	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	53	4	2	5	0	0	6	15	8	2	1	1	0	1	0	4	0	0	3	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	41	0	2	4	2	0	2	5	8	2	2	4	2	0	1	1	0	2	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	44	2	0	4	1	1	3	3	6	0	1	4	3	0	1	2	2	4	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	660	30	7	58	15	20	55	125	92	17	21	45	26	8	15	33	17	25	41	10					
		14.48%	9.58%	5.51%	13.12%	18.52%	25.64%	16.22%	14.74%	14.94%	18.09%	17.95%	19.23%	15.95%	11.94%	27.78%	11.83%	15.45%	16.03%	10.46%	20.41%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	628	44	27	65	4	10	66	97	79	20	24	29	23	12	6	39	8	13	57	5					
		13.77%	14.06%	21.26%	14.71%	4.94%	12.82%	19.47%	11.44%	12.82%	21.28%	20.51%	12.39%	14.11%	17.91%	11.11%	13.98%	7.27%	8.33%	14.54%	10.20%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	1	1	3	0	2	5	4	4	0	0	0	3	0	0	3	1	0	4	0					
		0.68%	0.32%	0.79%	0.68%	0.00%	2.56%	1.47%	0.47%	0.65%	0.00%	0.00%	0.00%	1.84%	0.00%	0.00%	1.08%	0.91%	0.00%	1.02%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1261	100	20	104	23	21	88	253	179	19	36	62	52	7	12	81	10	54	132	8					
		27.66%	31.95%	15.75%	23.53%	28.40%	26.92%	25.96%	29.83%	29.06%	20.21%	30.77%	26.50%	31.90%	10.45%	22.22%	29.03%	9.09%	34.62%	33.67%	16.33%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	49	0	0	1	0	2	2	18	7	0	2	1	2	3	0	4	0	4	3	0					
		1.07%	0.00%	0.00%	0.23%	0.00%	2.56%	0.59%	2.12%	1.14%	0.00%	1.71%	0.43%	1.23%	4.48%	0.00%	1.43%	0.00%	2.56%	0.77%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1841	132	70	195	37	22	119	338	247	36	31	89	53	34	21	114	74	56	147	26					
		40.38%	42.17%	55.12%	44.12%	45.68%	28.21%	35.10%	39.86%	40.10%	38.30%	26.50%	38.03%	32.52%	50.75%	38.89%	40.86%	67.27%	35.90%	37.50%	53.06%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	15	3	1	5	0	0	0	2	0	0	2	0	0	0	0	0	0	1	1	0					
		0.33%	0.96%	0.79%	1.13%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	1.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.26%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
