Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Благовещенская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	24015	1310	1334	1167	1171	1284	1381	1358	1335	2748	1328	475	1168	1228	655	386	366	90	455	518	286	875	369	75	827	807	274	511	234									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23365	1300	1300	1100	1150	1250	1350	1350	1300	2750	1300	450	1150	1200	650	350	350	90	400	500	250	850	350	75	800	800	250	500	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10477	633	696	582	584	524	538	656	537	1313	564	203	493	401	241	147	142	41	185	213	121	295	183	57	316	291	122	261	138									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	679	18	16	33	17	19	24	18	37	79	54	28	31	34	35	13	14	6	14	12	6	37	3	0	53	6	4	63	5									
6	Число погашенных избирательных бюллетеней	12209	649	588	485	549	707	788	676	726	1358	682	219	626	765	374	190	194	43	201	275	123	518	164	18	431	503	124	176	57									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	679	18	16	33	17	19	24	18	37	79	54	28	31	34	35	13	14	6	14	12	6	37	3	0	53	6	4	63	5									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	10475	633	696	582	584	524	536	656	537	1313	564	203	493	401	241	147	142	41	185	213	121	295	183	57	316	291	122	261	138									
9	Число недействительных избирательных бюллетеней	235	11	8	16	15	11	7	17	7	8	14	5	17	11	1	6	3	0	3	6	3	11	13	0	9	8	6	11	8									
10	Число действительных избирательных бюллетеней	10919	640	704	599	586	532	553	657	567	1384	604	226	507	424	275	154	153	47	196	219	124	321	173	57	360	289	120	313	135									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	176	8	8	8	8	3	8	8	8	21	8	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	66	2	6	2	4	1	4	6	8	16	4	1	3	1	0	0	1	0	0	1	0	1	1	0	2	0	0	2	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	66	5	1	1	1	3	1	3	2	7	2	3	1	7	0	1	1	0	5	3	5	4	1	1	2	1	1	2	2									
14	Число погашенных неиспользованных открепительных удостоверений	110	6	2	6	4	2	4	2	0	5	4	4	2	4	5	5	4	4	5	4	5	4	4	5	3	5	5	3	4									
