Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Медногорская городская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743					
1	"Число избирателей, внесенных в списки"	26245	2029	1831	1901	1551	822	1642	1992	1587	1294	1349	1768	941	955	1088	1428	1019	1423	782	305	198	170	170					
2	"Число бюллетеней, полученных участковыми комиссиями"	27112	2150	1950	2000	1550	900	1600	2000	1600	1350	1440	1750	950	950	1150	1450	1050	1650	750	300	200	190	182					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14353	1104	1025	941	904	470	989	1160	782	721	826	920	472	513	511	759	423	780	462	194	154	134	109					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	891	34	21	203	54	20	47	63	82	18	22	31	26	39	25	63	13	49	23	14	14	10	20					
6	Число погашенных бюллетеней	11868	1012	904	856	592	410	564	777	736	611	592	799	452	398	614	628	614	821	265	92	32	46	53					
7	Число бюллетеней в переносных ящиках для голосования	891	34	21	203	54	20	47	63	82	18	22	31	26	39	25	63	13	49	23	14	14	10	20					
8	Число бюллетеней в стационарных ящиках для голосования	14306	1104	1025	941	904	470	942	1160	782	721	826	920	472	513	511	759	423	780	462	194	154	134	109					
9	Число недействительных бюллетеней	340	17	25	24	21	9	19	22	19	11	18	25	10	14	23	21	7	10	20	13	8	4	0					
10	Число действительных бюллетеней	14857	1121	1021	1120	937	481	970	1201	845	728	830	926	488	538	513	801	429	819	465	195	160	140	129					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	389	30	30	30	20	15	20	30	20	20	20	25	15	15	20	19	15	20	10	5	5	2	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	66	3	7	5	8	3	6	9	6	2	5	1	1	1	0	0	2	5	2	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	31	2	7	1	0	0	2	4	0	0	2	4	0	1	0	0	0	2	0	1	2	2	1					
14	Число погашенных открепительных удостоверений	323	27	23	25	12	12	14	21	14	18	15	24	14	14	20	19	13	15	8	5	5	2	3					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	197	13	12	19	15	2	11	20	9	6	6	14	4	6	5	13	3	14	12	0	7	3	3					
		1.29%	1.14%	1.14%	1.66%	1.56%	0.40%	1.11%	1.63%	1.04%	0.81%	0.70%	1.47%	0.80%	1.08%	0.93%	1.58%	0.68%	1.68%	2.47%	0.0%	4.16%	2.08%	2.32%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	218	16	21	28	17	12	18	22	7	8	12	10	2	5	5	10	5	10	2	4	1	2	1					
		1.43%	1.40%	2.00%	2.44%	1.77%	2.44%	1.82%	1.79%	0.81%	1.08%	1.41%	1.05%	0.40%	0.90%	0.93%	1.21%	1.14%	1.20%	0.41%	1.92%	0.59%	1.38%	0.77%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	481	38	30	39	34	11	34	47	26	25	19	40	14	30	15	20	9	23	7	6	6	2	6					
		3.16%	3.33%	2.86%	3.40%	3.54%	2.24%	3.43%	3.84%	3.00%	3.38%	2.24%	4.20%	2.81%	5.43%	2.79%	2.43%	2.06%	2.77%	1.44%	2.88%	3.57%	1.38%	4.65%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	304	23	17	20	21	21	24	41	12	22	18	21	3	8	3	13	13	5	5	5	4	4	1					
		2.00%	2.02%	1.62%	1.74%	2.19%	4.28%	2.42%	3.35%	1.38%	2.97%	2.12%	2.20%	0.60%	1.44%	0.55%	1.58%	2.98%	0.60%	1.03%	2.40%	2.38%	2.77%	0.77%					
22	"5. ""За Русь Святую"""	82	2	7	15	6	0	4	4	12	4	3	10	0	2	3	3	0	4	1	1	0	0	1					
		0.53%	0.17%	0.66%	1.31%	0.62%	0.0%	0.40%	0.32%	1.38%	0.54%	0.35%	1.05%	0.0%	0.36%	0.55%	0.36%	0.0%	0.48%	0.20%	0.48%	0.0%	0.0%	0.77%					
23	"6. ""Объединенная Российская партия ""Русь"""	39	2	3	6	0	2	1	3	1	1	1	2	1	0	2	3	1	3	3	0	2	1	1					
		0.25%	0.17%	0.28%	0.52%	0.0%	0.40%	0.10%	0.24%	0.11%	0.13%	0.11%	0.21%	0.20%	0.0%	0.37%	0.36%	0.22%	0.36%	0.61%	0.0%	1.19%	0.69%	0.77%					
24	"7. ""Новый курс - Автомобильная Россия"""	101	8	10	9	7	4	10	11	2	6	7	5	5	0	4	4	1	3	2	0	1	1	1					
		0.66%	0.70%	0.95%	0.78%	0.73%	0.81%	1.01%	0.89%	0.23%	0.81%	0.82%	0.52%	1.00%	0.0%	0.74%	0.48%	0.22%	0.36%	0.41%	0.0%	0.59%	0.69%	0.77%					
25	"8. ""Народно-республиканская партия России"""	17	1	0	3	0	0	0	1	0	2	0	1	1	2	0	2	1	1	0	2	0	0	0					
		0.11%	0.08%	0.0%	0.26%	0.0%	0.0%	0.0%	0.08%	0.0%	0.27%	0.0%	0.10%	0.20%	0.36%	0.0%	0.24%	0.22%	0.12%	0.0%	0.96%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	29	0	3	3	2	2	0	2	3	0	1	2	0	1	1	2	0	4	2	0	0	0	1					
		0.19%	0.0%	0.28%	0.26%	0.20%	0.40%	0.0%	0.16%	0.34%	0.0%	0.11%	0.21%	0.0%	0.18%	0.18%	0.24%	0.0%	0.48%	0.41%	0.0%	0.0%	0.0%	0.77%					
27	"10. ""Аграрная партия России"""	1097	78	55	64	64	30	45	54	48	38	76	47	28	43	29	61	29	60	87	24	41	63	33					
		7.21%	6.85%	5.25%	5.59%	6.68%	6.12%	4.55%	4.41%	5.55%	5.14%	8.96%	4.94%	5.62%	7.78%	5.41%	7.42%	6.65%	7.23%	17.93%	11.53%	24.40%	43.75%	25.58%					
28	"11. ""Истинные патриоты России"""	33	0	3	1	4	1	1	1	1	2	0	2	0	2	3	4	1	3	3	0	1	0	0					
