Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Веденская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60					
1	"Число избирателей, внесенных в списки избирателей"	14957	1836	517	189	154	1709	494	419	564	404	228	155	348	198	342	298	146	1237	1109	1196	1606	364	160	396	740	32	36	80					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14957	1836	517	189	154	1709	494	419	564	404	228	155	348	198	342	298	146	1237	1109	1196	1606	364	160	396	740	32	36	80					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14754	1803	511	181	150	1689	488	408	555	397	223	155	343	198	339	298	146	1214	1099	1181	1601	357	158	391	728	29	36	76					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	99	12	2	0	4	6	0	11	7	7	3	0	5	0	3	0	0	14	3	0	3	3	2	3	8	0	0	3					
6	Число погашенных избирательных бюллетеней	104	21	4	8	0	14	6	0	2	0	2	0	0	0	0	0	0	9	7	15	2	4	0	2	4	3	0	1					
7	Число избирательных бюллетеней в переносных ящиках для голосования	99	12	2	0	4	6	0	11	7	7	3	0	5	0	3	0	0	14	3	0	3	3	2	3	8	0	0	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14754	1803	511	181	150	1689	488	408	555	397	223	155	343	198	339	298	146	1214	1099	1181	1601	357	158	391	728	29	36	76					
9	Число недействительных избирательных бюллетеней	35	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	14818	1780	513	181	154	1695	488	419	562	404	226	155	348	198	342	298	146	1228	1102	1181	1604	360	160	394	736	29	36	79					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	343	118	12	12	5	10	10	8	10	19	6	4	5	4	6	4	4	14	14	10	10	6	4	7	32	3	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	15	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	328	114	12	4	5	10	10	8	10	19	6	4	5	4	6	4	4	14	14	10	10	6	4	7	32	0	3	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
