Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Руднянская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402					
1	"Число избирателей, внесенных в списки избирателей"	14282	1566	1103	1633	1422	934	230	239	101	795	309	139	900	346	808	140	805	117	1197	167	476	39	237	114	465					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15111	1581	1112	1643	1496	951	221	235	128	894	361	172	969	387	880	200	821	145	1222	170	561	59	263	136	504					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7719	729	547	811	757	448	115	126	46	395	205	67	547	239	467	82	356	85	658	121	317	37	150	81	333					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1431	47	102	111	103	81	40	13	23	192	27	42	80	28	87	58	117	24	93	11	66	2	17	17	50					
6	Число погашенных избирательных бюллетеней	5961	805	463	721	636	422	66	96	59	307	129	63	342	120	326	60	348	36	471	38	178	20	96	38	121					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1431	47	102	111	103	81	40	13	23	192	27	42	80	28	87	58	117	24	93	11	66	2	17	17	50					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7719	729	547	811	757	448	115	126	46	395	205	67	547	239	467	82	356	85	658	121	317	37	150	81	333					
9	Число недействительных избирательных бюллетеней	81	7	6	9	8	0	0	3	0	3	7	0	6	0	7	1	4	1	12	0	0	0	1	0	6					
10	Число действительных избирательных бюллетеней	9069	769	643	913	852	529	155	136	69	584	225	109	621	267	547	139	469	108	739	132	383	39	166	98	377					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	290	21	20	15	18	20	5	5	4	30	7	4	20	14	15	4	15	4	20	4	10	3	4	4	24					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	215	15	14	15	18	10	5	1	4	30	3	3	4	14	7	4	15	4	7	0	10	0	4	4	24					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	72	3	4	9	7	1	3	5	3	3	4	3	1	2	4	1	4	2	4	2	2	0	2	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	75	6	6	0	0	10	0	4	0	0	4	1	16	0	8	0	0	0	13	4	0	3	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	1	0	2	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	615	28	22	59	54	32	2	14	8	34	19	21	49	12	56	7	36	14	43	9	37	2	13	0	44					
		6.72%	3.61%	3.39%	6.40%	6.28%	6.05%	1.29%	10.07%	11.59%	5.79%	8.19%	19.27%	7.81%	4.49%	10.11%	5.00%	7.61%	12.84%	5.73%	6.82%	9.66%	5.13%	7.78%	0.00%	11.49%					
19	2.Всероссийская политическая партия «Гражданская Сила»	39	5	4	7	4	3	0	0	1	2	0	1	2	1	3	0	1	0	4	0	0	0	0	0	1					
		0.43%	0.64%	0.62%	0.76%	0.47%	0.57%	0.00%	0.00%	1.45%	0.34%	0.00%	0.92%	0.32%	0.37%	0.54%	0.00%	0.21%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%					
20	3.Политическая партия «Демократическая партия России»	16	2	1	0	2	0	0	0	1	1	0	0	2	0	1	0	1	0	1	2	1	0	0	1	0					
		0.17%	0.26%	0.15%	0.00%	0.23%	0.00%	0.00%	0.00%	1.45%	0.17%	0.00%	0.00%	0.32%	0.00%	0.18%	0.00%	0.21%	0.00%	0.13%	1.52%	0.26%	0.00%	0.00%	1.02%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1699	131	125	205	166	84	15	27	1	112	35	16	173	43	92	20	104	10	112	32	74	4	23	25	70					
		18.57%	16.88%	19.26%	22.23%	19.30%	15.88%	9.68%	19.42%	1.45%	19.08%	15.09%	14.68%	27.59%	16.10%	16.61%	14.29%	21.99%	9.17%	14.91%	24.24%	19.32%	10.26%	13.77%	25.51%	18.28%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	21	1	1	7	4	3	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0					
		0.23%	0.13%	0.15%	0.76%	0.47%	0.57%	1.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	22	3	2	1	2	2	0	1	0	0	3	0	1	0	0	0	1	0	1	1	1	0	0	0	3					
		0.24%	0.39%	0.31%	0.11%	0.23%	0.38%	0.00%	0.72%	0.00%	0.00%	1.29%	0.00%	0.16%	0.00%	0.00%	0.00%	0.21%	0.00%	0.13%	0.76%	0.26%	0.00%	0.00%	0.00%	0.78%					
24	7.Политическая партия «Либерально-демократическая партия России»	776	78	75	62	78	32	17	11	5	50	20	7	52	25	45	16	35	8	59	14	37	1	15	7	27					
		8.48%	10.05%	11.56%	6.72%	9.07%	6.05%	10.97%	7.91%	7.25%	8.52%	8.62%	6.42%	8.29%	9.36%	8.12%	11.43%	7.40%	7.34%	7.86%	10.61%	9.66%	2.56%	8.98%	7.14%	7.05%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	550	58	56	71	54	38	25	1	3	26	12	1	21	11	24	2	35	4	48	5	20	1	16	1	17					
		6.01%	7.47%	8.63%	7.70%	6.28%	7.18%	16.13%	0.72%	4.35%	4.43%	5.17%	0.92%	3.35%	4.12%	4.33%	1.43%	7.40%	3.67%	6.39%	3.79%	5.22%	2.56%	9.58%	1.02%	4.44%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	60	5	4	8	4	3	2	1	0	8	3	0	1	0	3	3	0	0	4	2	3	0	3	0	3					
		0.66%	0.64%	0.62%	0.87%	0.47%	0.57%	1.29%	0.72%	0.00%	1.36%	1.29%	0.00%	0.16%	0.00%	0.54%	2.14%	0.00%	0.00%	0.53%	1.52%	0.78%	0.00%	1.80%	0.00%	0.78%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5227	451	349	485	479	330	90	80	50	350	132	63	320	175	321	90	254	71	462	67	209	31	93	63	212					
		57.13%	58.12%	53.78%	52.60%	55.70%	62.38%	58.06%	57.55%	72.46%	59.63%	56.90%	57.80%	51.04%	65.54%	57.94%	64.29%	53.70%	65.14%	61.52%	50.76%	54.57%	79.49%	55.69%	64.29%	55.35%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	44	7	4	8	5	2	2	1	0	1	1	0	0	0	1	1	1	1	5	0	1	0	3	0	0					
		0.48%	0.90%	0.62%	0.87%	0.58%	0.38%	1.29%	0.72%	0.00%	0.17%	0.43%	0.00%	0.00%	0.00%	0.18%	0.71%	0.21%	0.92%	0.67%	0.00%	0.26%	0.00%	1.80%	0.00%	0.00%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
