Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Руднянская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №3401	УИК №3402	УИК №3403	УИК №3404	УИК №3405	УИК №3406	УИК №3407	УИК №3408	УИК №3409	УИК №3410	УИК №3411	УИК №3412	УИК №3413	УИК №3414	УИК №3415	УИК №3416	УИК №3417	УИК №3418	УИК №3419	УИК №3420					
1	"Число избирателей, внесенных в список избирателей"	14412	1570	1137	1428	1478	1090	221	261	845	358	143	917	361	1044	712	116	1302	534	289	141	465					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14620	1580	1112	1443	1501	1101	224	268	865	364	143	930	370	1047	722	135	1345	543	292	145	490					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6301	673	442	651	627	432	113	65	363	179	46	453	244	426	276	69	553	223	159	73	234					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1376	94	93	75	109	62	33	53	126	10	48	97	35	93	102	26	85	128	25	15	67					
6	Число погашенных избирательных бюллетеней	6943	813	577	717	765	607	78	150	376	175	49	380	91	528	344	40	707	192	108	57	189					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1376	94	93	75	109	62	33	53	126	10	48	97	35	93	102	26	85	128	25	15	67					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6287	659	442	651	627	432	113	65	363	179	46	453	244	426	276	69	553	223	159	73	234					
9	Число недействительных избирательных бюллетеней	89	0	6	8	11	4	2	2	1	3	4	1	14	3	3	2	8	4	0	0	13					
10	Число действительных избирательных бюллетеней	7574	753	529	718	725	490	144	116	488	186	90	549	265	516	375	93	630	347	184	88	288					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	257	20	15	20	30	20	12	5	20	5	5	10	10	10	10	10	15	10	5	5	20					
