Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Перелюбская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775					
1	"Число избирателей, внесенных в списки избирателей"	12613	2073	2562	620	599	331	177	379	615	526	217	165	395	693	359	250	295	705	1044	608					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12902	2107	2620	635	595	315	188	387	630	545	225	170	445	725	345	240	305	735	1075	615					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7049	927	1127	396	419	253	154	288	360	389	71	75	269	428	289	239	262	411	359	333					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1366	124	122	58	85	19	12	30	75	33	61	51	40	167	12	0	14	72	277	114					
6	Число погашенных избирательных бюллетеней	4487	1056	1371	181	91	43	22	69	195	123	93	44	136	130	44	1	29	252	439	168					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1366	124	122	58	85	19	12	30	75	33	61	51	40	167	12	0	14	72	277	114					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7049	927	1127	396	419	253	154	288	360	389	71	75	269	428	289	239	262	411	359	333					
9	Число недействительных избирательных бюллетеней	97	9	15	7	2	0	0	2	12	0	0	1	0	3	18	1	8	7	3	9					
10	Число действительных избирательных бюллетеней	8318	1042	1234	447	502	272	166	316	423	422	132	125	309	592	283	238	268	476	633	438					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	475	123	85	22	15	13	9	15	19	25	9	12	42	34	2	2	6	10	25	7					
