Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Территориальная избирательная комиссия Тимского района																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082					
1	"Число избирателей, внесенных в списки избирателей"	10012	1344	1439	335	247	294	384	242	125	216	413	215	470	185	494	125	190	134	382	449	297	311	282	682	264	141	352					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9102	1165	1310	319	220	272	325	234	121	205	375	185	432	165	447	113	168	125	347	413	274	290	260	643	240	130	324					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5332	871	849	229	156	185	247	111	68	106	235	110	229	68	240	36	126	45	180	207	65	125	110	331	152	66	185					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1731	39	27	54	47	58	69	52	18	45	118	53	84	67	178	52	32	45	76	81	126	56	53	98	40	54	109					
6	Число погашенных избирательных бюллетеней	2039	255	434	36	17	29	9	71	35	54	22	22	119	30	29	25	10	35	91	125	83	109	97	214	48	10	30					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1731	39	27	54	47	58	69	52	18	45	118	53	84	67	178	52	32	45	76	81	126	56	53	98	40	54	109					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5332	871	849	229	156	185	247	111	68	106	235	110	229	68	240	36	126	45	180	207	65	125	110	331	152	66	185					
9	Число недействительных избирательных бюллетеней	41	3	4	4	2	1	3	4	0	0	1	1	1	0	2	0	0	0	4	5	3	0	2	1	0	0	0					
10	Число действительных избирательных бюллетеней	7022	907	872	279	201	242	313	159	86	151	352	162	312	135	416	88	158	90	252	283	188	181	161	428	192	120	294					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	144	29	36	3	1	4	5	2	2	5	5	0	5	1	3	0	3	2	6	5	2	3	0	14	3	2	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	137	29	34	3	1	4	4	2	1	5	5	0	5	1	3	0	3	2	4	5	2	3	0	14	2	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	57	11	6	3	1	2	2	1	1	1	1	1	1	1	2	1	4	1	4	1	1	3	0	2	1	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	7	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	134	16	18	10	5	3	4	3	2	7	4	3	6	1	5	1	5	4	6	2	3	5	3	10	3	3	2					
		1.90%	1.76%	2.05%	3.53%	2.46%	1.23%	1.27%	1.84%	2.33%	4.64%	1.13%	1.84%	1.92%	0.74%	1.20%	1.14%	3.16%	4.44%	2.34%	0.69%	1.57%	2.76%	1.84%	2.33%	1.56%	2.50%	0.68%					
19	2.Всероссийская политическая партия «Гражданская Сила»	11	1	1	0	1	0	0	0	0	0	2	0	1	0	0	0	2	0	2	1	0	0	0	0	0	0	0					
		0.16%	0.11%	0.11%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.32%	0.00%	0.00%	0.00%	1.27%	0.00%	0.78%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
		0.08%	0.22%	0.11%	0.00%	0.00%	0.00%	0.00%	0.61%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
