Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Сямженская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	7620	377	233	268	168	110	146	189	96	711	109	486	291	104	359	911	1532	1038	126	190	176									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7825	372	231	272	174	107	151	203	94	716	120	547	329	116	360	912	1555	1053	135	195	183									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	2902	137	54	90	71	41	43	78	25	272	64	209	146	55	120	297	611	415	44	75	55									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	736	54	46	53	17	18	49	34	44	51	16	39	54	24	40	23	37	37	7	46	47									
6	Число погашенных избирательных бюллетеней	4187	181	131	129	86	48	59	91	25	393	40	299	129	37	200	592	907	601	84	74	81									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	736	54	46	53	17	18	49	34	44	51	16	39	54	24	40	23	37	37	7	46	47									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	2902	137	54	90	71	41	43	78	25	272	64	209	146	55	120	297	611	415	44	75	55									
9	Число недействительных избирательных бюллетеней	56	2	1	3	1	0	2	3	0	7	2	3	2	0	2	5	14	8	0	0	1									
10	Число действительных избирательных бюллетеней	3582	189	99	140	87	59	90	109	69	316	78	245	198	79	158	315	634	444	51	121	101									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	473	23	20	25	5	5	20	20	15	25	20	50	40	20	15	35	40	40	20	15	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	239	23	1	4	5	1	6	15	0	5	16	50	40	13	1	9	19	11	8	6	6									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	72	4	4	3	1	6	1	1	2	1	6	5	3	2	2	11	11	7	1	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	234	0	19	21	0	4	14	5	15	20	4	0	0	7	14	26	21	29	12	9	14									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	0	1	2	0	0	0	0	0	0	0	1	0	0	1	3	12	7	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	40	1	0	2	0	1	0	3	1	3	1	1	1	0	1	4	12	1	1	1	6									
		1.10%	0.52%	0.00%	1.40%	0.00%	1.69%	0.00%	2.68%	1.45%	0.93%	1.25%	0.40%	0.50%	0.00%	0.63%	1.25%	1.85%	0.22%	1.96%	0.83%	5.88%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	96	4	3	9	2	1	1	4	1	8	1	7	4	1	3	8	19	16	0	2	2									
		2.64%	2.09%	3.00%	6.29%	2.27%	1.69%	1.09%	3.57%	1.45%	2.48%	1.25%	2.82%	2.00%	1.27%	1.88%	2.50%	2.93%	3.54%	0.00%	1.65%	1.96%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	119	9	1	4	0	2	0	2	2	8	3	2	4	0	7	16	32	19	0	5	3									
		3.27%	4.71%	1.00%	2.80%	0.00%	3.39%	0.00%	1.79%	2.90%	2.48%	3.75%	0.81%	2.00%	0.00%	4.38%	5.00%	4.94%	4.20%	0.00%	4.13%	2.94%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1405	84	54	45	51	39	45	46	35	110	30	110	77	37	55	95	198	179	18	54	43									
		38.62%	43.98%	54.00%	31.47%	57.95%	66.10%	48.91%	41.07%	50.72%	34.06%	37.50%	44.35%	38.50%	46.84%	34.38%	29.69%	30.56%	39.60%	35.29%	44.63%	42.16%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	29	1	0	3	1	0	0	0	0	2	0	1	0	0	1	3	10	2	3	1	1									
		0.80%	0.52%	0.00%	2.10%	1.14%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.40%	0.00%	0.00%	0.63%	0.94%	1.54%	0.44%	5.88%	0.83%	0.98%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	0	0	1	0	0	1	0	1	1	0	1	2	1	0	1	2	0	1	0									
		0.33%	0.00%	0.00%	0.00%	1.14%	0.00%	0.00%	0.89%	0.00%	0.31%	1.25%	0.00%	0.50%	2.53%	0.63%	0.00%	0.15%	0.44%	0.00%	0.83%	0.00%									
