Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Енисейская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190					
1	"Число избирателей, внесенных в списки избирателей"	20884	1861	2228	534	494	231	904	332	364	1047	1040	168	683	991	1396	135	1499	326	157	275	271	949	323	134	218	95	793	163	60	248	126	90	1397	459	576	50	60	129	78					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20725	1680	2140	555	460	235	920	320	350	1045	1020	160	670	975	1400	140	1520	340	160	275	275	975	325	130	225	90	885	200	75	240	125	85	1380	460	580	50	60	115	85					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12065	1092	1177	327	309	134	503	200	244	586	630	119	449	462	741	84	862	212	100	168	177	530	208	96	151	74	440	120	46	129	104	64	708	241	342	48	49	101	38					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	797	61	61	20	14	42	26	13	13	40	43	12	42	62	18	8	23	14	3	0	5	62	24	3	3	0	45	9	0	8	0	0	71	10	41	0	0	0	1					
6	Число погашенных избирательных бюллетеней	7863	527	902	208	137	59	391	107	93	419	347	29	179	451	641	48	635	114	57	107	93	383	93	31	71	16	400	71	29	103	21	21	601	209	197	2	11	14	46					
7	Число избирательных бюллетеней в переносных ящиках для голосования	797	61	61	20	14	42	26	13	13	40	43	12	42	62	18	8	23	14	3	0	5	62	24	3	3	0	45	9	0	8	0	0	71	10	41	0	0	0	1					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12063	1092	1176	327	309	134	503	200	244	586	629	119	449	462	741	84	862	212	100	168	177	530	208	96	151	74	440	120	46	129	104	64	708	241	342	48	49	101	38					
9	Число недействительных избирательных бюллетеней	152	17	20	6	0	0	4	5	3	9	6	1	2	4	8	1	11	1	1	3	3	10	8	2	4	1	2	2	1	0	2	0	8	5	2	0	0	0	0					
10	Число действительных избирательных бюллетеней	12708	1136	1217	341	323	176	525	208	254	617	666	130	489	520	751	91	874	225	102	165	179	582	224	97	150	73	483	127	45	137	102	64	771	246	381	48	49	101	39					
