Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Урайская городская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133					
1	"Число избирателей, внесенных в список избирателей"	29341	1971	1596	2040	1800	1152	1639	997	1598	784	1397	1271	1914	1511	1169	1623	1597	1889	928	1218	1247					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28500	2100	1600	1900	1800	1000	1500	900	1600	600	1400	1300	1900	1500	1100	1600	1600	1900	900	1200	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18222	1290	957	1208	954	712	834	557	1056	436	896	842	1177	999	785	1063	997	1254	650	727	828					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	522	52	30	24	29	13	18	8	20	104	13	24	24	17	23	21	29	37	13	12	11					
6	Число погашенных избирательных бюллетеней	9756	758	613	668	817	275	648	335	524	60	491	434	699	484	292	516	574	609	237	461	261					
7	Число избирательных бюллетеней в переносных ящиках для голосования	522	52	30	24	29	13	18	8	20	104	13	24	24	17	23	21	29	37	13	12	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18203	1290	957	1208	952	712	834	557	1056	436	894	842	1163	999	785	1062	997	1254	650	727	828					
9	Число недействительных избирательных бюллетеней	336	21	17	22	23	12	14	6	27	9	13	16	25	27	7	16	21	18	17	15	10					
10	Число действительных избирательных бюллетеней	18389	1321	970	1210	958	713	838	559	1049	531	894	850	1162	989	801	1067	1005	1273	646	724	829					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	750	40	40	40	40	30	40	30	40	20	40	40	40	40	40	40	40	40	30	40	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	423	27	23	30	16	19	24	9	13	11	20	18	36	22	15	24	27	31	16	22	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	150	7	7	18	4	10	8	5	2	7	8	9	20	3	2	8	5	9	1	6	11					
14	Число погашенных неиспользованных открепительных удостоверений	327	13	17	10	24	11	16	21	27	9	20	22	4	18	25	16	13	9	14	18	20					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	80	7	5	1	0	3	0	1	9	8	6	6	4	2	4	2	4	6	1	2	9					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2453	194	144	162	117	85	92	70	139	82	100	110	133	130	109	126	137	224	80	116	103					
		13.10%	14.46%	14.59%	13.15%	11.93%	11.72%	10.80%	12.39%	12.92%	15.19%	11.03%	12.70%	11.20%	12.80%	13.49%	11.63%	13.35%	17.35%	12.07%	15.70%	12.28%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5167	374	318	396	300	202	273	155	280	138	239	225	331	262	203	291	258	322	168	208	224					
		27.59%	27.87%	32.22%	32.14%	30.58%	27.86%	32.04%	27.43%	26.02%	25.56%	26.35%	25.98%	27.89%	25.79%	25.12%	26.87%	25.15%	24.94%	25.34%	28.15%	26.70%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	182	21	7	11	7	5	3	6	17	6	14	13	8	10	7	17	12	7	6	4	1					
		0.97%	1.56%	0.71%	0.89%	0.71%	0.69%	0.35%	1.06%	1.58%	1.11%	1.54%	1.50%	0.67%	0.98%	0.87%	1.57%	1.17%	0.54%	0.90%	0.54%	0.12%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3269	240	134	214	148	135	126	103	171	85	158	117	210	190	167	208	222	236	131	121	153					
		17.46%	17.88%	13.58%	17.37%	15.09%	18.62%	14.79%	18.23%	15.89%	15.74%	17.42%	13.51%	17.69%	18.70%	20.67%	19.21%	21.64%	18.28%	19.76%	16.37%	18.24%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	631	54	32	20	25	36	26	30	40	19	34	36	35	28	39	25	34	57	26	18	17					
		3.37%	4.02%	3.24%	1.62%	2.55%	4.97%	3.05%	5.31%	3.72%	3.52%	3.75%	4.16%	2.95%	2.76%	4.83%	2.31%	3.31%	4.42%	3.92%	2.44%	2.03%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6587	433	334	400	356	245	315	191	396	194	340	344	439	362	272	398	336	421	232	254	325					
		35.18%	32.27%	33.84%	32.47%	36.29%	33.79%	36.97%	33.81%	36.80%	35.93%	37.49%	39.72%	36.98%	35.63%	33.66%	36.75%	32.75%	32.61%	34.99%	34.37%	38.74%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	100	5	1	7	5	5	3	4	6	7	9	5	6	7	4	2	6	6	3	3	6					
		0.53%	0.37%	0.10%	0.57%	0.51%	0.69%	0.35%	0.71%	0.56%	1.30%	0.99%	0.58%	0.51%	0.69%	0.50%	0.18%	0.58%	0.46%	0.45%	0.41%	0.72%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
