Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Урайская городская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121					
1	"Число избирателей, внесенных в списки избирателей"	31547	1842	2054	1922	1800	1501	1248	1707	1784	1847	2189	1957	2084	1774	1967	1887	1975	2009					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	31959	1890	2087	1940	1881	1500	1150	1680	1831	1900	2100	2000	2100	1840	1980	2000	2040	2040					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21048	1213	1299	1110	1260	967	797	1183	1230	1315	1437	1322	1390	1227	1336	1298	1315	1349					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	383	33	23	42	27	10	23	11	15	21	32	15	22	29	15	21	28	16					
6	Число погашенных избирательных бюллетеней	10528	644	765	788	594	523	330	486	586	564	631	663	688	584	629	681	697	675					
7	Число избирательных бюллетеней в переносных ящиках для голосования	383	33	23	42	27	10	23	11	15	21	32	15	22	29	15	21	28	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21024	1213	1299	1110	1260	966	797	1183	1230	1314	1437	1322	1390	1227	1320	1298	1309	1349					
9	Число недействительных избирательных бюллетеней	206	7	13	8	11	7	14	11	13	16	15	16	12	13	18	13	8	11					
10	Число действительных избирательных бюллетеней	21201	1239	1309	1144	1276	969	806	1183	1232	1319	1454	1321	1400	1243	1317	1306	1329	1354					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	710	29	40	40	50	36	9	39	40	40	55	40	40	50	50	40	47	65					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	597	26	32	28	37	32	8	39	32	36	42	40	36	46	42	39	42	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	224	14	11	9	14	6	5	42	9	18	27	8	9	7	14	12	7	12					
14	Число погашенных неиспользованных открепительных удостоверений	113	3	8	12	13	4	1	0	8	4	13	0	4	4	8	1	5	25					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	40	1	2	0	6	0	0	0	4	4	3	4	4	1	2	1	6	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
