Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Канашская городская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333					
1	"Число избирателей, внесенных в список избирателей"	36539	1256	1435	1101	515	495	1168	1229	1441	1572	1473	771	846	1911	1111	778	1346	1126	1682	753	1097	1460	1300	778	1077	287	680	1499	1675	1698	1192	1601	186					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26600	900	1050	800	400	400	850	900	1050	1150	1050	600	600	1300	800	550	950	800	1200	550	750	1100	950	550	800	250	500	1100	1200	1250	850	1150	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	20448	689	813	618	260	315	674	705	838	837	811	394	479	1120	608	433	767	659	910	410	570	818	741	415	636	201	370	886	968	902	601	872	128					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	524	7	22	34	7	0	15	9	8	16	5	4	16	23	27	16	27	25	19	14	23	19	18	12	8	3	9	14	24	8	26	12	54					
6	Число погашенных избирательных бюллетеней	5626	204	215	148	133	85	161	186	204	297	234	202	105	157	165	101	156	115	271	126	157	263	191	123	156	46	121	200	208	340	223	265	68					
7	Число избирательных бюллетеней в переносных ящиках для голосования	524	7	22	34	7	0	15	9	8	16	5	4	16	23	27	16	27	25	19	14	23	19	18	12	8	3	9	14	24	8	26	12	54					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20447	688	813	618	260	315	674	705	838	837	811	394	479	1120	608	433	767	659	910	410	570	818	741	415	636	201	370	886	968	902	601	872	128					
9	Число недействительных избирательных бюллетеней	647	15	30	8	13	13	20	24	29	22	21	7	22	30	20	14	18	24	26	11	18	38	26	13	8	11	14	46	31	32	21	20	2					
10	Число действительных избирательных бюллетеней	20324	680	805	644	254	302	669	690	817	831	795	391	473	1113	615	435	776	660	903	413	575	799	733	414	636	193	365	854	961	878	606	864	180					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1490	30	40	30	20	20	50	50	50	50	50	30	40	50	40	30	50	50	60	50	60	70	60	40	50	20	30	70	80	80	60	80	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	640	18	25	22	5	17	12	20	22	32	40	9	33	34	21	9	33	14	23	15	11	22	17	10	17	8	14	30	38	16	14	39	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	476	25	29	8	12	10	11	18	21	0	10	4	33	18	18	6	18	5	17	5	18	9	11	7	9	6	7	16	9	4	12	16	84					
14	Число погашенных неиспользованных открепительных удостоверений	850	12	15	8	15	3	38	30	28	18	10	21	7	16	19	21	17	36	37	35	49	48	43	30	33	12	16	40	42	64	46	41	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	0	1	0	0	0	1	1	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4502	139	185	141	50	58	165	181	161	142	150	110	121	275	136	94	189	160	183	96	111	195	174	72	151	54	72	193	205	198	128	184	29					
		21.47%	20.00%	22.16%	21.63%	18.73%	18.41%	23.95%	25.35%	19.03%	16.65%	18.38%	27.64%	24.44%	24.06%	21.42%	20.94%	23.80%	23.39%	19.70%	22.64%	18.72%	23.30%	22.92%	16.86%	23.45%	26.47%	18.99%	21.44%	20.67%	21.76%	20.41%	20.81%	15.93%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2037	70	91	69	34	61	87	68	59	80	69	35	56	99	63	47	86	72	114	49	61	69	58	30	72	18	42	61	81	85	52	89	10					
		9.71%	10.07%	10.90%	10.58%	12.73%	19.37%	12.63%	9.52%	6.97%	9.38%	8.46%	8.79%	11.31%	8.66%	9.92%	10.47%	10.83%	10.53%	12.27%	11.56%	10.29%	8.24%	7.64%	7.03%	11.18%	8.82%	11.08%	6.78%	8.17%	9.34%	8.29%	10.07%	5.49%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	272	13	11	11	1	6	9	12	13	20	13	7	3	13	7	7	9	6	15	2	7	7	14	3	6	5	5	6	14	3	10	10	4					
		1.30%	1.87%	1.32%	1.69%	0.37%	1.90%	1.31%	1.68%	1.54%	2.34%	1.59%	1.76%	0.61%	1.14%	1.10%	1.56%	1.13%	0.88%	1.61%	0.47%	1.18%	0.84%	1.84%	0.70%	0.93%	2.45%	1.32%	0.67%	1.41%	0.33%	1.59%	1.13%	2.20%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4454	154	183	122	38	43	148	145	217	244	185	78	85	229	150	111	142	157	200	88	117	166	166	107	137	34	70	209	253	175	128	144	29					
		21.24%	22.16%	21.92%	18.71%	14.23%	13.65%	21.48%	20.31%	25.65%	28.60%	22.67%	19.60%	17.17%	20.03%	23.62%	24.72%	17.88%	22.95%	21.53%	20.75%	19.73%	19.83%	21.87%	25.06%	21.27%	16.67%	18.47%	23.22%	25.50%	19.23%	20.41%	16.29%	15.93%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	283	7	9	13	3	2	14	10	11	8	14	6	7	16	13	5	5	12	6	9	7	6	12	12	6	1	5	11	21	7	6	17	2					
