Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Сычевская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337					
1	"Число избирателей, внесенных в списки"	11794	179	155	203	173	289	74	369	371	170	495	189	356	364	189	394	109	546	205	173	177	336	2459	2646	1173					
2	"Число бюллетеней, полученных участковыми комиссиями"	11736	179	157	201	175	293	75	348	363	172	490	194	360	376	199	398	120	551	211	178	179	343	2375	2625	1174					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5863	142	85	93	123	119	50	128	156	113	222	66	224	162	97	223	90	288	97	93	97	214	1192	1295	494					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1255	0	29	42	5	66	10	131	110	28	80	94	55	95	39	99	0	36	36	34	2	86	97	53	28					
6	Число погашенных бюллетеней	4618	37	43	66	47	108	15	89	97	31	188	34	81	119	63	76	30	227	78	51	80	43	1086	1277	652					
7	Число бюллетеней в переносных ящиках для голосования	1255	0	29	42	5	66	10	131	110	28	80	94	55	95	39	99	0	36	36	34	2	86	97	53	28					
8	Число бюллетеней в стационарных ящиках для голосования	5862	142	85	93	123	118	50	128	156	113	222	66	224	162	97	223	90	288	97	93	97	214	1192	1295	494					
9	Число недействительных бюллетеней	95	0	0	5	2	3	3	0	5	0	5	0	0	9	0	0	0	4	4	3	0	0	22	14	16					
10	Число действительных бюллетеней	7022	142	114	130	126	181	57	259	261	141	297	160	279	248	136	322	90	320	129	124	99	300	1267	1334	506					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	273	5	5	5	5	10	5	10	10	5	10	5	10	10	5	10	5	15	5	5	5	10	40	48	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	48	0	0	1	0	2	1	0	0	0	4	2	1	0	0	1	0	3	5	0	1	0	7	17	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	37	1	5	3	2	2	1	1	1	1	2	2	0	0	0	2	1	2	2	1	2	1	2	2	1					
14	Число погашенных открепительных удостоверений	225	5	5	4	5	8	4	10	10	5	6	3	9	10	5	9	5	12	0	5	4	10	33	31	27					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	85	0	3	5	6	0	2	5	10	1	2	3	1	3	2	3	2	1	0	1	2	1	10	14	8					
		1.19%	0.0%	2.63%	3.70%	4.68%	0.0%	3.33%	1.93%	3.75%	0.70%	0.66%	1.87%	0.35%	1.16%	1.47%	0.93%	2.22%	0.30%	0.0%	0.78%	2.02%	0.33%	0.77%	1.03%	1.53%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	114	3	2	3	1	2	0	4	0	0	3	1	3	2	2	2	3	3	18	1	1	2	26	28	4					
		1.60%	2.11%	1.75%	2.22%	0.78%	1.08%	0.0%	1.54%	0.0%	0.0%	0.99%	0.62%	1.07%	0.77%	1.47%	0.62%	3.33%	0.92%	13.53%	0.78%	1.01%	0.66%	2.01%	2.07%	0.76%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	185	1	2	2	1	4	0	4	5	0	1	0	8	12	3	7	1	2	7	7	1	6	50	42	19					
		2.59%	0.70%	1.75%	1.48%	0.78%	2.17%	0.0%	1.54%	1.87%	0.0%	0.33%	0.0%	2.86%	4.66%	2.20%	2.17%	1.11%	0.61%	5.26%	5.51%	1.01%	2.0%	3.87%	3.11%	3.63%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	108	0	0	1	1	0	1	3	5	0	4	1	0	4	8	4	1	3	4	3	2	1	25	22	15					
		1.51%	0.0%	0.0%	0.74%	0.78%	0.0%	1.66%	1.15%	1.87%	0.0%	1.32%	0.62%	0.0%	1.55%	5.88%	1.24%	1.11%	0.92%	3.00%	2.36%	2.02%	0.33%	1.93%	1.63%	2.87%					
22	"5. ""За Русь Святую"""	41	0	0	0	0	0	0	2	2	0	3	0	2	1	0	4	1	0	0	2	0	1	9	10	4					
		0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.77%	0.75%	0.0%	0.99%	0.0%	0.71%	0.38%	0.0%	1.24%	1.11%	0.0%	0.0%	1.57%	0.0%	0.33%	0.69%	0.74%	0.76%					
23	"6. ""Объединенная Российская партия ""Русь"""	11	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	2	1	0	1					
