Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Территориальная избирательная комиссия Щигровского района																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208					
1	"Число избирателей, внесенных в списки избирателей"	11043	340	371	137	334	468	1007	115	257	420	144	474	468	434	472	155	565	695	834	561	391	341	539	210	440	120	510	241					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9124	277	312	108	288	382	812	93	209	390	135	385	377	352	378	120	511	555	667	461	306	278	466	170	370	98	414	210					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5783	181	159	75	202	196	594	64	158	300	71	238	216	219	184	50	324	331	452	287	210	180	304	77	226	67	288	130					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1396	46	71	17	58	47	42	9	28	35	21	108	79	58	67	52	102	115	42	29	65	74	76	35	45	14	29	32					
6	Число погашенных избирательных бюллетеней	1945	50	82	16	28	139	176	20	23	55	43	39	82	75	127	18	85	109	173	145	31	24	86	58	99	17	97	48					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1396	46	71	17	58	47	42	9	28	35	21	108	79	58	67	52	102	115	42	29	65	74	76	35	45	14	29	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5783	181	159	75	202	196	594	64	158	300	71	238	216	219	184	50	324	331	452	287	210	180	304	77	226	67	288	130					
9	Число недействительных избирательных бюллетеней	56	0	0	0	3	1	7	1	0	3	0	3	3	0	1	0	3	0	5	5	2	4	5	1	4	1	3	1					
10	Число действительных избирательных бюллетеней	7123	227	230	92	257	242	629	72	186	332	92	343	292	277	250	102	423	446	489	311	273	250	375	111	267	80	314	161					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	303	6	16	4	21	13	26	4	7	14	4	11	6	6	6	4	9	11	12	11	6	6	36	4	26	4	6	24					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	281	6	16	4	21	13	24	4	6	14	4	11	6	3	6	0	8	9	12	11	4	4	36	2	23	4	6	24					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	116	2	5	6	1	4	6	3	6	4	1	5	9	1	5	5	6	3	10	3	5	2	6	7	3	2	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	22	0	0	0	0	0	2	0	1	0	0	0	0	3	0	4	1	2	0	0	2	2	0	2	3	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	129	8	6	0	8	6	8	0	2	5	0	4	3	1	7	1	8	7	13	4	7	1	4	1	5	0	16	4					
		1.80%	3.52%	2.61%	0.00%	3.08%	2.47%	1.26%	0.00%	1.08%	1.49%	0.00%	1.16%	1.02%	0.36%	2.79%	0.98%	1.88%	1.57%	2.63%	1.27%	2.55%	0.39%	1.05%	0.89%	1.85%	0.00%	5.05%	2.47%					
19	2.Всероссийская политическая партия «Гражданская Сила»	23	0	0	0	0	4	5	0	2	0	0	2	1	0	0	0	1	0	2	1	1	0	0	1	1	0	2	0					
		0.32%	0.00%	0.00%	0.00%	0.00%	1.65%	0.79%	0.00%	1.08%	0.00%	0.00%	0.58%	0.34%	0.00%	0.00%	0.00%	0.23%	0.00%	0.40%	0.32%	0.36%	0.00%	0.00%	0.89%	0.37%	0.00%	0.63%	0.00%					
20	3.Политическая партия «Демократическая партия России»	7	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.20%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.63%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	611	21	11	10	42	28	77	7	27	29	10	23	21	22	21	10	46	25	44	39	22	6	15	10	19	5	13	8					
		8.51%	9.25%	4.78%	10.87%	16.15%	11.52%	12.11%	9.59%	14.52%	8.66%	10.87%	6.65%	7.12%	7.94%	8.37%	9.80%	10.80%	5.61%	8.91%	12.34%	8.00%	2.36%	3.95%	8.93%	7.01%	6.17%	4.10%	4.94%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	6	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	438	6	9	6	17	12	62	5	22	23	2	32	6	20	15	3	14	15	35	21	12	15	23	4	16	5	27	11					
		6.10%	2.64%	3.91%	6.52%	6.54%	4.94%	9.75%	6.85%	11.83%	6.87%	2.17%	9.25%	2.03%	7.22%	5.98%	2.94%	3.29%	3.36%	7.09%	6.65%	4.36%	5.91%	6.05%	3.57%	5.90%	6.17%	8.52%	6.79%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	560	11	18	3	19	10	68	2	12	36	10	37	13	9	10	5	34	34	52	46	26	29	14	9	16	2	22	13					
		7.80%	4.85%	7.83%	3.26%	7.31%	4.12%	10.69%	2.74%	6.45%	10.75%	10.87%	10.69%	4.41%	3.25%	3.98%	4.90%	7.98%	7.62%	10.53%	14.56%	9.45%	11.42%	3.68%	8.04%	5.90%	2.47%	6.94%	8.02%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	51	1	2	0	3	2	3	2	3	0	1	1	1	1	3	2	6	3	1	3	2	1	1	2	3	0	2	2					
		0.71%	0.44%	0.87%	0.00%	1.15%	0.82%	0.47%	2.74%	1.61%	0.00%	1.09%	0.29%	0.34%	0.36%	1.20%	1.96%	1.41%	0.67%	0.20%	0.95%	0.73%	0.39%	0.26%	1.79%	1.11%	0.00%	0.63%	1.23%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5274	179	184	73	168	179	398	56	116	236	68	243	246	223	193	81	313	357	341	195	202	198	317	83	207	68	227	123					
		73.46%	78.85%	80.00%	79.35%	64.62%	73.66%	62.58%	76.71%	62.37%	70.45%	73.91%	70.23%	83.39%	80.51%	76.89%	79.41%	73.47%	80.04%	69.03%	61.71%	73.45%	77.95%	83.42%	74.11%	76.38%	83.95%	71.61%	75.93%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	20	1	0	0	0	1	4	0	0	2	1	1	1	1	0	0	0	2	0	2	1	0	0	0	0	0	3	0					
		0.28%	0.44%	0.00%	0.00%	0.00%	0.41%	0.63%	0.00%	0.00%	0.60%	1.09%	0.29%	0.34%	0.36%	0.00%	0.00%	0.00%	0.45%	0.00%	0.63%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
