Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Ипатовская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513					
1	"Число избирателей, внесенных в списки избирателей"	50212	2270	2725	1725	2963	2927	3010	2678	2975	1211	224	1444	262	312	1769	830	1720	1053	93	989	485	1030	444	398	2288	179	1384	200	252	147	481	494	1166	581	192	924	331	252	102	2578	1235	1742	2147					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	49050	2150	2600	1700	2900	2750	2900	2700	2900	1150	210	1400	250	300	1750	800	1700	1050	90	1000	480	1000	450	400	2250	180	1350	200	240	150	480	490	1150	580	180	940	330	250	100	2550	1200	1700	2100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	24221	962	1238	822	1318	1452	1382	1066	1284	522	105	648	113	148	950	431	891	591	46	467	174	473	191	246	1106	119	761	114	127	82	287	340	640	242	82	424	219	113	59	1160	640	1020	1166					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2143	67	57	28	113	72	79	153	97	40	10	41	0	11	76	29	64	85	2	147	79	56	31	15	95	13	80	3	3	2	11	9	46	28	19	46	10	32	14	99	115	66	100					
6	Число погашенных избирательных бюллетеней	22686	1121	1305	850	1469	1226	1439	1481	1519	588	95	711	137	141	724	340	745	374	42	386	227	471	228	139	1049	48	509	83	110	66	182	141	464	310	79	470	101	105	27	1291	445	614	834					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2143	67	57	28	113	72	79	153	97	40	10	41	0	11	76	29	64	85	2	147	79	56	31	15	95	13	80	3	3	2	11	9	46	28	19	46	10	32	14	99	115	66	100					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24221	962	1238	822	1318	1452	1382	1066	1284	522	105	648	113	148	950	431	891	591	46	467	174	473	191	246	1106	119	761	114	127	82	287	340	640	242	82	424	219	113	59	1160	640	1020	1166					
9	Число недействительных избирательных бюллетеней	262	5	6	5	8	15	9	2	21	5	3	8	4	5	12	2	20	9	1	0	3	3	4	0	13	6	4	0	3	0	4	3	6	2	3	4	2	2	1	21	8	13	17					
10	Число действительных избирательных бюллетеней	26102	1024	1289	845	1423	1509	1452	1217	1360	557	112	681	109	154	1014	458	935	667	47	614	250	526	218	261	1188	126	837	117	127	84	294	346	680	268	98	466	227	143	72	1238	747	1073	1249					
