Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    район Матушкино																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №3080	УИК №3081	УИК №3082	УИК №3083	УИК №3084	УИК №3085	УИК №3086	УИК №3087	УИК №3088	УИК №3089	УИК №3090	УИК №3091	УИК №3092	УИК №3093	УИК №3094	УИК №3095	УИК №3096	УИК №3097	УИК №3098	УИК №3099	УИК №3100	УИК №3101	УИК №3102	УИК №3103					
1	"Число избирателей, внесенных в список избирателей"	29476	1340	1161	1042	1049	1127	1375	1209	1231	1247	1276	1248	1185	1193	1238	1241	1294	1209	1280	1308	1250	1278	1128	1408	1159					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24700	1100	1000	1000	1000	1000	1100	1000	1000	1000	1000	1000	1000	1000	1000	1000	1100	1000	1000	1100	1000	1100	1000	1200	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14812	682	551	532	517	564	683	622	555	671	634	692	590	636	610	607	657	519	616	676	605	731	532	730	600					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	580	42	22	28	16	14	27	23	13	21	19	15	22	16	28	42	14	24	29	34	24	19	41	25	22					
6	Число погашенных избирательных бюллетеней	9308	376	427	440	467	422	390	355	432	308	347	293	388	348	362	351	429	457	355	390	371	350	427	445	378					
7	Число избирательных бюллетеней в переносных ящиках для голосования	580	42	22	28	16	14	27	23	13	21	19	15	22	16	28	42	14	24	29	34	24	19	41	25	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14793	680	549	531	517	564	683	621	555	671	634	691	590	634	608	607	656	518	615	674	603	731	532	730	599					
9	Число недействительных избирательных бюллетеней	247	6	14	12	9	5	12	9	7	8	5	4	12	14	9	7	9	11	7	14	13	19	12	20	9					
10	Число действительных избирательных бюллетеней	15126	716	557	547	524	573	698	635	561	684	648	702	600	636	627	642	661	531	637	694	614	731	561	735	612					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	631	40	30	20	20	23	40	23	20	25	25	20	30	20	30	35	29	21	30	20	30	30	20	20	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	512	30	21	18	17	22	38	18	13	22	22	14	20	11	29	31	24	20	24	17	24	24	16	16	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	516	25	27	19	14	20	25	18	17	33	33	37	14	33	15	17	17	10	29	27	16	16	10	27	17					
14	Число погашенных неиспользованных открепительных удостоверений	119	10	9	2	3	1	2	5	7	3	3	6	10	9	1	4	5	1	6	3	6	6	4	4	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	64	1	5	0	1	2	4	5	4	3	1	2	1	4	1	2	4	2	6	4	3	1	1	2	5					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2963	143	94	95	106	127	147	131	107	142	127	137	110	99	125	150	116	111	117	142	119	138	102	133	145					
		19.27%	19.81%	16.46%	16.99%	19.89%	21.97%	20.70%	20.34%	18.84%	20.52%	19.45%	19.41%	17.97%	15.23%	19.65%	23.11%	17.31%	20.48%	18.17%	20.06%	18.98%	18.40%	17.80%	17.62%	23.35%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2189	109	86	83	66	80	105	91	94	98	92	107	72	98	88	69	109	96	98	92	103	95	76	96	86					
		14.24%	15.10%	15.06%	14.85%	12.38%	13.84%	14.79%	14.13%	16.55%	14.16%	14.09%	15.16%	11.76%	15.08%	13.84%	10.63%	16.27%	17.71%	15.22%	12.99%	16.43%	12.67%	13.26%	12.72%	13.85%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	268	15	7	8	9	6	9	3	13	15	13	15	8	11	14	6	11	8	8	12	18	10	17	12	20					
		1.74%	2.08%	1.23%	1.43%	1.69%	1.04%	1.27%	0.47%	2.29%	2.17%	1.99%	2.12%	1.31%	1.69%	2.20%	0.92%	1.64%	1.48%	1.24%	1.69%	2.87%	1.33%	2.97%	1.59%	3.22%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3469	162	138	175	143	120	160	148	133	175	159	160	143	138	136	135	139	109	132	151	126	155	134	167	131					
		22.57%	22.44%	24.17%	31.31%	26.83%	20.76%	22.54%	22.98%	23.42%	25.29%	24.35%	22.66%	23.37%	21.23%	21.38%	20.80%	20.75%	20.11%	20.50%	21.33%	20.10%	20.67%	23.39%	22.12%	21.10%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1864	89	62	54	69	60	70	87	73	69	63	86	89	83	76	74	88	52	103	108	57	114	66	103	69					
		12.13%	12.33%	10.86%	9.66%	12.95%	10.38%	9.86%	13.51%	12.85%	9.97%	9.65%	12.18%	14.54%	12.77%	11.95%	11.40%	13.13%	9.59%	15.99%	15.25%	9.09%	15.20%	11.52%	13.64%	11.11%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4202	194	164	127	127	173	196	164	133	173	186	190	174	199	181	198	194	150	176	180	178	215	156	218	156					
		27.33%	26.87%	28.72%	22.72%	23.83%	29.93%	27.61%	25.47%	23.42%	25.00%	28.48%	26.91%	28.43%	30.62%	28.46%	30.51%	28.96%	27.68%	27.33%	25.42%	28.39%	28.67%	27.23%	28.87%	25.12%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	171	4	6	5	4	7	11	11	8	12	8	7	4	8	7	10	4	5	3	9	13	4	10	6	5					
		1.11%	0.55%	1.05%	0.89%	0.75%	1.21%	1.55%	1.71%	1.41%	1.73%	1.23%	0.99%	0.65%	1.23%	1.10%	1.54%	0.60%	0.92%	0.47%	1.27%	2.07%	0.53%	1.75%	0.79%	0.81%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
