Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Можгинская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633					
1	"Число избирателей, внесенных в списки"	20248	383	308	1049	1358	836	377	195	574	1027	409	687	369	720	602	445	223	689	786	235	274	733	716	261	670	494	380	513	2010	347	659	572	348	999					
2	"Число бюллетеней, полученных участковыми комиссиями"	20135	390	310	1030	1315	830	390	190	580	1040	380	670	370	730	610	460	230	680	790	220	270	740	690	260	660	500	380	520	2000	350	660	570	320	1000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13816	300	211	495	931	551	263	143	453	604	307	509	291	519	406	346	202	445	478	175	180	503	513	180	421	369	263	373	1480	272	430	409	254	540					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1622	25	49	187	137	77	43	16	21	117	0	13	11	48	33	26	8	86	84	5	6	26	19	7	87	42	52	47	93	36	60	56	5	100					
6	Число погашенных бюллетеней	4697	65	50	348	247	202	84	31	106	319	73	148	68	163	171	88	20	149	228	40	84	211	158	73	152	89	65	100	427	42	170	105	61	360					
7	Число бюллетеней в переносных ящиках для голосования	1622	25	49	187	137	77	43	16	21	117	0	13	11	48	33	26	8	86	84	5	6	26	19	7	87	42	52	47	93	36	60	56	5	100					
8	Число бюллетеней в стационарных ящиках для голосования	13808	300	211	493	931	551	263	143	453	604	307	509	291	519	406	346	202	445	478	170	180	503	513	180	421	369	263	373	1479	272	430	409	254	540					
9	Число недействительных бюллетеней	259	1	2	11	8	20	11	5	3	15	0	11	4	9	4	7	2	9	14	3	5	10	9	7	8	1	6	4	35	5	5	9	2	14					
10	Число действительных бюллетеней	15171	324	258	669	1060	608	295	154	471	706	307	511	298	558	435	365	208	522	548	172	181	519	523	180	500	410	309	416	1537	303	485	456	257	626					
