Выборы Президента Российской Федерации																																	
																																	
Наименование Избирательной комиссии:    Сивинская																																	
																																	
Итоги голосования 																																	
																																	
		Сумма	УИК №3501	УИК №3502	УИК №3503	УИК №3504	УИК №3505	УИК №3506	УИК №3507	УИК №3508	УИК №3509	УИК №3510	УИК №3511	УИК №3512	УИК №3513	УИК №3514	УИК №3515	УИК №3516	УИК №3517	УИК №3518	УИК №3519	УИК №3520	УИК №3521	УИК №3522	УИК №3523	УИК №3524	УИК №3525	УИК №3526					
1	"Число избирателей, внесенных в список"	11524	114	241	501	219	989	133	70	606	86	494	56	256	533	74	196	1420	207	215	284	513	1711	1364	368	489	188	197					
2	Число полученных избирательных бюллетеней	11225	118	230	480	210	1000	139	74	580	89	470	58	250	500	77	199	1410	220	205	270	490	1600	1300	360	500	196	200					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6801	76	141	281	170	587	75	60	396	58	321	35	152	319	61	129	816	124	148	171	301	951	749	196	245	123	116					
5	"Число избирательных бюллетеней, выданных вне помещения"	1544	38	8	79	38	233	17	9	126	5	54	10	30	48	8	23	110	14	42	59	29	109	68	87	195	50	55					
6	Число погашенных избирательных бюллетеней	2880	4	81	120	2	180	47	5	58	26	95	13	68	133	8	47	484	82	15	40	160	540	483	77	60	23	29					
7	Число избирательных бюллетеней в переносных ящиках	1544	38	8	79	38	233	17	9	126	5	54	10	30	48	8	23	110	14	42	59	29	109	68	87	195	50	55					
8	Число бюллетеней в стационарных ящиках для голосования	6801	76	141	281	170	587	75	60	396	58	321	35	152	319	61	129	816	124	148	171	301	951	749	196	245	123	116					
9	Число недействительных избирательных бюллетеней	48	1	3	2	2	2	0	0	4	0	6	2	1	2	0	1	2	1	4	0	1	8	2	2	1	0	1					
10	Число действительных избирательных бюллетеней	8297	113	146	358	206	818	92	69	518	63	369	43	181	365	69	151	924	137	186	230	329	1052	815	281	439	173	170					
11	Число полученных открепительных  удостоверений	295	5	5	15	5	35	5	5	10	5	10	5	5	10	5	5	20	5	10	10	10	30	20	15	25	5	15					
12	Число выданных открепительных удостоверений	198	3	2	11	1	21	2	5	4	0	10	1	4	7	3	4	17	0	4	10	10	26	13	13	9	5	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	110	3	2	5	4	7	2	3	3	3	2	1	3	6	2	2	16	2	0	3	2	20	12	1	6	0	0					
14	Число неиспользованных открепительных удостоверений	97	2	3	4	4	14	3	0	6	5	0	4	1	3	2	1	3	5	6	0	0	4	7	2	16	0	2					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																	
18	. Глазьев Сергей Юрьевич	116	2	1	4	1	8	0	0	7	0	4	0	6	5	3	1	15	0	1	1	3	26	13	1	9	5	0					
		1.39%	1.75%	0.67%	1.11%	0.48%	0.98%	0.00%	0.00%	1.34%	0.00%	1.07%	0.00%	3.30%	1.36%	4.35%	0.66%	1.62%	0.00%	0.53%	0.43%	0.91%	2.45%	1.59%	0.35%	2.05%	2.89%	0.00%					
19	. Малышкин Олег Александрович	182	4	1	9	3	18	2	2	15	3	13	0	4	5	0	2	14	3	2	7	17	19	9	6	11	9	4					
		2.18%	3.51%	0.67%	2.50%	1.44%	2.20%	2.17%	2.90%	2.87%	4.76%	3.47%	0.00%	2.20%	1.36%	0.00%	1.32%	1.51%	2.17%	1.05%	3.04%	5.15%	1.79%	1.10%	2.12%	2.50%	5.20%	2.34%					
20	. Миронов Сергей Михайлович	43	1	0	1	0	7	0	0	0	0	4	0	1	1	0	2	5	2	0	2	0	1	6	5	4	1	0					
		0.52%	0.88%	0.00%	0.28%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	1.07%	0.00%	0.55%	0.27%	0.00%	1.32%	0.54%	1.45%	0.00%	0.87%	0.00%	0.09%	0.73%	1.77%	0.91%	0.58%	0.00%					
21	. Путин Владимир Владимирович	6793	92	130	302	184	673	86	56	432	53	291	43	136	282	62	129	765	114	170	196	283	814	664	238	350	99	149					
