Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Тункинская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15860	324	573	643	170	386	112	121	211	326	899	261	306	33	146	72	357	217	1191	776	144	986	375	462	143	850	874	961	863	904	413	543	177	394	647									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11242	203	400	472	119	321	102	130	146	228	603	160	256	35	99	50	319	192	815	517	114	732	298	323	130	591	582	625	561	568	292	350	160	276	473									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6410	150	223	201	85	149	44	36	56	120	259	85	124	31	68	43	194	150	468	293	73	393	154	196	87	362	292	328	332	338	224	228	104	189	331									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	352	10	15	21	7	15	3	10	4	25	22	9	6	2	8	0	14	14	15	3	7	32	19	6	0	0	9	4	6	12	16	6	4	19	9									
6	Число погашенных избирательных бюллетеней	4474	43	162	250	27	157	55	84	86	83	322	66	126	2	23	7	111	28	332	221	34	307	125	121	43	229	281	293	223	212	52	116	52	68	133									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	358	10	15	21	7	15	3	10	4	25	22	9	6	2	8	0	14	14	15	3	7	32	19	6	0	0	9	4	6	18	16	6	4	19	9									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6410	150	223	201	85	149	44	36	56	120	259	85	124	31	68	43	194	150	468	293	73	393	154	196	87	362	292	328	332	338	224	228	104	189	331									
9	Число недействительных избирательных бюллетеней	241	6	9	4	2	4	2	1	2	7	9	2	5	1	0	2	9	0	15	10	2	5	12	7	5	10	26	10	13	24	8	6	5	11	7									
10	Число действительных избирательных бюллетеней	6527	154	229	218	90	160	45	45	58	138	272	92	125	32	76	41	199	164	468	286	78	420	161	195	82	352	275	322	325	332	232	228	103	197	333									
