Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Кингисеппская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521					
1	"Число избирателей, внесенных в списки"	59454	2095	2876	1453	1498	2150	2512	2648	2946	2395	2484	1688	1573	2475	1726	1710	2039	2218	2245	1824	1758	830	708	1093	363	1275	222	154	1882	205	310	429	286	279	1197	843	1220	1519	520	1720	760	263	1014	49					
2	"Число бюллетеней, полученных участковыми комиссиями"	59318	2084	2888	1447	1482	2085	2519	2675	2961	2405	2500	1700	1568	2481	1725	1710	2057	2218	2261	1831	1770	820	696	1105	367	1290	212	168	1833	198	307	430	283	282	1117	818	1211	1503	516	1721	741	258	1018	57					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	25614	845	1232	687	622	772	1217	1307	1288	1145	1200	715	736	1179	823	712	738	944	1023	825	858	451	250	425	158	512	100	64	788	76	53	139	95	95	454	385	590	563	251	694	151	16	388	48					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1886	26	43	24	33	66	25	18	15	15	14	9	8	11	4	11	14	6	8	4	5	9	112	129	30	85	41	17	18	8	71	9	40	76	130	84	46	87	82	32	174	143	103	1					
6	Число погашенных бюллетеней	31817	1213	1613	736	827	1247	1277	1350	1658	1245	1286	976	824	1291	898	987	1304	1268	1230	1002	907	360	334	551	179	693	71	87	1027	114	183	282	148	111	533	349	575	853	183	995	416	99	527	8					
7	Число бюллетеней в переносных ящиках для голосования	1885	26	43	24	33	66	25	18	15	15	14	9	8	11	4	11	14	6	8	4	4	9	112	129	30	85	41	17	18	8	71	9	40	76	130	84	46	87	82	32	174	143	103	1					
8	Число бюллетеней в стационарных ящиках для голосования	25591	845	1217	687	622	772	1217	1307	1288	1144	1197	715	736	1179	822	712	737	944	1023	825	856	451	250	425	158	512	100	64	788	76	53	139	95	95	454	385	590	563	251	694	151	16	388	48					
9	Число недействительных бюллетеней	292	6	16	8	6	7	9	20	7	7	11	4	5	9	12	8	5	5	11	3	4	7	13	7	0	8	1	3	12	0	3	10	1	2	10	6	6	5	10	15	0	2	8	0					
10	Число действительных бюллетеней	27184	865	1244	703	649	831	1233	1305	1296	1152	1200	720	739	1181	814	715	746	945	1020	826	856	453	349	547	188	589	140	78	794	84	121	138	134	169	574	463	630	645	323	711	325	157	483	49					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	886	31	43	22	22	32	38	39	45	36	38	26	24	38	26	26	32	34	34	28	26	12	10	16	5	20	3	2	28	3	4	6	4	4	16	12	18	22	7	26	11	3	14	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	170	9	9	5	0	1	6	12	6	3	8	3	3	7	5	0	6	5	6	7	3	2	1	5	5	6	1	2	10	1	1	0	0	0	5	7	3	2	3	5	2	0	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	148	1	5	4	5	1	2	5	7	3	2	0	3	5	3	1	3	5	1	3	2	2	4	3	3	2	5	4	2	5	3	4	3	3	9	2	6	7	6	6	5	0	3	0					
14	Число погашенных открепительных удостоверений	716	22	34	17	22	31	32	27	39	33	30	23	21	31	21	26	26	29	28	21	23	10	9	11	0	14	2	0	18	2	3	6	4	4	11	5	15	20	4	21	9	3	9	0					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	"1. ""ЕДИНЕНИЕ"""	267	7	17	9	7	4	10	14	13	7	15	4	2	8	10	7	7	8	12	7	5	2	8	4	2	10	2	1	6	2	2	3	1	1	8	4	4	7	8	10	2	3	4	0					
		0.97%	0.80%	1.34%	1.26%	1.06%	0.47%	0.80%	1.05%	0.99%	0.60%	1.23%	0.55%	0.26%	0.67%	1.21%	0.96%	0.93%	0.84%	1.16%	0.84%	0.58%	0.43%	2.20%	0.72%	1.06%	1.67%	1.41%	1.23%	0.74%	2.38%	1.61%	2.02%	0.74%	0.58%	1.36%	0.85%	0.62%	1.07%	2.40%	1.37%	0.61%	1.88%	0.81%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1391	51	64	37	55	57	68	62	77	73	59	51	47	76	48	32	32	52	88	68	55	24	12	13	7	23	2	1	38	4	4	6	1	5	19	16	11	9	1	28	6	0	9	0					
		5.06%	5.85%	5.07%	5.20%	8.39%	6.80%	5.47%	4.67%	5.90%	6.29%	4.87%	7.04%	6.31%	6.38%	5.81%	4.42%	4.26%	5.47%	8.53%	8.20%	6.39%	5.21%	3.31%	2.34%	3.72%	3.85%	1.41%	1.23%	4.71%	4.76%	3.22%	4.05%	0.74%	2.92%	3.25%	3.41%	1.72%	1.38%	0.30%	3.85%	1.84%	0.0%	1.83%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1484	64	85	33	46	47	94	74	47	52	73	37	43	84	50	42	41	33	33	42	34	32	9	22	2	13	11	1	81	3	2	3	5	9	25	28	15	48	12	35	9	8	47	10					
		5.40%	7.34%	6.74%	4.64%	7.02%	5.60%	7.56%	5.58%	3.60%	4.48%	6.02%	5.11%	5.77%	7.05%	6.05%	5.80%	5.45%	3.47%	3.20%	5.06%	3.95%	6.95%	2.48%	3.97%	1.06%	2.17%	7.80%	1.23%	10.04%	3.57%	1.61%	2.02%	3.70%	5.26%	4.28%	5.97%	2.35%	7.38%	3.60%	4.82%	2.76%	5.03%	9.57%	20.40%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1440	60	78	32	35	47	89	67	109	64	91	55	37	56	51	50	41	82	80	66	63	22	10	9	5	16	7	3	14	3	3	5	4	0	15	6	15	16	7	10	3	3	11	0					
		5.24%	6.88%	6.19%	4.50%	5.34%	5.60%	7.16%	5.05%	8.36%	5.52%	7.51%	7.59%	4.97%	4.70%	6.17%	6.91%	5.45%	8.63%	7.75%	7.96%	7.32%	4.78%	2.76%	1.62%	2.65%	2.68%	4.96%	3.70%	1.73%	3.57%	2.41%	3.37%	2.96%	0.0%	2.56%	1.27%	2.35%	2.46%	2.10%	1.37%	0.92%	1.88%	2.24%	0.0%					
22	"5. ""За Русь Святую"""	140	5	2	3	5	2	6	8	6	4	5	2	5	4	4	3	1	9	5	6	3	3	2	2	1	1	0	3	0	0	0	1	2	2	4	7	3	3	3	6	5	0	2	2					
		0.50%	0.57%	0.15%	0.42%	0.76%	0.23%	0.48%	0.60%	0.46%	0.34%	0.41%	0.27%	0.67%	0.33%	0.48%	0.41%	0.13%	0.94%	0.48%	0.72%	0.34%	0.65%	0.55%	0.36%	0.53%	0.16%	0.0%	3.70%	0.0%	0.0%	0.0%	0.67%	1.48%	1.16%	0.68%	1.49%	0.47%	0.46%	0.90%	0.82%	1.53%	0.0%	0.40%	4.08%					
23	"6. ""Объединенная Российская партия ""Русь"""	75	1	6	2	2	1	2	2	0	2	3	0	0	0	2	0	7	0	2	4	3	1	4	2	0	4	1	0	3	0	2	1	1	0	4	4	1	1	3	1	1	0	2	0					
		0.27%	0.11%	0.47%	0.28%	0.30%	0.11%	0.16%	0.15%	0.0%	0.17%	0.24%	0.0%	0.0%	0.0%	0.24%	0.0%	0.93%	0.0%	0.19%	0.48%	0.34%	0.21%	1.10%	0.36%	0.0%	0.67%	0.70%	0.0%	0.37%	0.0%	1.61%	0.67%	0.74%	0.0%	0.68%	0.85%	0.15%	0.15%	0.90%	0.13%	0.30%	0.0%	0.40%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	264	4	12	11	1	2	7	18	11	13	10	6	7	15	7	5	3	9	9	7	13	3	2	8	4	3	0	3	4	1	0	1	3	2	12	7	9	21	1	3	3	1	3	0					
		0.96%	0.45%	0.95%	1.54%	0.15%	0.23%	0.56%	1.35%	0.84%	1.12%	0.82%	0.82%	0.94%	1.26%	0.84%	0.69%	0.39%	0.94%	0.87%	0.84%	1.51%	0.65%	0.55%	1.44%	2.12%	0.50%	0.0%	3.70%	0.49%	1.19%	0.0%	0.67%	2.22%	1.16%	2.05%	1.49%	1.41%	3.23%	0.30%	0.41%	0.92%	0.62%	0.61%	0.0%					
25	"8. ""Народно-республиканская партия России"""	37	0	1	0	1	0	1	2	1	0	0	1	2	2	3	2	1	0	3	1	0	0	1	2	0	1	0	1	1	0	1	0	0	2	1	1	0	0	0	3	1	1	0	0					
		0.13%	0.0%	0.07%	0.0%	0.15%	0.0%	0.08%	0.15%	0.07%	0.0%	0.0%	0.13%	0.26%	0.16%	0.36%	0.27%	0.13%	0.0%	0.29%	0.12%	0.0%	0.0%	0.27%	0.36%	0.0%	0.16%	0.0%	1.23%	0.12%	0.0%	0.80%	0.0%	0.0%	1.16%	0.17%	0.21%	0.0%	0.0%	0.0%	0.41%	0.30%	0.62%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	111	3	6	2	3	5	5	3	3	11	7	3	2	9	2	7	4	3	4	3	3	3	0	0	2	2	0	0	4	0	0	0	0	0	3	3	0	0	1	3	1	0	1	0					
		0.40%	0.34%	0.47%	0.28%	0.45%	0.59%	0.40%	0.22%	0.23%	0.94%	0.57%	0.41%	0.26%	0.75%	0.24%	0.96%	0.53%	0.31%	0.38%	0.36%	0.34%	0.65%	0.0%	0.0%	1.06%	0.33%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.63%	0.0%	0.0%	0.30%	0.41%	0.30%	0.0%	0.20%	0.0%					
27	"10. ""Аграрная партия России"""	771	16	26	23	13	17	27	39	31	25	24	16	16	22	15	14	19	23	22	24	8	10	11	34	4	78	4	8	29	1	4	2	2	7	35	10	15	23	17	27	6	9	15	0					
		2.80%	1.83%	2.06%	3.23%	1.98%	2.02%	2.17%	2.94%	2.37%	2.15%	1.98%	2.20%	2.15%	1.84%	1.81%	1.93%	2.52%	2.42%	2.13%	2.89%	0.93%	2.17%	3.03%	6.13%	2.12%	13.06%	2.83%	9.87%	3.59%	1.19%	3.22%	1.35%	1.48%	4.09%	5.99%	2.13%	2.35%	3.53%	5.10%	3.71%	1.84%	5.66%	3.05%	0.0%					
28	"11. ""Истинные патриоты России"""	36	1	0	0	0	1	0	2	0	2	3	0	1	1	1	0	0	1	1	0	1	1	0	2	1	1	1	0	1	0	0	0	1	0	2	0	2	0	2	4	1	0	2	0					
