Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Кораблинская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191					
1	"Число избирателей, внесенных в список избирателей"	19279	1394	1905	2024	2041	1155	1040	648	143	850	194	355	239	436	506	342	266	535	221	196	153	527	323	167	1110	360	587	315	260	135	150	334	368					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19000	1400	1900	2000	2000	1100	1000	560	140	870	190	370	230	440	500	340	280	550	230	190	150	520	300	165	1110	360	570	300	260	135	150	330	360					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9275	722	817	935	968	574	485	290	67	414	124	262	103	276	234	169	127	255	115	88	81	274	108	75	546	185	229	154	80	92	44	184	198					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1465	49	14	47	36	23	64	106	17	102	10	27	38	21	86	34	48	37	12	32	31	66	72	13	76	32	106	30	79	20	42	19	76					
6	Число погашенных избирательных бюллетеней	8260	629	1069	1018	996	503	451	164	56	354	56	81	89	143	180	137	105	258	103	70	38	180	120	77	488	143	235	116	101	23	64	127	86					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1465	49	14	47	36	23	64	106	17	102	10	27	38	21	86	34	48	37	12	32	31	66	72	13	76	32	106	30	79	20	42	19	76					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9275	722	817	935	968	574	485	290	67	414	124	262	103	276	234	169	127	255	115	88	81	274	108	75	546	185	229	154	80	92	44	184	198					
9	Число недействительных избирательных бюллетеней	170	14	14	19	20	8	3	8	2	5	0	4	2	7	6	1	8	4	2	0	0	11	3	3	8	4	6	0	4	1	0	0	3					
10	Число действительных избирательных бюллетеней	10570	757	817	963	984	589	546	388	82	511	134	285	139	290	314	202	167	288	125	120	112	329	177	85	614	213	329	184	155	111	86	203	271					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	342	25	20	25	27	15	10	10	3	30	3	8	5	16	20	5	5	15	5	5	3	10	5	3	22	8	10	5	10	3	3	3	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	293	25	20	25	27	15	10	9	0	30	2	8	0	16	17	1	5	15	5	4	0	2	0	1	22	8	5	3	5	3	2	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	215	9	17	25	22	17	10	8	2	7	1	2	7	8	5	2	4	6	2	1	4	9	4	2	5	4	5	5	8	2	2	2	8					
14	Число погашенных неиспользованных открепительных удостоверений	49	0	0	0	0	0	0	1	3	0	1	0	5	0	3	4	0	0	0	1	3	8	5	2	0	0	5	2	5	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	0	1	1	1	1	2	0	0	2	0	1	0	0	1	0	7	1	0	0	0	0	0	0	3	0	0	0	6	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1908	183	168	201	197	129	114	54	7	94	9	22	19	25	50	34	39	73	11	45	16	55	26	8	98	32	69	26	18	11	7	29	39					
		17.77%	23.74%	20.22%	20.47%	19.62%	21.61%	20.77%	13.64%	8.33%	18.22%	6.72%	7.61%	13.48%	8.42%	15.63%	16.75%	22.29%	25.00%	8.66%	37.50%	14.29%	16.18%	14.44%	9.09%	15.76%	14.75%	20.60%	14.13%	11.32%	9.82%	8.14%	14.29%	14.23%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1412	101	120	132	112	64	55	69	13	69	22	20	14	59	52	25	24	48	20	6	8	58	29	12	81	43	31	25	26	12	10	31	21					
		13.15%	13.10%	14.44%	13.44%	11.16%	10.72%	10.02%	17.42%	15.48%	13.37%	16.42%	6.92%	9.93%	19.87%	16.25%	12.32%	13.71%	16.44%	15.75%	5.00%	7.14%	17.06%	16.11%	13.64%	13.02%	19.82%	9.25%	13.59%	16.35%	10.71%	11.63%	15.27%	7.66%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	119	7	11	10	13	8	7	1	1	4	2	1	1	1	6	1	4	0	1	2	0	5	4	0	11	3	6	1	2	0	0	3	3					
		1.11%	0.91%	1.32%	1.02%	1.29%	1.34%	1.28%	0.25%	1.19%	0.78%	1.49%	0.35%	0.71%	0.34%	1.88%	0.49%	2.29%	0.00%	0.79%	1.67%	0.00%	1.47%	2.22%	0.00%	1.77%	1.38%	1.79%	0.54%	1.26%	0.00%	0.00%	1.48%	1.09%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2280	185	159	220	260	157	171	73	16	118	25	30	43	34	63	48	27	56	34	13	33	47	20	12	149	48	86	37	21	9	8	39	39					
		21.23%	23.99%	19.13%	22.40%	25.90%	26.30%	31.15%	18.43%	19.05%	22.87%	18.66%	10.38%	30.50%	11.45%	19.69%	23.65%	15.43%	19.18%	26.77%	10.83%	29.46%	13.82%	11.11%	13.64%	23.95%	22.12%	25.67%	20.11%	13.21%	8.04%	9.30%	19.21%	14.23%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	161	12	13	16	17	15	7	4	3	1	3	3	1	3	4	1	2	3	4	1	0	2	4	0	8	5	8	8	3	1	2	2	5					
		1.50%	1.56%	1.56%	1.63%	1.69%	2.51%	1.28%	1.01%	3.57%	0.19%	2.24%	1.04%	0.71%	1.01%	1.25%	0.49%	1.14%	1.03%	3.15%	0.83%	0.00%	0.59%	2.22%	0.00%	1.29%	2.30%	2.39%	4.35%	1.89%	0.89%	2.33%	0.99%	1.82%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4637	264	339	381	380	212	188	184	42	222	73	209	57	168	139	92	71	105	55	51	55	160	94	52	265	81	128	87	85	77	59	98	164					
		43.18%	34.24%	40.79%	38.80%	37.85%	35.51%	34.24%	46.46%	50.00%	43.02%	54.48%	72.32%	40.43%	56.57%	43.44%	45.32%	40.57%	35.96%	43.31%	42.50%	49.11%	47.06%	52.22%	59.09%	42.60%	37.33%	38.21%	47.28%	53.46%	68.75%	68.60%	48.28%	59.85%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	53	5	7	3	5	4	4	3	0	3	0	0	4	0	0	1	0	3	0	2	0	2	0	1	2	1	1	0	0	1	0	1	0					
		0.49%	0.65%	0.84%	0.31%	0.50%	0.67%	0.73%	0.76%	0.00%	0.58%	0.00%	0.00%	2.84%	0.00%	0.00%	0.49%	0.00%	1.03%	0.00%	1.67%	0.00%	0.59%	0.00%	1.14%	0.32%	0.46%	0.30%	0.00%	0.00%	0.89%	0.00%	0.49%	0.00%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
