Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Кораблинская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202					
1	"Число избирателей, внесенных в списки избирателей"	19565	1547	1357	1978	2267	2134	1057	686	148	724	183	302	266	389	478	362	227	500	200	200	150	504	190	160	159	1011	353	538	324	241	154	155	239	382					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19200	1500	1300	1900	2200	2100	1000	619	148	717	188	307	267	386	473	366	234	509	198	199	136	516	193	165	156	1030	351	531	327	244	158	159	239	384					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10237	835	727	929	1166	1115	529	328	74	375	119	235	100	259	268	229	107	301	150	97	86	270	63	72	86	563	212	228	190	63	106	65	125	165					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1432	19	11	28	26	38	98	67	16	86	12	30	55	26	80	31	33	41	18	40	23	72	27	22	12	46	25	128	37	88	33	50	11	103					
6	Число погашенных избирательных бюллетеней	7531	646	562	943	1008	947	373	224	58	256	57	42	112	101	125	106	94	167	30	62	27	174	103	71	58	421	114	175	100	93	19	44	103	116					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1432	19	11	28	26	38	98	67	16	86	12	30	55	26	80	31	33	41	18	40	23	72	27	22	12	46	25	128	37	88	33	50	11	103					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10237	835	727	929	1166	1115	529	328	74	375	119	235	100	259	268	229	107	301	150	97	86	270	63	72	86	563	212	228	190	63	106	65	125	165					
9	Число недействительных избирательных бюллетеней	121	7	9	11	17	19	8	6	0	5	0	0	0	3	3	5	3	4	0	0	0	7	2	1	0	1	2	0	3	3	0	0	0	2					
10	Число действительных избирательных бюллетеней	11548	847	729	946	1175	1134	619	389	90	456	131	265	155	282	345	255	137	338	168	137	109	335	88	93	98	608	235	356	224	148	139	115	136	266					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	283	27	20	30	35	30	15	10	4	16	2	3	3	7	13	3	2	13	2	2	2	5	5	2	0	10	3	5	3	7	2	0	0	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	229	27	14	25	33	22	12	9	3	16	2	3	0	6	12	0	2	13	0	1	0	5	2	0	0	10	3	2	1	4	2	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	196	8	13	17	10	19	16	4	3	10	0	1	3	7	14	3	5	10	2	2	5	8	2	4	4	6	1	7	3	4	0	0	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	54	0	6	5	2	8	3	1	1	0	0	0	3	1	1	3	0	0	2	1	2	0	3	2	0	0	0	3	2	3	0	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	1	0	2	2	0	2	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	375	22	25	13	34	30	15	3	1	18	7	5	12	0	8	2	6	8	4	12	10	28	1	1	3	44	3	7	13	5	9	5	4	17					
		3.21%	2.58%	3.39%	1.36%	2.85%	2.60%	2.39%	0.76%	1.11%	3.90%	5.34%	1.89%	7.74%	0.00%	2.30%	0.77%	4.29%	2.34%	2.38%	8.76%	9.17%	8.19%	1.11%	1.06%	3.06%	7.22%	1.27%	1.97%	5.73%	3.31%	6.47%	4.35%	2.94%	6.34%					
19	2.Всероссийская политическая партия «Гражданская Сила»	64	7	3	3	11	7	3	1	0	4	0	4	0	0	4	2	0	5	0	0	1	0	1	1	0	2	2	2	0	0	0	1	0	0					
		0.55%	0.82%	0.41%	0.31%	0.92%	0.61%	0.48%	0.25%	0.00%	0.87%	0.00%	1.51%	0.00%	0.00%	1.15%	0.77%	0.00%	1.46%	0.00%	0.00%	0.92%	0.00%	1.11%	1.06%	0.00%	0.33%	0.84%	0.56%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	18	1	1	0	2	2	2	2	0	2	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0					
		0.15%	0.12%	0.14%	0.00%	0.17%	0.17%	0.32%	0.51%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1332	152	60	115	159	179	97	44	5	54	20	26	16	19	31	10	7	27	14	16	14	25	5	7	11	70	17	41	17	17	6	14	11	26					
		11.41%	17.80%	8.13%	12.02%	13.34%	15.52%	15.47%	11.14%	5.56%	11.71%	15.27%	9.81%	10.32%	6.67%	8.91%	3.85%	5.00%	7.89%	8.33%	11.68%	12.84%	7.31%	5.56%	7.45%	11.22%	11.49%	7.17%	11.52%	7.49%	11.26%	4.32%	12.17%	8.09%	9.70%					
