Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Ленинская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516					
1	"Число избирателей, внесенных в списки избирателей"	50494	1235	1274	1172	1277	1443	1700	1191	1092	1349	2620	1444	1239	1814	600	410	355	662	328	686	290	2110	602	103	542	2652	724	621	1373	870	2230	797	1573	1145	2168	984	200	697	1023	439	1667	1196	914	623	260	513	2287					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	46170	1140	1150	1030	1170	1190	1550	1060	1020	1210	2430	1320	1160	1540	540	410	370	610	320	650	280	1990	550	100	470	2450	690	600	1250	800	2030	780	1480	860	2070	910	190	580	1020	390	1540	1070	850	570	240	480	2060					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	26850	691	675	690	662	653	941	621	544	968	1689	822	698	536	206	125	155	452	131	331	25	1265	377	19	405	1701	258	61	750	396	1116	495	761	717	1156	598	71	380	587	230	1047	581	496	264	44	209	1251					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	6265	55	72	53	118	185	89	69	121	90	70	107	138	731	167	185	128	58	111	101	194	142	57	43	6	59	241	369	186	249	165	112	280	69	183	111	80	106	197	58	58	137	88	143	120	81	83					
6	Число погашенных избирательных бюллетеней	13055	394	403	287	390	352	520	370	355	152	671	391	324	273	167	100	87	100	78	218	61	583	116	38	59	690	191	170	314	155	749	173	439	74	731	201	39	94	236	102	435	352	266	163	76	190	726					
7	Число избирательных бюллетеней в переносных ящиках для голосования	6265	55	72	53	118	185	89	69	121	90	70	107	138	731	167	185	128	58	111	101	194	142	57	43	6	59	241	369	186	249	165	112	280	69	183	111	80	106	197	58	58	137	88	143	120	81	83					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26843	691	675	690	662	653	941	621	544	968	1689	822	698	536	206	125	155	452	131	331	25	1265	377	19	405	1696	258	61	750	396	1116	495	761	715	1156	598	71	380	587	230	1047	581	496	264	44	209	1251					
9	Число недействительных избирательных бюллетеней	293	4	10	6	5	14	13	14	4	9	21	16	4	5	2	1	2	2	2	0	0	15	3	0	2	7	2	2	9	6	11	8	1	8	20	10	0	4	6	0	10	11	6	5	0	1	12					
10	Число действительных избирательных бюллетеней	32815	742	737	737	775	824	1017	676	661	1049	1738	913	832	1262	371	309	281	508	240	432	219	1392	431	62	409	1748	497	428	927	639	1270	599	1040	776	1319	699	151	482	778	288	1095	707	578	402	164	289	1322					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1390	35	21	13	10	10	26	12	38	27	53	29	73	43	6	47	69	36	12	8	3	65	11	3	3	50	15	5	35	3	21	23	62	73	170	40	23	8	93	18	30	11	23	3	3	8	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1390	35	21	13	10	10	26	12	38	27	53	29	73	43	6	47	69	36	12	8	3	65	11	3	3	50	15	5	35	3	21	23	62	73	170	40	23	8	93	18	30	11	23	3	3	8	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	790	16	13	41	25	25	14	20	10	13	19	11	21	49	6	15	21	27	3	7	4	32	18	0	5	27	6	10	32	3	17	10	16	60	24	19	4	39	15	10	7	26	15	7	1	3	24					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	80	4	8	10	7	7	3	4	0	1	4	1	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	13	1	0	1	1	0	0	0	1	3	2	0	4	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	1.Политическая партия «Аграрная партия России»	547	11	5	15	3	14	30	23	19	10	32	15	13	21	6	7	2	11	6	9	2	14	9	2	4	34	13	11	18	7	21	7	13	11	9	11	0	7	13	2	11	18	27	6	3	1	21					
		1.65%	1.47%	0.67%	2.02%	0.38%	1.67%	2.91%	3.33%	2.86%	0.95%	1.82%	1.61%	1.56%	1.66%	1.61%	2.26%	0.71%	2.16%	2.48%	2.08%	0.91%	0.99%	2.07%	3.23%	0.97%	1.94%	2.61%	2.56%	1.92%	1.09%	1.64%	1.15%	1.25%	1.40%	0.67%	1.55%	0.00%	1.44%	1.66%	0.69%	0.99%	2.51%	4.62%	1.47%	1.83%	0.34%	1.57%					
19	2.Всероссийская политическая партия «Гражданская Сила»	211	5	6	8	6	6	8	4	8	7	18	2	4	11	1	0	0	6	0	4	1	11	0	0	6	14	2	0	5	2	6	3	8	5	6	4	1	3	2	0	5	2	5	0	1	0	15					
		0.64%	0.67%	0.80%	1.08%	0.77%	0.72%	0.78%	0.58%	1.20%	0.66%	1.02%	0.22%	0.48%	0.87%	0.27%	0.00%	0.00%	1.18%	0.00%	0.93%	0.46%	0.78%	0.00%	0.00%	1.46%	0.80%	0.40%	0.00%	0.53%	0.31%	0.47%	0.49%	0.77%	0.64%	0.45%	0.56%	0.66%	0.62%	0.26%	0.00%	0.45%	0.28%	0.86%	0.00%	0.61%	0.00%	1.12%					
20	3.Политическая партия «Демократическая партия России»	38	0	0	1	3	5	4	2	0	2	0	1	1	7	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	1	2	0	1	0	0	0	1	0	1	0	0	0	0					
		0.11%	0.00%	0.00%	0.13%	0.38%	0.60%	0.39%	0.29%	0.00%	0.19%	0.00%	0.11%	0.12%	0.55%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.10%	0.13%	0.15%	0.00%	0.66%	0.00%	0.00%	0.00%	0.09%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2988	107	89	63	62	91	109	88	61	40	219	85	69	101	35	15	15	35	17	36	10	89	34	3	23	127	35	43	98	37	157	42	86	92	172	71	10	44	67	45	116	58	56	12	9	30	85					
		9.03%	14.34%	11.91%	8.48%	7.95%	10.86%	10.58%	12.75%	9.17%	3.78%	12.45%	9.15%	8.25%	7.97%	9.38%	4.84%	5.30%	6.86%	7.02%	8.33%	4.57%	6.33%	7.83%	4.84%	5.60%	7.24%	7.01%	10.00%	10.47%	5.74%	12.26%	6.92%	8.26%	11.73%	12.85%	10.01%	6.62%	9.05%	8.55%	15.63%	10.50%	8.08%	9.59%	2.95%	5.49%	10.34%	6.37%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	122	2	1	1	3	5	6	6	1	1	6	6	6	11	1	0	0	1	0	3	0	6	1	0	1	6	0	3	4	0	1	3	3	4	4	1	0	4	3	0	6	0	1	3	0	1	7					
		0.37%	0.27%	0.13%	0.13%	0.38%	0.60%	0.58%	0.87%	0.15%	0.09%	0.34%	0.65%	0.72%	0.87%	0.27%	0.00%	0.00%	0.20%	0.00%	0.69%	0.00%	0.43%	0.23%	0.00%	0.24%	0.34%	0.00%	0.70%	0.43%	0.00%	0.08%	0.49%	0.29%	0.51%	0.30%	0.14%	0.00%	0.82%	0.38%	0.00%	0.54%	0.00%	0.17%	0.74%	0.00%	0.34%	0.52%					
