Выборы Президента Российской Федерации																																																											
Дата голосования: 04.03.2012																																																											
																																																											
Наименование Избирательной комиссии:    Воркутинская городская																																																											
																																																											
Сводная таблица итогов голосования																																																											
																																																											
	Число участковых избирательных комиссий	48																																																									
	Число участковых избирательных комиссий, приступивших к передаче сведений	48																																																									
																																																											
		Сумма	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151									
1	Число избирателей, включенных в список избирателей	79683	2247	1515	1528	1550	1764	1605	1348	1540	1373	906	2510	1907	2081	1945	1558	2526	1645	1858	2880	1779	1830	1777	1519	1322	1538	1635	1637	1740	1664	1736	1636	1742	1495	1428	1546	2626	1960	2409	1610	1268	1842	1109	1759	1378	2127	637	441	207									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	69642	2000	1300	1300	1300	1500	1400	1100	1400	1200	800	2300	1900	1900	1700	1300	2300	1600	1600	2500	1600	1600	1500	1300	1100	1300	1400	1400	1500	1400	1500	1400	1500	1300	1200	1300	2300	1700	2257	1300	1100	1600	1000	1400	1200	1900	580	400	205									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515	0	0	0	0	0	0	0	112	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	42233	1147	578	854	818	893	782	671	795	606	516	1363	961	1065	1046	869	1391	792	1065	1597	1033	1138	1000	926	804	792	891	953	1047	887	1012	972	1008	884	821	887	1490	992	481	859	687	1095	641	964	622	1000	181	274	83									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1279	21	11	8	11	10	7	12	11	42	8	30	22	31	14	7	32	26	19	21	13	18	16	11	22	6	12	13	14	20	9	13	23	16	21	29	39	263	20	21	20	16	32	39	24	23	43	18	122									
6	Число погашенных избирательных бюллетеней	25503	832	711	438	471	597	611	417	594	552	276	907	917	804	640	424	877	782	516	882	554	444	484	363	274	502	497	434	439	493	479	415	469	400	358	384	771	445	1241	420	393	489	327	397	554	877	244	108	0									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1906	21	11	8	11	10	7	12	11	42	8	30	22	31	14	7	32	26	19	21	13	18	16	11	22	6	12	13	14	20	9	13	23	16	21	29	39	263	535	21	20	16	32	39	24	23	155	18	122									
8	Число бюллетеней в стационарных ящиках для голосования	42144	1147	578	853	818	893	782	671	795	606	515	1363	958	1065	1046	869	1391	792	1065	1597	1033	1137	1000	926	804	791	891	953	1047	887	1012	972	1008	884	821	887	1490	912	481	858	687	1095	641	963	622	1000	181	274	83									
9	Число недействительных избирательных бюллетеней	694	22	13	12	12	14	9	9	22	13	12	24	16	20	31	8	20	19	8	27	15	32	12	18	9	15	12	15	20	9	10	21	11	4	8	16	18	23	19	9	11	19	10	13	10	16	3	3	2									
10	Число действительных избирательных бюллетеней	43356	1146	576	849	817	889	780	674	784	635	511	1369	964	1076	1029	868	1403	799	1076	1591	1031	1123	1004	919	817	782	891	951	1041	898	1011	964	1020	896	834	900	1511	1152	997	870	696	1092	663	989	636	1007	333	289	203									
11	Число полученных открепительных  удостоверений	1423	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	30	30	30	30	30	30	30	30	40	30	30	30	30	30	30	30	30	30	32	30	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	917	26	16	22	23	26	11	22	22	19	7	30	23	21	14	17	21	16	20	30	16	20	9	14	11	20	18	29	18	20	23	18	18	17	26	20	40	12	15	15	7	23	7	23	10	20	32	30	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	853	43	9	13	10	14	11	14	7	33	5	11	4	8	5	27	19	12	12	13	12	10	18	26	17	18	10	11	16	14	16	18	18	22	33	17	26	73	8	16	17	23	16	35	16	34	16	8	19									
14	Число неиспользованных открепительных удостоверений	506	4	14	8	7	4	19	8	8	11	23	0	7	9	16	13	9	14	10	0	14	10	21	16	19	10	12	2	12	10	7	12	12	13	4	10	0	18	15	15	23	7	23	7	20	10	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	213	4	11	4	2	1	4	2	2	7	2	5	5	2	3	4	8	2	2	14	4	7	1	4	4	7	2	6	7	7	4	5	5	5	5	4	8	4	7	7	2	6	4	3	1	6	3	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																											
19	Жириновский Владимир Вольфович	4603	119	61	102	85	100	75	64	67	71	66	163	95	134	129	120	159	87	102	193	121	112	94	63	82	91	80	96	94	108	73	87	103	83	85	86	130	148	148	90	64	125	80	102	60	121	21	46	18									
		10.45%	10.19%	10.36%	11.85%	10.25%	11.07%	9.51%	9.37%	8.31%	10.96%	12.62%	11.70%	9.69%	12.23%	12.17%	13.70%	11.17%	10.64%	9.41%	11.93%	11.57%	9.70%	9.25%	6.72%	9.93%	11.42%	8.86%	9.94%	8.86%	11.91%	7.15%	8.83%	9.99%	9.22%	10.10%	9.39%	8.50%	12.60%	14.57%	10.24%	9.05%	11.25%	11.89%	10.18%	9.29%	11.83%	6.25%	15.75%	8.78%									
20	Зюганов Геннадий Андреевич	6635	161	95	110	130	137	152	104	160	93	55	213	138	187	173	135	223	122	167	233	192	228	125	149	126	116	142	126	169	129	147	152	171	134	127	133	205	164	130	142	114	160	94	155	74	140	50	30	23									
		15.06%	13.78%	16.13%	12.78%	15.68%	15.17%	19.26%	15.23%	19.85%	14.35%	10.52%	15.29%	14.08%	17.06%	16.32%	15.41%	15.67%	14.91%	15.41%	14.40%	18.36%	19.74%	12.30%	15.90%	15.25%	14.55%	15.73%	13.04%	15.93%	14.22%	14.40%	15.43%	16.59%	14.89%	15.08%	14.52%	13.41%	13.96%	12.80%	16.15%	16.12%	14.40%	13.97%	15.47%	11.46%	13.69%	14.88%	10.27%	11.22%									
21	Миронов Сергей Михайлович	1875	49	29	37	36	37	40	34	39	42	21	53	46	52	35	52	53	33	58	67	33	45	41	29	39	26	39	40	46	35	48	46	53	44	35	30	57	51	49	40	34	41	31	43	26	31	8	13	9									
		4.26%	4.20%	4.92%	4.30%	4.34%	4.10%	5.07%	4.98%	4.84%	6.48%	4.02%	3.80%	4.69%	4.74%	3.30%	5.94%	3.72%	4.03%	5.35%	4.14%	3.15%	3.90%	4.04%	3.09%	4.72%	3.26%	4.32%	4.14%	4.34%	3.86%	4.70%	4.67%	5.14%	4.89%	4.16%	3.28%	3.73%	4.34%	4.82%	4.55%	4.81%	3.69%	4.61%	4.29%	4.02%	3.03%	2.38%	4.45%	4.39%									
22	Прохоров Михаил Дмитриевич	3708	68	49	66	68	65	66	54	52	44	66	95	82	83	65	27	108	65	91	136	94	99	102	109	77	88	80	78	108	79	94	94	99	80	79	98	159	133	87	91	71	83	51	67	38	68	26	13	13									
		8.42%	5.82%	8.32%	7.67%	8.20%	7.20%	8.37%	7.91%	6.45%	6.79%	12.62%	6.82%	8.37%	7.57%	6.13%	3.08%	7.59%	7.95%	8.39%	8.41%	8.99%	8.57%	10.04%	11.63%	9.32%	11.04%	8.86%	8.07%	10.18%	8.71%	9.21%	9.54%	9.60%	8.89%	9.38%	10.70%	10.40%	11.32%	8.56%	10.35%	10.04%	7.47%	7.58%	6.69%	5.88%	6.65%	7.74%	4.45%	6.34%									
23	Путин Владимир Владимирович	26535	749	342	534	498	550	447	418	466	385	303	845	603	620	627	534	860	492	658	962	591	639	642	569	493	461	550	611	624	547	649	585	594	555	508	553	960	656	583	507	413	683	407	622	438	647	228	187	140									
		60.24%	64.13%	58.06%	62.02%	60.07%	60.91%	56.65%	61.20%	57.82%	59.41%	57.93%	60.66%	61.53%	56.57%	59.15%	60.96%	60.44%	60.15%	60.70%	59.46%	56.50%	55.32%	63.19%	60.73%	59.69%	57.84%	60.91%	63.25%	58.81%	60.31%	63.57%	59.39%	57.61%	61.67%	60.33%	60.37%	62.79%	55.83%	57.38%	57.68%	58.42%	61.48%	60.48%	62.08%	67.80%	63.25%	67.86%	64.04%	68.29%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
