Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Княжпогостская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №674	УИК №675									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	16402	641	320	63	235	381	182	57	1553	227	634	117	996	273	1391	1363	1647	2225	674	1145	1424	481	323	35	15									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13675	600	250	50	200	300	150	50	1200	200	500	100	800	220	1200	1200	1400	1800	550	1000	1200	400	250	35	20									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	334	62	17	19	40	50	0	0	0	84	0	0	0	26	0	0	0	0	0	0	17	19	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6573	315	184	25	82	129	80	20	824	98	267	63	309	92	511	521	649	891	352	365	431	222	93	35	15									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	400	7	7	1	20	36	14	0	15	11	18	6	20	5	30	65	21	28	3	7	44	19	23	0	0									
6	Число погашенных избирательных бюллетеней	6368	216	42	5	58	85	56	30	361	7	215	31	471	97	659	614	730	881	195	628	708	140	134	0	5									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	734	69	24	20	60	86	14	0	15	95	18	6	20	31	30	65	21	28	3	7	61	38	23	0	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6573	315	184	25	82	129	80	20	824	98	267	63	309	92	511	521	649	891	352	365	431	222	93	35	15									
9	Число недействительных избирательных бюллетеней	254	4	8	0	3	1	3	0	45	6	3	3	9	10	15	20	18	44	9	9	25	17	2	0	0									
10	Число действительных избирательных бюллетеней	7053	380	200	45	139	214	91	20	794	187	282	66	320	113	526	566	652	875	346	363	467	243	114	35	15									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	450	15	10	5	5	10	5	5	45	10	15	5	25	10	35	35	45	60	15	30	40	15	10	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	190	4	0	0	4	5	4	0	34	1	9	3	6	10	11	9	36	20	4	7	7	6	10	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	117	14	2	3	4	4	4	1	10	0	2	1	13	0	9	6	4	20	0	1	5	10	4	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	260	11	10	5	1	5	1	5	11	9	6	2	19	0	24	26	9	40	11	23	33	9	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	0	0	0	2	0	0	1	1	1	0	1	5	0	5	1	9	6	0	2	0	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	100	7	2	0	1	1	1	1	11	0	2	0	6	0	11	9	11	16	4	4	3	8	1	1	0									
		1.37%	1.82%	0.96%	0.00%	0.70%	0.47%	1.06%	5.00%	1.31%	0.00%	0.70%	0.00%	1.82%	0.00%	2.03%	1.54%	1.64%	1.74%	1.13%	1.08%	0.61%	3.08%	0.86%	2.86%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	274	11	3	2	4	7	5	1	33	3	6	2	15	1	30	18	32	40	5	15	22	15	4	0	0									
		3.75%	2.86%	1.44%	4.44%	2.82%	3.26%	5.32%	5.00%	3.93%	1.55%	2.11%	2.90%	4.56%	0.81%	5.55%	3.07%	4.78%	4.35%	1.41%	4.03%	4.47%	5.77%	3.45%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	222	11	4	0	4	6	6	1	9	0	3	2	12	1	17	19	23	47	7	8	18	16	4	2	2									
		3.04%	2.86%	1.92%	0.00%	2.82%	2.79%	6.38%	5.00%	1.07%	0.00%	1.05%	2.90%	3.65%	0.81%	3.14%	3.24%	3.43%	5.11%	1.97%	2.15%	3.66%	6.15%	3.45%	5.71%	13.33%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2970	213	103	35	88	102	34	6	282	158	177	28	112	46	200	219	210	264	196	152	179	93	49	18	6									
		40.65%	55.47%	49.52%	77.78%	61.97%	47.44%	36.17%	30.00%	33.61%	81.87%	62.11%	40.58%	34.04%	37.40%	36.97%	37.37%	31.34%	28.73%	55.21%	40.86%	36.38%	35.77%	42.24%	51.43%	40.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	48	0	0	0	2	3	2	0	5	0	3	1	5	0	3	2	3	7	1	3	5	3	0	0	0									
		0.66%	0.00%	0.00%	0.00%	1.41%	1.40%	2.13%	0.00%	0.60%	0.00%	1.05%	1.45%	1.52%	0.00%	0.55%	0.34%	0.45%	0.76%	0.28%	0.81%	1.02%	1.15%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	29	2	1	0	0	1	0	0	1	0	2	0	2	0	0	7	5	1	0	2	1	2	0	1	1									
		0.40%	0.52%	0.48%	0.00%	0.00%	0.47%	0.00%	0.00%	0.12%	0.00%	0.70%	0.00%	0.61%	0.00%	0.00%	1.19%	0.75%	0.11%	0.00%	0.54%	0.20%	0.77%	0.00%	2.86%	6.67%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1762	71	43	5	23	37	32	7	284	13	47	24	107	41	129	134	156	215	61	108	123	58	31	9	4									
		24.11%	18.49%	20.67%	11.11%	16.20%	17.21%	34.04%	35.00%	33.85%	6.74%	16.49%	34.78%	32.52%	33.33%	23.84%	22.87%	23.28%	23.39%	17.18%	29.03%	25.00%	22.31%	26.72%	25.71%	26.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	49	4	1	0	3	0	0	0	8	0	0	0	3	1	6	5	4	7	0	2	4	0	0	0	1									
		0.67%	1.04%	0.48%	0.00%	2.11%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.91%	0.81%	1.11%	0.85%	0.60%	0.76%	0.00%	0.54%	0.81%	0.00%	0.00%	0.00%	6.67%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	60	0	2	0	2	1	0	0	4	0	1	0	6	0	2	4	21	7	3	3	2	2	0	0	0									
		0.82%	0.00%	0.96%	0.00%	1.41%	0.47%	0.00%	0.00%	0.48%	0.00%	0.35%	0.00%	1.82%	0.00%	0.37%	0.68%	3.13%	0.76%	0.85%	0.81%	0.41%	0.77%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	1	1	0	0	0	0	0	1	0	1	0	1	0	3	2	4	3	0	0	3	2	0	0	1									
		0.31%	0.26%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.35%	0.00%	0.30%	0.00%	0.55%	0.34%	0.60%	0.33%	0.00%	0.00%	0.61%	0.77%	0.00%	0.00%	6.67%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	73	2	0	0	0	1	0	0	3	0	0	1	1	3	7	12	15	15	3	1	6	2	1	0	0									
		0.99%	0.52%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.36%	0.00%	0.00%	1.45%	0.30%	2.44%	1.29%	2.05%	2.24%	1.63%	0.85%	0.27%	1.22%	0.77%	0.86%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1007	38	31	2	10	33	9	1	103	11	25	3	39	14	83	92	115	176	51	38	76	37	17	3	0									
		13.78%	9.90%	14.90%	4.44%	7.04%	15.35%	9.57%	5.00%	12.28%	5.70%	8.77%	4.35%	11.85%	11.38%	15.34%	15.70%	17.16%	19.15%	14.37%	10.22%	15.45%	14.23%	14.66%	8.57%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	44	1	0	0	0	5	0	0	4	0	1	0	0	4	1	2	6	12	0	3	3	1	1	0	0									
		0.60%	0.26%	0.00%	0.00%	0.00%	2.33%	0.00%	0.00%	0.48%	0.00%	0.35%	0.00%	0.00%	3.25%	0.18%	0.34%	0.90%	1.31%	0.00%	0.81%	0.61%	0.38%	0.86%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	392	19	9	1	2	17	2	3	46	2	14	5	11	2	34	41	47	65	15	24	22	4	6	1	0									
		5.36%	4.95%	4.33%	2.22%	1.41%	7.91%	2.13%	15.00%	5.48%	1.04%	4.91%	7.25%	3.34%	1.63%	6.28%	6.99%	7.01%	7.07%	4.23%	6.45%	4.47%	1.54%	5.17%	2.86%	0.00%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
