Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Тевризская 																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027					
1	"Число избирателей, внесенных в списки"	13298	1481	1241	1639	1384	201	80	73	445	253	243	887	473	169	363	390	338	349	331	141	130	317	529	313	108	205	348	414	289	164					
2	"Число бюллетеней, полученных участковыми комиссиями"	13357	1481	1239	1660	1390	206	87	74	451	251	242	912	482	167	363	394	337	348	319	138	125	320	531	307	110	209	349	412	287	166					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7780	731	626	809	546	122	80	63	302	149	158	473	256	165	236	271	221	232	227	102	101	247	428	231	83	155	210	257	199	100					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	591	53	50	54	14	6	0	0	16	1	4	52	19	0	60	44	25	24	24	10	4	19	37	0	0	9	23	25	17	1					
6	Число погашенных бюллетеней	4986	697	563	797	830	78	7	11	133	101	80	387	207	2	67	79	91	92	68	26	20	54	66	76	27	45	116	130	71	65					
7	Число бюллетеней в переносных ящиках для голосования	591	53	50	54	14	6	0	0	16	1	4	52	19	0	60	44	25	24	24	10	4	19	37	0	0	9	23	25	17	1					
8	Число бюллетеней в стационарных ящиках для голосования	7778	731	626	809	546	122	80	63	302	149	158	473	256	165	236	271	220	232	227	102	100	247	428	231	83	155	210	257	199	100					
9	Число недействительных бюллетеней	162	19	18	11	10	8	0	0	10	1	4	2	6	0	4	1	4	1	4	6	2	0	5	13	3	3	7	6	5	9					
10	Число действительных бюллетеней	8207	765	658	852	550	120	80	63	308	149	158	523	269	165	292	314	241	255	247	106	102	266	460	218	80	161	226	276	211	92					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	199	20	20	16	15	3	3	3	8	5	4	15	6	5	5	5	5	5	5	4	4	5	6	5	4	5	5	5	4	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	24	3	2	3	3	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	25	10	0	0	2	0	0	0	1	0	0	1	0	0	1	2	1	1	0	0	1	2	1	1	0	0	1	0	0	0					
14	Число погашенных открепительных удостоверений	175	17	18	13	12	3	3	3	7	5	4	14	4	5	5	5	5	5	5	4	3	3	3	5	4	5	5	2	4	4					
15	Число открепительных удостоверений выданных ТИК	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	"1. ""ЕДИНЕНИЕ"""	245	18	24	28	10	5	3	0	4	6	7	15	11	13	4	10	8	6	6	4	6	3	6	5	4	6	5	13	11	4					
		2.92%	2.29%	3.55%	3.24%	1.78%	3.90%	3.75%	0.0%	1.25%	4.0%	4.32%	2.85%	4.0%	7.87%	1.35%	3.17%	3.26%	2.34%	2.39%	3.57%	5.76%	1.12%	1.29%	2.16%	4.81%	3.65%	2.14%	4.60%	5.09%	3.96%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	123	21	6	15	7	1	0	2	4	1	2	2	6	0	11	0	1	8	3	8	6	0	2	0	4	7	4	1	1	0					
		1.46%	2.67%	0.88%	1.73%	1.24%	0.78%	0.0%	3.17%	1.25%	0.66%	1.23%	0.38%	2.18%	0.0%	3.71%	0.0%	0.40%	3.12%	1.19%	7.14%	5.76%	0.0%	0.43%	0.0%	4.81%	4.26%	1.71%	0.35%	0.46%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	185	13	14	20	19	2	1	2	7	6	3	11	9	4	4	6	1	3	8	0	4	7	5	5	0	2	6	12	7	4					
		2.21%	1.65%	2.07%	2.31%	3.39%	1.56%	1.25%	3.17%	2.20%	4.0%	1.85%	2.09%	3.27%	2.42%	1.35%	1.90%	0.40%	1.17%	3.18%	0.0%	3.84%	2.63%	1.07%	2.16%	0.0%	1.21%	2.57%	4.25%	3.24%	3.96%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	98	26	3	12	11	0	0	1	2	1	1	8	2	0	2	6	1	5	2	0	0	4	4	3	0	1	1	2	0	0					
