Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    Новокуйбышевская городская																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78					
1	"Число избирателей, внесенных в список"	90672	2985	1753	1401	933	1481	1581	2372	1816	2920	2877	2912	2376	2844	512	1577	1601	1876	1854	2934	2212	1742	1631	2982	1801	1972	2919	1430	1269	1802	1514	1883	1534	1561	1643	1735	1588	1389	1705	1076	1230	2963	1422	1927	1787	718	849	2048	1433	326	1976					
2	Число полученных избирательных бюллетеней	83650	2740	1620	1300	850	1370	1460	2200	1670	2700	2650	2680	2200	2630	460	1460	1480	1750	1730	2720	2050	1650	1500	2750	1660	1830	2700	1280	1170	1680	1420	1690	1400	1450	1520	1600	1450	1300	1580	1000	1130	2750	1310	1780	1620	680	770	1900	1300	250	1810					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	46685	1561	953	823	567	882	800	1215	894	1493	1531	1590	1341	1492	165	891	835	902	1041	1439	1188	813	871	1681	924	1113	1483	573	621	911	796	840	807	795	886	889	871	774	892	547	616	1378	742	990	666	278	328	1087	706	164	1040					
5	"Число избирательных бюллетеней, выданных вне помещения"	2207	19	58	68	9	25	42	12	9	34	45	44	30	52	75	30	29	35	49	33	21	70	29	43	17	62	71	121	43	57	30	28	26	31	55	34	69	24	28	19	7	46	23	44	162	37	113	10	106	73	10					
6	Число погашенных избирательных бюллетеней	34758	1160	609	409	274	463	618	973	767	1173	1074	1046	829	1086	220	539	616	813	640	1248	841	767	600	1026	719	655	1146	586	506	712	594	822	567	624	579	677	510	502	660	434	507	1326	545	746	792	365	329	803	488	13	760					
7	Число избирательных бюллетеней в переносных ящиках	2207	19	58	68	9	25	42	12	9	34	45	44	30	52	75	30	29	35	49	33	21	70	29	43	17	62	71	121	43	57	30	28	26	31	55	34	69	24	28	19	7	46	23	44	162	37	113	10	106	73	10					
8	Число бюллетеней в стационарных ящиках для голосования	46661	1561	953	823	567	882	799	1215	894	1493	1530	1588	1341	1492	165	891	828	902	1041	1438	1188	813	870	1681	924	1110	1483	573	621	911	796	840	807	795	886	889	871	773	892	547	616	1376	742	986	665	278	328	1087	706	164	1040					
9	Число недействительных избирательных бюллетеней	595	19	12	7	4	8	6	15	7	28	12	17	16	10	0	15	9	6	11	12	13	8	10	11	17	51	32	6	10	12	8	6	8	7	16	13	16	14	20	14	8	10	10	13	8	1	7	8	9	0	15					
10	Число действительных избирательных бюллетеней	48273	1561	999	884	572	899	835	1212	896	1499	1563	1615	1355	1534	240	906	848	931	1079	1459	1196	875	889	1713	924	1121	1522	688	654	956	818	862	825	819	925	910	924	783	900	552	615	1412	755	1017	819	314	434	1089	803	237	1035					
