Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Сандовская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935					
1	"Число избирателей, внесенных в списки"	7206	1775	1356	448	160	366	387	163	361	221	291	239	267	281	384	106	201	200					
2	"Число бюллетеней, полученных участковыми комиссиями"	7198	1749	1358	451	162	366	386	163	365	221	290	240	275	282	385	109	203	193					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3528	975	676	210	71	139	203	85	174	121	144	112	132	136	124	48	77	101					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1156	33	32	75	40	119	85	42	88	34	115	92	59	72	156	18	53	43					
6	Число погашенных бюллетеней	2514	741	650	166	51	108	98	36	103	66	31	36	84	74	105	43	73	49					
7	Число бюллетеней в переносных ящиках для голосования	1156	33	32	75	40	119	85	42	88	34	115	92	59	72	156	18	53	43					
8	Число бюллетеней в стационарных ящиках для голосования	3528	975	676	210	71	139	203	85	174	121	144	112	132	136	124	48	77	101					
9	Число недействительных бюллетеней	89	20	15	9	0	7	7	1	6	4	6	1	7	0	0	1	2	3					
10	Число действительных бюллетеней	4595	988	693	276	111	251	281	126	256	151	253	203	184	208	280	65	128	141					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	299	40	39	15	10	20	20	10	20	10	20	10	20	15	15	15	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	42	16	6	0	0	5	0	0	2	0	3	3	4	2	0	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	29	11	1	0	0	0	3	2	0	1	2	1	2	1	2	0	1	2					
14	Число погашенных открепительных удостоверений	257	24	33	15	10	15	20	10	18	10	17	7	16	13	15	15	10	9					
15	Число открепительных удостоверений выданных ТИК	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	61	11	10	5	0	10	3	0	4	0	6	5	1	2	3	0	1	0					
		1.30%	1.09%	1.41%	1.75%	0.0%	3.87%	1.04%	0.0%	1.52%	0.0%	2.31%	2.45%	0.52%	0.96%	1.07%	0.0%	0.76%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	58	18	13	6	0	5	3	0	1	3	1	0	2	1	0	0	2	3					
		1.23%	1.78%	1.83%	2.10%	0.0%	1.93%	1.04%	0.0%	0.38%	1.93%	0.38%	0.0%	1.04%	0.48%	0.0%	0.0%	1.53%	2.08%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	174	24	25	3	0	11	14	6	8	7	18	5	22	1	1	3	7	19					
		3.71%	2.38%	3.53%	1.05%	0.0%	4.26%	4.86%	4.72%	3.05%	4.51%	6.94%	2.45%	11.51%	0.48%	0.35%	4.54%	5.38%	13.19%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	76	21	3	9	1	0	7	3	0	1	4	4	3	3	3	1	5	8					
