Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Академический район																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №3737	УИК №3738									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	60008	680	2285	2396	1622	2014	1982	1804	2474	2149	2296	1997	2380	432	1698	1846	2220	1710	2073	2578	2166	1866	1939	2393	2303	1989	2165	1738	2036	2258	1960	480	79									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	43810	650	1700	1700	1100	1500	1400	1300	1800	1600	1700	1400	1700	400	1200	1300	1600	1300	1500	1800	1600	1400	1400	1700	1700	1400	1600	1300	1500	1600	1400	480	80									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	19378	247	753	792	582	672	641	550	786	650	639	619	740	120	496	551	746	590	723	882	622	586	627	734	672	700	801	626	712	625	649	176	69									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	872	6	17	19	7	19	24	11	24	23	48	17	17	5	6	3	7	24	25	14	27	28	21	10	15	14	22	17	21	40	27	304	10									
6	Число погашенных избирательных бюллетеней	23560	397	930	889	511	809	735	739	990	927	1013	764	943	275	698	746	847	686	752	904	951	786	752	956	1013	686	777	657	767	935	724	0	1									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	872	6	17	19	7	19	24	11	24	23	48	17	17	5	6	3	7	24	25	14	27	28	21	10	15	14	22	17	21	40	27	304	10									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	19334	246	753	772	582	671	641	550	782	650	639	618	738	120	495	548	746	590	721	882	622	585	627	734	672	700	798	621	712	625	649	176	69									
9	Число недействительных избирательных бюллетеней	339	2	8	16	14	5	11	9	12	17	12	16	14	7	12	7	8	8	13	11	15	11	10	9	12	9	12	6	11	10	15	14	3									
10	Число действительных избирательных бюллетеней	19867	250	762	775	575	685	654	552	794	656	675	619	741	118	489	544	745	606	733	885	634	602	638	735	675	705	808	632	722	655	661	466	76									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	698	8	27	28	18	24	22	22	30	25	27	23	28	5	19	22	26	20	24	30	26	22	23	28	27	24	26	21	24	26	23	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	343	3	21	13	10	11	13	15	15	11	9	13	12	2	7	9	12	13	11	11	11	10	7	17	12	13	15	12	15	13	7	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	716	11	8	18	38	20	4	4	10	8	5	16	9	5	63	9	15	7	52	56	29	11	20	17	3	17	5	6	24	10	17	188	11									
14	Число погашенных неиспользованных открепительных удостоверений	355	5	6	15	8	13	9	7	15	14	18	10	16	3	12	13	14	7	13	19	15	12	16	11	15	11	11	9	9	13	16	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	56	1	3	2	1	3	0	1	3	1	1	2	1	0	1	4	1	1	3	2	4	5	1	1	3	4	2	1	1	1	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	836	11	20	25	17	29	38	32	47	24	39	31	33	9	25	32	31	22	25	25	25	23	20	37	26	31	22	20	50	35	24	7	1									
		4.14%	4.37%	2.60%	3.16%	2.89%	4.20%	5.71%	5.70%	5.83%	3.57%	5.68%	4.88%	4.37%	7.20%	4.99%	5.81%	4.12%	3.58%	3.35%	2.79%	3.85%	3.75%	3.09%	4.97%	3.78%	4.34%	2.68%	3.13%	6.82%	5.26%	3.55%	1.46%	1.27%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	484	3	11	19	11	17	9	16	12	11	21	13	16	2	85	15	7	22	15	11	16	14	15	15	13	13	13	15	9	16	14	13	2									
		2.40%	1.19%	1.43%	2.40%	1.87%	2.46%	1.35%	2.85%	1.49%	1.63%	3.06%	2.05%	2.12%	1.60%	16.97%	2.72%	0.93%	3.58%	2.01%	1.23%	2.47%	2.28%	2.31%	2.02%	1.89%	1.82%	1.59%	2.35%	1.23%	2.41%	2.07%	2.71%	2.53%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	570	6	20	21	16	22	18	18	15	18	19	20	20	2	26	7	26	13	18	20	20	12	27	20	22	23	20	16	18	23	23	18	3									
