Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Серебряно-Прудская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №2693	УИК №2694	УИК №2695	УИК №2696	УИК №2697	УИК №2698	УИК №2699	УИК №2700	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713					
1	"Число избирателей, внесенных в список избирателей"	19936	1656	1366	2302	1001	415	1072	333	1001	317	1101	1423	286	896	664	608	911	761	855	776	1367	825					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19100	1585	1264	2187	924	385	1016	309	970	295	1081	1395	271	878	655	598	867	740	829	752	1325	774					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12156	1018	918	1381	754	261	856	220	457	126	573	828	163	490	373	388	513	440	543	635	780	439					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1106	53	43	35	15	30	12	16	144	90	48	42	32	86	86	30	67	61	66	9	42	99					
6	Число погашенных избирательных бюллетеней	5838	514	303	771	155	94	148	73	369	79	460	525	76	302	196	180	287	239	220	108	503	236					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1106	53	43	35	15	30	12	16	144	90	48	42	32	86	86	30	67	61	66	9	42	99					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12136	1018	918	1380	751	261	856	220	457	126	573	828	163	490	373	388	499	438	543	635	780	439					
9	Число недействительных избирательных бюллетеней	386	6	23	34	14	17	32	10	15	3	20	30	2	30	13	17	15	21	11	21	29	23					
10	Число действительных избирательных бюллетеней	12856	1065	938	1381	752	274	836	226	586	213	601	840	193	546	446	401	551	478	598	623	793	515					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	495	29	27	42	20	2	17	1	21	3	43	60	4	43	31	27	25	21	17	18	27	17					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	482	23	27	42	20	2	17	1	21	3	43	60	4	41	31	27	25	18	17	18	25	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	242	7	16	26	11	12	7	5	11	6	7	17	5	14	8	10	25	8	22	4	7	14					
14	Число погашенных неиспользованных открепительных удостоверений	13	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
