Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Серебряно-Прудская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654	УИК №2655	УИК №2656	УИК №2657	УИК №2658	УИК №2659	УИК №2660	УИК №2661	УИК №2662	УИК №2663	УИК №2664	УИК №2665	УИК №2666					
1	"Число избирателей, внесенных в списки избирателей"	19368	1543	1303	2363	966	394	1057	323	948	292	1101	1428	278	737	683	605	786	779	860	695	1307	798	122					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18105	1442	1221	2200	893	360	1004	298	872	264	1032	1343	265	706	640	549	730	726	809	652	1248	734	117					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13095	1014	911	1790	715	303	717	234	554	162	837	928	224	510	366	495	461	476	465	445	923	465	100					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1279	48	30	23	16	24	20	26	186	90	79	45	29	96	127	30	90	50	93	25	31	118	3					
6	Число погашенных избирательных бюллетеней	3731	380	280	387	162	33	267	38	132	12	116	370	12	100	147	24	179	200	251	182	294	151	14					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1279	48	30	23	16	24	20	26	186	90	79	45	29	96	127	30	90	50	93	25	31	118	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13094	1014	911	1790	715	303	717	234	554	162	837	928	224	510	366	495	460	476	465	445	923	465	100					
9	Число недействительных избирательных бюллетеней	138	14	10	25	6	3	6	0	6	0	11	9	1	4	5	5	7	9	1	4	6	4	2					
10	Число действительных избирательных бюллетеней	14235	1048	931	1788	725	324	731	260	734	252	905	964	252	602	488	520	543	517	557	466	948	579	101					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	549	15	40	37	20	3	17	5	25	10	44	68	5	56	29	40	20	20	15	15	30	15	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	545	15	40	37	20	3	17	1	25	10	44	68	5	56	29	40	20	20	15	15	30	15	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	183	6	12	22	6	3	6	4	19	4	7	13	0	2	8	28	10	6	7	5	10	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	3	3	4	3	1	3	1	0	0	1	1	0	0	0	0	3	1	2	0	1	3	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	258	21	16	27	18	4	15	3	20	1	10	23	3	9	11	5	11	16	11	12	16	6	0					
		1.80%	1.98%	1.70%	1.49%	2.46%	1.22%	2.04%	1.15%	2.70%	0.40%	1.09%	2.36%	1.19%	1.49%	2.23%	0.95%	2.00%	3.04%	1.97%	2.55%	1.68%	1.03%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	53	1	9	9	2	2	5	1	1	0	1	3	0	5	2	0	3	0	0	1	5	3	0					
		0.37%	0.09%	0.96%	0.50%	0.27%	0.61%	0.68%	0.38%	0.14%	0.00%	0.11%	0.31%	0.00%	0.83%	0.41%	0.00%	0.55%	0.00%	0.00%	0.21%	0.52%	0.51%	0.00%					
20	3.Политическая партия «Демократическая партия России»	11	0	0	1	1	0	0	0	1	0	1	2	0	0	0	0	1	0	2	1	0	1	0					
		0.08%	0.00%	0.00%	0.06%	0.14%	0.00%	0.00%	0.00%	0.14%	0.00%	0.11%	0.21%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.36%	0.21%	0.00%	0.17%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2083	153	134	285	113	26	103	40	95	23	94	215	31	68	83	73	99	98	80	73	91	94	12					
		14.49%	14.41%	14.24%	15.72%	15.46%	7.95%	13.98%	15.38%	12.84%	9.13%	10.26%	22.10%	12.25%	11.22%	16.84%	13.90%	18.00%	18.63%	14.34%	15.53%	9.54%	16.12%	11.65%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	43	1	4	4	3	0	2	1	1	0	5	5	3	0	0	1	2	2	2	2	0	5	0					
		0.30%	0.09%	0.43%	0.22%	0.41%	0.00%	0.27%	0.38%	0.14%	0.00%	0.55%	0.51%	1.19%	0.00%	0.00%	0.19%	0.36%	0.38%	0.36%	0.43%	0.00%	0.86%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	21	2	2	1	1	0	0	0	2	0	0	1	0	1	1	1	1	0	2	2	3	1	0					
