Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																					
Дата голосования: 02.12.2007																																																																					
																																																																					
Наименование Избирательной комиссии:    Мамадышская																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920					
1	"Число избирателей, внесенных в списки избирателей"	32752	391	112	555	255	113	242	290	494	409	157	157	130	105	519	898	293	595	314	1107	714	687	162	932	465	152	118	599	441	1482	1470	1575	1165	1133	1476	1026	150	832	455	989	277	331	370	776	398	378	268	405	350	213	154	1353	578	324	347	190	319	287	585	117	145	1012	416					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	33079	397	117	580	255	113	241	295	500	410	154	162	130	107	526	902	295	595	316	1125	720	692	170	951	473	153	119	616	445	1481	1478	1597	1167	1146	1469	1026	150	836	466	991	277	330	388	787	403	378	270	423	350	214	157	1374	578	330	350	190	325	292	588	118	146	1023	422					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	31492	380	108	541	237	107	238	284	486	407	152	149	130	102	517	875	288	591	312	1067	701	683	143	902	465	152	115	574	439	1406	1391	1471	1067	1051	1407	897	150	792	441	970	274	328	342	738	384	374	259	336	342	212	154	1303	574	312	347	180	313	282	577	117	136	1009	411					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	558	10	4	0	14	6	3	4	7	0	0	4	0	3	2	0	4	4	0	16	0	2	16	10	0	0	3	12	0	29	55	20	19	28	11	32	0	38	0	0	1	0	25	19	12	0	7	62	6	0	0	17	0	11	0	10	6	3	8	0	9	1	5					
6	Число погашенных избирательных бюллетеней	1029	7	5	39	4	0	0	7	7	3	2	9	0	2	7	27	3	0	4	42	19	7	11	39	8	1	1	30	6	46	32	106	81	67	51	97	0	6	25	21	2	2	21	30	7	4	4	25	2	2	3	54	4	7	3	0	6	7	3	1	1	13	6					
7	Число избирательных бюллетеней в переносных ящиках для голосования	558	10	4	0	14	6	3	4	7	0	0	4	0	3	2	0	4	4	0	16	0	2	16	10	0	0	3	12	0	29	55	20	19	28	11	32	0	38	0	0	1	0	25	19	12	0	7	62	6	0	0	17	0	11	0	10	6	3	8	0	9	1	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	31492	380	108	541	237	107	238	284	486	407	152	149	130	102	517	875	288	591	312	1067	701	683	143	902	465	152	115	574	439	1406	1391	1471	1067	1051	1407	897	150	792	441	970	274	328	342	738	384	374	259	336	342	212	154	1303	574	312	347	180	313	282	577	117	136	1009	411					
9	Число недействительных избирательных бюллетеней	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	4	4	0	0	1	0	3	6	11	0	4	6	8	0	1	0	0	2	0	1	2	0	4	10	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	31969	390	112	541	251	113	241	288	493	407	152	153	130	105	519	875	292	593	312	1083	694	685	159	908	461	152	118	585	439	1432	1440	1480	1086	1075	1412	921	150	829	441	970	273	328	366	755	396	370	256	398	348	212	151	1320	574	323	347	190	317	285	585	117	145	1010	416					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	490	10	5	6	5	5	5	5	10	10	5	5	5	5	10	15	5	10	5	19	10	10	5	6	10	10	0	10	10	10	14	15	10	10	13	7	0	10	10	10	5	10	10	10	10	10	5	10	5	5	5	10	10	5	5	5	5	5	10	5	5	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	185	1	0	4	0	0	0	2	0	2	0	2	0	0	0	9	1	0	0	15	4	5	4	6	1	0	0	10	3	10	14	11	10	10	13	7	0	2	1	6	4	1	0	1	0	2	0	3	0	0	0	10	0	1	0	1	0	3	4	0	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	95	5	0	8	2	0	0	0	0	0	1	0	0	0	0	3	0	1	0	3	3	0	2	1	1	0	0	1	3	2	7	4	8	3	6	0	0	3	0	3	1	0	0	0	0	1	1	1	4	0	1	5	4	1	0	1	0	0	4	0	0	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	305	9	5	2	5	5	5	3	10	8	5	3	5	5	10	6	4	10	5	4	6	5	1	0	9	10	0	0	7	0	0	4	0	0	0	0	0	8	9	4	1	9	10	9	10	8	5	7	5	5	5	0	10	4	5	4	5	2	6	5	5	8	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	1.Политическая партия «Аграрная партия России»	120	0	0	3	1	0	0	0	3	0	1	0	0	1	0	3	1	0	0	5	1	0	0	2	3	1	1	6	1	3	18	13	6	4	8	4	0	2	2	0	1	0	0	3	3	5	1	0	0	0	4	4	0	1	0	0	0	0	0	2	0	3	0					
		0.37%	0.00%	0.00%	0.55%	0.40%	0.00%	0.00%	0.00%	0.61%	0.00%	0.66%	0.00%	0.00%	0.95%	0.00%	0.34%	0.34%	0.00%	0.00%	0.46%	0.14%	0.00%	0.00%	0.22%	0.65%	0.66%	0.85%	1.02%	0.23%	0.21%	1.24%	0.87%	0.55%	0.37%	0.56%	0.43%	0.00%	0.24%	0.45%	0.00%	0.36%	0.00%	0.00%	0.40%	0.76%	1.34%	0.38%	0.00%	0.00%	0.00%	2.60%	0.30%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	1.71%	0.00%	0.30%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	36	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	1	0	0	2	3	8	1	3	5	3	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.11%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.85%	0.00%	0.00%	0.14%	0.21%	0.54%	0.09%	0.28%	0.35%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.27%	0.38%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	26	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	6	3	1	3	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.08%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.41%	0.20%	0.09%	0.28%	0.28%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	808	3	1	6	7	3	6	7	6	10	2	2	0	2	4	14	2	6	6	13	25	2	6	8	26	4	2	15	12	18	45	46	129	31	39	33	8	10	5	33	2	2	2	30	5	2	3	7	8	2	4	56	5	3	6	1	5	10	18	2	2	31	5					
		2.52%	0.77%	0.89%	1.11%	2.79%	2.65%	2.49%	2.43%	1.22%	2.46%	1.32%	1.31%	0.00%	1.90%	0.77%	1.60%	0.68%	1.01%	1.92%	1.20%	3.57%	0.29%	3.77%	0.88%	5.59%	2.63%	1.69%	2.56%	2.73%	1.25%	3.11%	3.09%	11.88%	2.87%	2.75%	3.55%	5.33%	1.20%	1.13%	3.40%	0.73%	0.61%	0.54%	3.96%	1.26%	0.53%	1.13%	1.76%	2.30%	0.94%	2.60%	4.24%	0.87%	0.93%	1.73%	0.53%	1.57%	3.51%	3.08%	1.71%	1.38%	3.07%	1.20%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	24	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	7	2	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0					
		0.07%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.07%	0.47%	0.18%	0.00%	0.00%	0.22%	0.00%	0.12%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	4	6	1	5	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.28%	0.40%	0.09%	0.46%	0.21%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	316	2	0	5	2	1	0	0	6	2	0	1	0	0	3	5	1	4	0	11	4	0	6	9	0	1	3	3	1	17	61	19	9	14	30	10	1	4	4	0	2	1	2	3	1	6	4	3	4	1	1	14	6	0	7	1	2	4	6	0	1	7	1					
		0.99%	0.51%	0.00%	0.92%	0.80%	0.88%	0.00%	0.00%	1.22%	0.49%	0.00%	0.65%	0.00%	0.00%	0.58%	0.57%	0.34%	0.67%	0.00%	1.02%	0.57%	0.00%	3.77%	0.99%	0.00%	0.66%	2.54%	0.51%	0.23%	1.18%	4.22%	1.27%	0.83%	1.30%	2.12%	1.08%	0.67%	0.48%	0.91%	0.00%	0.73%	0.30%	0.54%	0.40%	0.25%	1.60%	1.50%	0.75%	1.15%	0.47%	0.65%	1.06%	1.05%	0.00%	2.02%	0.53%	0.63%	1.40%	1.03%	0.00%	0.69%	0.69%	0.24%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	359	1	0	5	1	1	2	2	5	3	0	0	0	0	3	3	1	2	3	8	14	2	6	12	4	1	1	4	7	20	43	32	5	13	47	10	2	9	6	0	2	3	1	3	3	11	1	10	8	0	0	5	7	1	4	1	0	0	5	0	1	13	2					
		1.12%	0.26%	0.00%	0.92%	0.40%	0.88%	0.83%	0.69%	1.01%	0.74%	0.00%	0.00%	0.00%	0.00%	0.58%	0.34%	0.34%	0.34%	0.96%	0.74%	1.99%	0.29%	3.77%	1.32%	0.86%	0.66%	0.85%	0.68%	1.59%	1.39%	2.97%	2.15%	0.46%	1.20%	3.31%	1.08%	1.33%	1.08%	1.36%	0.00%	0.73%	0.91%	0.27%	0.40%	0.76%	2.94%	0.38%	2.51%	2.30%	0.00%	0.00%	0.38%	1.22%	0.31%	1.15%	0.53%	0.00%	0.00%	0.85%	0.00%	0.69%	1.29%	0.48%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	38	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	5	2	2	0	2	1	4	0	0	0	0	1	1	0	1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0					
		0.12%	0.00%	0.00%	0.37%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.34%	0.18%	0.19%	0.00%	0.22%	0.67%	0.48%	0.00%	0.00%	0.00%	0.00%	0.27%	0.13%	0.00%	0.27%	0.38%	0.25%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	30159	384	111	515	238	108	233	278	470	392	149	150	130	102	509	844	287	581	303	1039	649	681	141	872	427	145	107	557	418	1364	1240	1333	926	994	1276	854	135	799	424	937	265	322	359	712	383	344	244	376	328	209	142	1228	556	318	330	187	310	271	556	112	141	956	408					
		94.10%	98.46%	99.11%	95.19%	94.82%	95.58%	96.68%	96.53%	95.33%	96.31%	98.03%	98.04%	10.00%	97.14%	98.07%	96.46%	98.29%	97.65%	97.12%	95.94%	92.58%	99.42%	88.68%	95.61%	91.83%	95.39%	90.68%	95.05%	95.22%	95.05%	85.75%	89.40%	85.27%	92.12%	89.99%	91.93%	90.00%	96.27%	96.15%	96.60%	96.36%	98.17%	97.82%	94.06%	96.72%	91.98%	91.73%	94.47%	94.25%	98.58%	92.21%	93.03%	96.86%	98.45%	95.10%	98.42%	97.18%	95.09%	95.04%	95.73%	97.24%	94.65%	98.08%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	56	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	1	1	0	3	0	0	3	11	8	4	6	0	2	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0					
		0.17%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.28%	0.14%	0.00%	0.00%	0.11%	0.22%	0.00%	2.54%	0.00%	0.00%	0.21%	0.76%	0.54%	0.37%	0.56%	0.00%	0.22%	1.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
