Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Орджоникидзевская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	9816	1416	1704	324	548	185	112	813	155	209	93	226	784	133	65	173	137	807	80	269	732	424	427									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8875	1000	1200	230	550	185	110	860	170	215	95	225	780	135	70	170	145	825	85	285	735	380	425									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4778	658	766	133	311	89	58	487	103	99	53	123	332	55	41	70	74	371	53	153	361	197	191									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	628	85	62	10	17	21	2	96	11	11	8	27	21	5	4	14	6	57	5	11	56	74	25									
6	Число погашенных избирательных бюллетеней	3469	257	372	87	222	75	50	277	56	105	34	75	427	75	25	86	65	397	27	121	318	109	209									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	628	85	62	10	17	21	2	96	11	11	8	27	21	5	4	14	6	57	5	11	56	74	25									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4778	658	766	133	311	89	58	487	103	99	53	123	332	55	41	70	74	371	53	153	361	197	191									
9	Число недействительных избирательных бюллетеней	146	22	22	3	6	4	1	13	7	3	4	5	2	0	0	2	0	10	0	5	19	8	10									
10	Число действительных избирательных бюллетеней	5260	721	806	140	322	106	59	570	107	107	57	145	351	60	45	82	80	418	58	159	398	263	206									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	496	30	36	20	25	15	15	40	15	15	15	20	40	15	15	15	15	40	15	15	30	25	25									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	165	9	16	2	2	0	0	40	15	4	5	6	5	2	6	0	11	18	4	15	2	3	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	103	13	23	3	3	2	2	7	2	2	2	8	9	2	3	3	3	6	1	2	3	2	2									
14	Число погашенных неиспользованных открепительных удостоверений	331	21	20	18	23	15	15	0	0	11	10	14	35	13	9	15	4	22	11	0	28	22	25									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	53	22	18	1	0	0	0	6	0	0	0	1	0	0	0	0	0	1	2	0	1	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
