Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Афанасьевская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47					
1	"Число избирателей, внесенных в список"	11909	2527	1326	166	82	162	645	694	124	230	271	144	168	573	192	228	280	106	236	567	226	241	323	109	525	432	135	474	204	133	185	201					
2	Число полученных избирательных бюллетеней	11250	2280	1215	171	85	161	630	675	129	210	245	146	183	530	200	205	280	107	230	530	205	220	303	112	480	400	142	440	200	139	197	200					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6648	1335	588	108	62	85	384	353	76	153	144	110	109	406	140	141	158	56	105	313	117	133	174	71	276	228	91	246	101	97	129	159					
5	"Число избирательных бюллетеней, выданных вне помещения"	1330	57	153	18	1	46	64	74	7	39	73	10	17	35	33	30	60	18	78	35	17	24	63	25	77	64	25	120	33	7	14	13					
6	Число погашенных избирательных бюллетеней	3272	888	474	45	22	30	182	248	46	18	28	26	57	89	27	34	62	33	47	182	71	63	66	16	127	108	26	74	66	35	54	28					
7	Число избирательных бюллетеней в переносных ящиках	1330	57	153	18	1	46	64	74	7	39	73	10	17	35	33	30	60	18	78	35	17	24	63	25	77	64	25	120	33	7	14	13					
8	Число бюллетеней в стационарных ящиках для голосования	6647	1335	588	108	62	85	384	353	76	153	144	110	109	406	140	141	157	56	105	313	117	133	174	71	276	228	91	246	101	97	129	159					
9	Число недействительных избирательных бюллетеней	74	17	8	1	0	0	4	5	1	1	1	1	2	2	0	1	1	0	3	2	2	0	2	0	8	3	0	5	1	2	1	0					
10	Число действительных избирательных бюллетеней	7903	1375	733	125	63	131	444	422	82	191	216	119	124	439	173	170	216	74	180	346	132	157	235	96	345	289	116	361	133	102	142	172					
11	Число полученных открепительных  удостоверений	188	20	15	4	4	6	6	8	4	5	5	4	4	8	5	5	5	4	5	8	5	5	6	4	5	6	4	8	5	5	6	4					
12	Число выданных открепительных удостоверений	79	17	6	0	1	0	3	5	4	2	0	0	4	7	4	0	3	0	1	7	3	0	3	0	1	1	0	0	2	0	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	38	9	3	0	2	0	1	0	2	2	2	2	0	3	1	2	0	0	0	2	2	0	2	0	1	0	0	2	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	109	3	9	4	3	6	3	3	0	3	5	4	0	1	1	5	2	4	4	1	2	5	3	4	4	5	4	8	3	5	1	4					
15	"Число открепительных удостоверений, выданных в ТИК"	7	3	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	201	49	18	1	0	3	8	14	1	6	4	1	5	10	1	6	5	0	10	9	0	3	4	4	15	6	4	3	2	2	6	1					
		2.52%	3.52%	2.43%	0.79%	0.00%	2.29%	1.79%	3.28%	1.20%	3.12%	1.84%	0.83%	3.97%	2.27%	0.58%	3.51%	2.30%	0.00%	5.46%	2.59%	0.00%	1.91%	1.69%	4.17%	4.25%	2.05%	3.45%	0.82%	1.49%	1.92%	4.20%	0.58%					
