Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Тайгинская городская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967					
1	"Число избирателей, внесенных в списки"	17572	1234	891	1346	1336	1297	1392	1354	1318	1353	1359	1425	1404	1258	376	229					
2	"Число бюллетеней, полученных участковыми комиссиями"	17500	1250	850	1280	1270	1370	1400	1240	1280	1380	1350	1450	1480	1300	370	230					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8177	604	382	720	724	414	704	546	811	646	550	597	578	546	264	91					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1417	142	74	63	143	144	51	199	45	64	59	151	61	132	23	66					
6	Число погашенных бюллетеней	7906	504	394	497	403	812	645	495	424	670	741	702	841	622	83	73					
7	Число бюллетеней в переносных ящиках для голосования	1417	142	74	63	143	144	51	199	45	64	59	151	61	132	23	66					
8	Число бюллетеней в стационарных ящиках для голосования	8170	604	382	720	724	412	703	546	811	646	550	597	578	546	260	91					
9	Число недействительных бюллетеней	69	5	3	5	14	3	1	4	4	5	6	0	4	10	3	2					
10	Число действительных бюллетеней	9518	741	453	778	853	553	753	741	852	705	603	748	635	668	280	155					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	150	10	10	15	15	10	10	10	10	10	10	10	10	10	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	39	0	1	0	15	1	6	5	3	1	4	0	0	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	56	1	3	4	2	2	1	2	6	2	1	2	3	3	24	0					
14	Число погашенных открепительных удостоверений	111	10	9	15	0	9	4	5	7	9	6	10	10	7	5	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	103	3	3	12	13	4	6	10	8	5	12	3	10	11	2	1					
		1.07%	0.40%	0.65%	1.53%	1.49%	0.71%	0.79%	1.34%	0.93%	0.70%	1.97%	0.40%	1.56%	1.62%	0.70%	0.63%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	128	29	3	7	12	8	7	6	8	11	11	3	10	3	8	2					
		1.33%	3.88%	0.65%	0.89%	1.38%	1.43%	0.92%	0.80%	0.93%	1.54%	1.80%	0.40%	1.56%	0.44%	2.82%	1.27%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	189	20	8	11	31	11	22	9	19	9	14	5	13	7	7	3					
		1.97%	2.68%	1.75%	1.40%	3.57%	1.97%	2.91%	1.20%	2.21%	1.26%	2.29%	0.66%	2.03%	1.03%	2.47%	1.91%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	241	32	3	20	15	22	25	9	29	18	19	8	7	22	4	8					
		2.51%	4.28%	0.65%	2.55%	1.73%	3.95%	3.31%	1.20%	3.38%	2.53%	3.11%	1.06%	1.09%	3.24%	1.41%	5.09%					
22	"5. ""За Русь Святую"""	30	4	4	0	1	2	2	2	0	3	1	2	3	5	1	0					
		0.31%	0.53%	0.87%	0.0%	0.11%	0.35%	0.26%	0.26%	0.0%	0.42%	0.16%	0.26%	0.46%	0.73%	0.35%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	19	6	0	0	1	0	3	0	2	0	1	3	2	0	0	1					
		0.19%	0.80%	0.0%	0.0%	0.11%	0.0%	0.39%	0.0%	0.23%	0.0%	0.16%	0.40%	0.31%	0.0%	0.0%	0.63%					
24	"7. ""Новый курс - Автомобильная Россия"""	57	6	3	4	5	2	3	3	4	5	2	3	5	11	1	0					
		0.59%	0.80%	0.65%	0.51%	0.57%	0.35%	0.39%	0.40%	0.46%	0.70%	0.32%	0.40%	0.78%	1.62%	0.35%	0.0%					
25	"8. ""Народно-республиканская партия России"""	11	0	1	0	0	1	0	1	1	1	2	0	1	3	0	0					
		0.11%	0.0%	0.21%	0.0%	0.0%	0.17%	0.0%	0.13%	0.11%	0.14%	0.32%	0.0%	0.15%	0.44%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	18	1	1	4	1	0	2	0	1	4	1	1	1	0	1	0					
		0.18%	0.13%	0.21%	0.51%	0.11%	0.0%	0.26%	0.0%	0.11%	0.56%	0.16%	0.13%	0.15%	0.0%	0.35%	0.0%					
27	"10. ""Аграрная партия России"""	169	10	1	13	23	10	13	11	16	12	15	6	12	18	7	2					
		1.76%	1.34%	0.21%	1.66%	2.65%	1.79%	1.72%	1.47%	1.86%	1.69%	2.46%	0.80%	1.87%	2.65%	2.47%	1.27%					
28	"11. ""Истинные патриоты России"""	6	0	2	0	0	0	0	0	0	1	0	2	0	0	1	0					
		0.06%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.26%	0.0%	0.0%	0.35%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	46	4	2	1	4	2	7	3	3	5	2	2	7	4	0	0					
		0.47%	0.53%	0.43%	0.12%	0.46%	0.35%	0.92%	0.40%	0.35%	0.70%	0.32%	0.26%	1.09%	0.58%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	12	0	1	2	1	0	2	3	0	0	0	0	2	0	1	0					
		0.12%	0.0%	0.21%	0.25%	0.11%	0.0%	0.26%	0.40%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.35%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	20	0	2	0	3	2	3	3	1	2	1	1	2	0	0	0					
		0.20%	0.0%	0.43%	0.0%	0.34%	0.35%	0.39%	0.40%	0.11%	0.28%	0.16%	0.13%	0.31%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	31	0	1	1	0	2	5	4	1	0	2	0	15	0	0	0					
		0.32%	0.0%	0.21%	0.12%	0.0%	0.35%	0.66%	0.53%	0.11%	0.0%	0.32%	0.0%	2.34%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	377	18	21	30	40	21	31	16	53	36	30	33	20	14	12	2					
		3.93%	2.41%	4.60%	3.83%	4.61%	3.77%	4.11%	2.14%	6.19%	5.07%	4.92%	4.41%	3.12%	2.06%	4.24%	1.27%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	20	0	2	5	1	0	0	0	2	2	1	3	0	2	2	0					
		0.20%	0.0%	0.43%	0.63%	0.11%	0.0%	0.0%	0.0%	0.23%	0.28%	0.16%	0.40%	0.0%	0.29%	0.70%	0.0%					
35	"18. ""ЛДПР"""	1172	118	56	101	83	77	93	56	110	76	82	79	95	96	32	18					
		12.22%	15.81%	12.28%	12.89%	9.57%	13.84%	12.33%	7.51%	12.85%	10.70%	13.46%	10.56%	14.86%	14.15%	11.30%	11.46%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	88	6	5	0	9	11	10	4	11	5	6	7	8	2	1	3					
		0.91%	0.80%	1.09%	0.0%	1.03%	1.97%	1.32%	0.53%	1.28%	0.70%	0.98%	0.93%	1.25%	0.29%	0.35%	1.91%					
37	"20. ""Политическая партия ""Единая Россия"""	5801	428	299	479	485	313	450	550	456	418	351	522	364	416	174	96					
		60.50%	57.37%	65.57%	61.17%	55.94%	56.29%	59.68%	73.82%	53.27%	58.87%	57.63%	69.78%	56.96%	61.35%	61.48%	61.14%					
38	"21. ""Российская Конституционно-демократическая партия"""	21	0	0	1	1	3	0	1	2	2	1	1	3	6	0	0					
		0.21%	0.0%	0.0%	0.12%	0.11%	0.53%	0.0%	0.13%	0.23%	0.28%	0.16%	0.13%	0.46%	0.88%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	17	0	2	0	4	1	2	0	1	1	2	3	1	0	0	0					
		0.17%	0.0%	0.43%	0.0%	0.46%	0.17%	0.26%	0.0%	0.11%	0.14%	0.32%	0.40%	0.15%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	603	39	18	54	83	36	38	24	96	54	25	44	26	34	14	18					
		6.28%	5.22%	3.94%	6.89%	9.57%	6.47%	5.03%	3.22%	11.21%	7.60%	4.10%	5.88%	4.06%	5.01%	4.94%	11.46%					
																						
41	Против всех	339	17	15	33	37	25	29	26	28	35	22	17	28	14	12	1					
		3.53%	2.27%	3.28%	4.21%	4.26%	4.49%	3.84%	3.48%	3.27%	4.92%	3.61%	2.27%	4.38%	2.06%	4.24%	0.63%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
