Выборы Президента Российской Федерации																																																																																									
Дата голосования: 04.03.2012																																																																																									
																																																																																									
Наименование Избирательной комиссии:    Чебоксары, Московская																																																																																									
																																																																																									
Сводная таблица итогов голосования																																																																																									
																																																																																									
	Число участковых избирательных комиссий	78																																																																																							
	Число участковых избирательных комиссий, приступивших к передаче сведений	78																																																																																							
																																																																																									
		Сумма	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814									
1	Число избирателей, включенных в список избирателей	148584	625	2589	2643	1502	2324	2109	2370	2489	2921	1727	2059	2674	2358	2387	2236	2097	2075	2383	2524	2087	2382	1855	2797	2477	2238	2631	2724	2508	2456	2017	1742	2896	2823	2456	2512	2427	2590	2597	2215	2968	2808	1495	2189	2208	1707	1448	2063	2344	1943	995	1640	2177	2300	2470	2553	2182	2945	659	895	184	317	305	442	1379	1540	2484	1771	2943	2175	386	1498	365	703	378	377	199	386	241									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	132657	550	2500	2400	1300	2000	2000	2100	2200	2400	1500	1900	2500	2200	2200	2000	1600	1900	2100	2400	1900	2000	1700	2500	2300	2000	2300	2400	2300	2300	1900	1600	2500	2500	2300	2300	2200	2200	2400	2000	2600	2600	1200	2000	2000	1500	1200	1800	2000	1700	800	1400	2000	2000	2100	2300	2000	2600	500	800	170	250	270	350	1200	1400	2200	1600	2500	2000	300	1300	364	701	379	378	199	386	260									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	100436	431	1768	1860	1075	1590	1457	1598	1600	2007	1167	1418	1822	1603	1558	1507	1540	1426	1613	1712	1404	1516	1279	1999	1518	1456	1839	1826	1697	1591	1297	1161	1930	1971	1641	1667	1524	1643	1663	1561	1995	1903	966	1432	1485	1188	1099	1405	1537	1414	642	1151	1901	1881	1797	1702	1505	2044	383	634	155	205	241	331	704	882	1530	1071	1585	1364	246	957	347	607	362	136	199	299	216									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3262	33	53	54	11	35	46	45	88	60	45	37	37	81	71	46	48	56	54	66	15	38	25	16	49	48	21	26	9	10	25	39	52	20	43	33	59	52	40	16	32	35	23	58	70	34	8	48	75	20	36	59	38	36	41	70	58	57	10	38	10	10	17	4	38	29	78	31	53	34	16	36	17	82	12	241	0	87	19									
6	Число погашенных избирательных бюллетеней	28954	86	679	486	214	375	497	457	512	333	288	445	641	516	571	447	12	418	433	622	481	446	396	485	733	496	440	548	594	699	578	400	518	509	615	600	617	505	697	423	573	662	211	510	445	278	93	347	385	266	122	190	61	83	262	528	437	499	107	128	5	35	12	15	458	489	592	498	862	601	38	307	0	12	5	1	0	0	25									
