Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Слободская городская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	27835	1741	1282	1239	2071	1713	1479	959	1183	1514	975	2531	746	1023	1472	2378	1865	2224	1440									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26400	1600	1200	1200	1900	1600	1400	900	1100	1500	1000	2500	700	1000	1400	2300	1700	2100	1300									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10841	654	522	404	839	626	526	381	479	733	351	990	156	352	702	1156	683	697	590									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	451	16	28	30	25	17	18	18	15	22	5	56	57	9	26	24	16	42	27									
6	Число погашенных избирательных бюллетеней	15108	930	650	766	1036	957	856	501	606	745	644	1454	487	639	672	1120	1001	1361	683									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	451	16	28	30	25	17	18	18	15	22	5	56	57	9	26	24	16	42	27									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	10816	654	522	404	839	626	526	381	478	733	351	990	156	352	702	1132	683	697	590									
9	Число недействительных избирательных бюллетеней	371	22	14	10	32	16	14	12	25	30	10	35	5	11	24	36	16	28	31									
10	Число действительных избирательных бюллетеней	10896	648	536	424	832	627	530	387	468	725	346	1011	208	350	704	1120	683	711	586									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	360	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	117	12	5	9	6	2	7	0	6	4	3	13	2	2	10	11	7	9	9									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	78	7	5	0	5	3	4	4	2	12	5	5	1	4	2	8	2	2	7									
14	Число погашенных неиспользованных открепительных удостоверений	243	8	15	11	14	18	13	20	14	16	17	7	18	18	10	9	13	11	11									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	0	0	0	3	2	0	1	3	1	2	0	1	0	3	1	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	129	6	3	7	11	7	1	5	11	22	5	8	2	1	8	13	4	9	6									
		1.14%	0.90%	0.55%	1.61%	1.27%	1.09%	0.18%	1.25%	2.23%	2.91%	1.40%	0.76%	0.94%	0.28%	1.10%	1.12%	0.57%	1.22%	0.97%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	298	22	21	19	24	16	19	11	17	21	8	26	5	8	12	30	10	17	12									
		2.64%	3.28%	3.82%	4.38%	2.78%	2.49%	3.49%	2.76%	3.45%	2.78%	2.25%	2.49%	2.35%	2.22%	1.65%	2.60%	1.43%	2.30%	1.94%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	217	10	15	16	13	13	11	9	14	15	10	21	2	4	13	17	8	18	8									
		1.93%	1.49%	2.73%	3.69%	1.50%	2.02%	2.02%	2.26%	2.84%	1.99%	2.81%	2.01%	0.94%	1.11%	1.79%	1.47%	1.14%	2.44%	1.30%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3746	220	195	124	274	229	173	127	173	234	119	369	65	127	225	413	227	239	213									
		33.25%	32.84%	35.45%	28.57%	31.71%	35.61%	31.80%	31.83%	35.09%	30.99%	33.43%	35.28%	30.52%	35.18%	30.91%	35.73%	32.47%	32.34%	34.52%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	65	2	2	4	10	3	3	4	1	4	1	6	1	2	6	9	3	4	0									
		0.58%	0.30%	0.36%	0.92%	1.16%	0.47%	0.55%	1.00%	0.20%	0.53%	0.28%	0.57%	0.47%	0.55%	0.82%	0.78%	0.43%	0.54%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	1	0	0	1	2	2	0	1	2	0	1	1	0	3	2	2	0	3									
		0.19%	0.15%	0.00%	0.00%	0.12%	0.31%	0.37%	0.00%	0.20%	0.26%	0.00%	0.10%	0.47%	0.00%	0.41%	0.17%	0.29%	0.00%	0.49%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3193	197	150	132	233	172	138	113	132	213	97	287	81	118	202	321	214	209	184									
		28.34%	29.40%	27.27%	30.41%	26.97%	26.75%	25.37%	28.32%	26.77%	28.21%	27.25%	27.44%	38.03%	32.69%	27.75%	27.77%	30.62%	28.28%	29.82%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	49	3	2	1	4	1	7	4	0	3	2	3	0	4	3	1	3	1	7									
		0.43%	0.45%	0.36%	0.23%	0.46%	0.16%	1.29%	1.00%	0.00%	0.40%	0.56%	0.29%	0.00%	1.11%	0.41%	0.09%	0.43%	0.14%	1.13%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	139	20	5	8	15	6	7	8	4	9	7	11	1	3	7	9	7	7	5									
		1.23%	2.99%	0.91%	1.84%	1.74%	0.93%	1.29%	2.01%	0.81%	1.19%	1.97%	1.05%	0.47%	0.83%	0.96%	0.78%	1.00%	0.95%	0.81%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	1	0	1	2	0	2	1	0	0	0	1	2	1	1	0	0	3	3									
		0.16%	0.15%	0.00%	0.23%	0.23%	0.00%	0.37%	0.25%	0.00%	0.00%	0.00%	0.10%	0.94%	0.28%	0.14%	0.00%	0.00%	0.41%	0.49%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	137	7	4	9	18	7	12	5	4	11	5	11	1	9	4	10	6	11	3									
		1.22%	1.04%	0.73%	2.07%	2.08%	1.09%	2.21%	1.25%	0.81%	1.46%	1.40%	1.05%	0.47%	2.49%	0.55%	0.87%	0.86%	1.49%	0.49%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1345	86	58	46	103	82	70	57	67	95	43	132	23	34	93	122	75	94	65									
		11.94%	12.84%	10.55%	10.60%	11.92%	12.75%	12.87%	14.29%	13.59%	12.58%	12.08%	12.62%	10.80%	9.42%	12.77%	10.55%	10.73%	12.72%	10.53%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	45	3	1	4	2	6	1	1	0	8	1	2	0	0	3	3	3	1	6									
		0.40%	0.45%	0.18%	0.92%	0.23%	0.93%	0.18%	0.25%	0.00%	1.06%	0.28%	0.19%	0.00%	0.00%	0.41%	0.26%	0.43%	0.14%	0.97%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1494	70	80	53	122	83	84	42	44	88	48	133	24	39	124	170	121	98	71									
		13.26%	10.45%	14.55%	12.21%	14.12%	12.91%	15.44%	10.53%	8.92%	11.66%	13.48%	12.72%	11.27%	10.80%	17.03%	14.71%	17.31%	13.26%	11.51%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
