Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Мокшанская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795					
1	"Число избирателей, внесенных в списки избирателей"	23415	276	428	70	174	204	90	93	79	674	507	388	98	1881	343	485	179	236	1556	895	618	541	371	599	543	308	156	388	288	213	205	442	264	1925	1520	1657	1748	1651	1322					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23230	290	430	70	170	200	90	90	80	710	500	380	100	1910	350	500	180	240	1580	890	610	540	370	590	550	300	160	390	290	210	210	440	260	1740	1500	1620	1750	1640	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18989	207	382	41	154	194	90	71	77	507	422	365	77	1515	309	409	172	182	1308	647	546	424	359	585	451	189	123	283	243	191	168	343	235	1414	1132	1206	1455	1350	1163					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2548	64	43	29	16	6	0	19	2	43	45	9	19	366	17	58	0	40	219	232	64	74	6	0	69	105	33	101	40	17	31	91	23	238	95	86	89	86	73					
6	Число погашенных избирательных бюллетеней	1693	19	5	0	0	0	0	0	1	160	33	6	4	29	24	33	8	18	53	11	0	42	5	5	30	6	4	6	7	2	11	6	2	88	273	328	206	204	64					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2548	64	43	29	16	6	0	19	2	43	45	9	19	366	17	58	0	40	219	232	64	74	6	0	69	105	33	101	40	17	31	91	23	238	95	86	89	86	73					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18986	207	382	41	154	194	90	71	77	507	421	365	77	1515	309	409	172	182	1308	647	546	424	359	585	451	189	123	283	243	191	168	343	235	1414	1132	1204	1455	1350	1163					
9	Число недействительных избирательных бюллетеней	348	0	0	0	0	2	0	1	0	10	1	2	0	11	6	21	0	0	11	0	1	48	0	0	35	15	18	0	9	7	8	65	9	2	1	16	44	2	3					
10	Число действительных избирательных бюллетеней	21186	271	425	70	170	198	90	89	79	540	465	372	96	1870	320	446	172	222	1516	879	609	450	365	585	485	279	138	384	274	201	191	369	249	1650	1226	1274	1500	1434	1233					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	394	3	8	3	2	2	1	0	0	40	6	4	0	19	8	10	4	3	34	10	10	5	0	10	10	8	5	7	8	2	6	3	3	51	24	18	19	24	24					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	373	3	4	0	2	2	1	0	0	40	6	4	0	19	8	10	1	3	34	10	10	5	0	2	10	8	5	7	8	2	6	3	3	51	23	16	19	24	24					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	264	1	0	1	1	4	0	1	0	3	2	9	1	11	1	3	2	1	6	2	7	3	1	3	2	8	3	3	2	5	1	4	0	135	8	17	2	11	0					
14	Число погашенных неиспользованных открепительных удостоверений	21	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	1.Политическая партия «Аграрная партия России»	141	10	0	0	0	0	0	1	0	0	10	4	0	15	1	3	2	2	0	4	0	2	2	0	5	0	1	2	3	0	1	0	0	0	6	14	35	9	9					
		0.65%	3.69%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	2.15%	1.07%	0.00%	0.80%	0.31%	0.64%	1.16%	0.90%	0.00%	0.46%	0.00%	0.40%	0.55%	0.00%	0.96%	0.00%	0.64%	0.52%	1.06%	0.00%	0.50%	0.00%	0.00%	0.00%	0.49%	1.09%	2.27%	0.63%	0.73%					
19	2.Всероссийская политическая партия «Гражданская Сила»	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	1	0	7	3					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.43%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.41%	0.08%	0.00%	0.49%	0.24%					
20	3.Политическая партия «Демократическая партия России»	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	1	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.07%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	988	3	3	2	3	2	1	1	0	13	33	14	4	122	12	10	9	9	71	8	6	42	7	7	31	5	2	7	6	8	0	11	3	73	69	150	61	77	103					
		4.59%	1.11%	0.71%	2.86%	1.76%	1.00%	1.11%	1.11%	0.00%	2.36%	7.08%	3.74%	4.17%	6.49%	3.68%	2.14%	5.23%	4.05%	4.65%	0.91%	0.98%	8.43%	1.92%	1.20%	5.96%	1.70%	1.28%	1.82%	2.12%	3.85%	0.00%	2.53%	1.16%	4.42%	5.62%	11.63%	3.95%	5.36%	8.33%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.07%	0.08%					
23	6.Политическая партия «Партия социальной справедливости»	57	0	0	0	0	0	0	0	0	0	19	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	1					
