Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Мокшанская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773					
1	"Число избирателей, внесенных в список избирателей"	22818	241	467	163	292	690	524	439	1840	341	477	132	211	1320	927	581	511	339	532	525	285	148	368	354	278	213	429	259	1826	1566	1771	1634	1563	1572					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23341	248	481	168	299	711	536	451	1885	350	494	138	226	1653	915	573	528	367	549	549	298	162	382	377	297	224	441	272	1713	1481	1703	1700	1585	1585					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15684	186	380	133	254	430	348	327	1377	278	367	102	147	1155	715	504	323	315	472	408	174	94	196	284	192	154	327	217	1021	845	998	1316	842	803					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1742	52	37	15	12	48	47	25	150	21	45	3	17	165	35	28	103	4	28	56	65	29	137	43	31	15	24	8	120	100	79	43	65	92					
6	Число погашенных избирательных бюллетеней	5915	10	64	20	33	233	141	99	358	51	82	33	62	333	165	41	102	48	49	85	59	39	49	50	74	55	90	47	572	536	626	341	678	690					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1742	52	37	15	12	48	47	25	150	21	45	3	17	165	35	28	103	4	28	56	65	29	137	43	31	15	24	8	120	100	79	43	65	92					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15683	186	380	133	254	430	348	327	1377	278	367	102	147	1155	715	504	323	315	472	407	174	94	196	284	192	154	327	217	1021	845	998	1316	842	803					
9	Число недействительных избирательных бюллетеней	180	0	1	5	0	0	3	4	7	1	3	0	3	36	0	8	6	0	2	5	0	6	0	17	0	0	7	15	13	9	9	8	6	6					
10	Число действительных избирательных бюллетеней	17245	238	416	143	266	478	392	348	1520	298	409	105	161	1284	750	524	420	319	498	458	239	117	333	310	223	169	344	210	1128	936	1068	1351	901	889					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	378	5	10	5	5	10	7	7	20	5	5	5	5	30	15	10	10	5	8	15	5	5	8	8	5	5	5	5	25	25	25	25	25	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	144	1	2	0	0	5	3	4	9	2	2	0	1	19	11	0	10	1	0	4	1	0	2	2	2	1	1	1	15	15	6	3	17	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	81	1	1	1	0	1	0	2	4	0	1	0	1	7	6	6	3	0	3	2	1	0	1	1	0	1	6	0	13	7	3	2	6	1					
14	Число погашенных неиспользованных открепительных удостоверений	234	4	8	5	5	5	4	3	11	3	3	5	4	11	4	10	0	4	8	11	4	5	6	6	3	4	4	4	10	10	19	22	8	21					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1176	5	47	3	17	36	35	21	95	18	30	3	16	134	20	29	35	5	27	15	15	9	23	7	17	6	22	6	88	70	105	67	85	65					
