Выборы Президента Российской Федерации																																															
Дата голосования: 02.03.2008																																															
																																															
Наименование Избирательной комиссии:    Выселковская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
	Число участковых избирательных комиссий	40																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																													
																																															
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840					
1	"Число избирателей, включенных в списки избирателей"	45384	1602	637	501	596	496	1474	1588	1852	408	1262	1019	332	1795	1639	2266	1044	1491	2442	2392	543	372	2102	1637	298	357	796	995	909	1300	1015	196	888	238	577	1921	1327	1363	1576	884	1254					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	45245	1580	640	520	590	500	1470	1600	1900	430	1230	990	320	1770	1600	2120	1040	1450	2400	2370	530	360	2090	1650	300	360	800	1000	900	1320	1010	195	890	240	580	1930	1360	1400	1620	890	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	35237	1396	573	359	463	415	898	1113	1465	266	934	841	265	1367	998	1677	806	1143	1894	1831	395	221	1672	1097	247	302	741	843	804	1182	852	167	608	196	352	1537	1170	1106	1294	797	950					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	5351	124	29	95	75	32	390	234	234	100	165	125	55	168	316	296	106	155	257	303	123	106	141	313	35	23	25	85	18	39	24	18	244	29	157	147	90	122	148	54	151					
6	Число погашенных избирательных бюллетеней	4657	60	38	66	52	53	182	253	201	64	131	24	0	235	286	147	128	152	249	236	12	33	277	240	18	35	34	72	78	99	134	10	38	15	71	246	100	172	178	39	199					
