Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Нижнесалдинская городская																	
																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																	
																	
		Сумма	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138					
1	"Число избирателей, внесенных в списки"	14904	2985	2963	2949	1943	1190	418	1839	314	224	79					
2	"Число бюллетеней, полученных участковыми комиссиями"	13360	2690	2670	2660	1710	1070	375	1640	280	195	70					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5936	1279	1287	1286	666	420	153	588	136	88	33					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	361	26	40	26	154	43	9	32	1	21	9					
6	Число погашенных бюллетеней	7063	1385	1343	1348	890	607	213	1020	143	86	28					
7	Число бюллетеней в переносных ящиках для голосования	361	26	40	26	154	43	9	32	1	21	9					
8	Число бюллетеней в стационарных ящиках для голосования	5929	1272	1287	1286	666	420	153	588	136	88	33					
9	Число недействительных бюллетеней	109	19	21	10	13	11	11	15	3	6	0					
10	Число действительных бюллетеней	6181	1279	1306	1302	807	452	151	605	134	103	42					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	186	30	30	30	20	15	10	20	10	10	11					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	12	2	6	1	0	0	0	0	0	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	28	1	3	4	4	3	0	4	1	5	3					
14	Число погашенных открепительных удостоверений	174	28	24	29	20	15	10	20	10	8	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
																	
18	"1. ""ЕДИНЕНИЕ"""	72	17	8	20	4	6	1	7	3	5	1					
		1.14%	1.30%	0.60%	1.52%	0.48%	1.29%	0.61%	1.12%	2.18%	4.58%	2.38%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	153	30	39	49	17	7	3	4	3	1	0					
		2.43%	2.31%	2.93%	3.73%	2.07%	1.51%	1.85%	0.64%	2.18%	0.91%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	310	88	49	62	41	23	5	34	3	4	1					
		4.92%	6.77%	3.69%	4.72%	5.0%	4.96%	3.08%	5.48%	2.18%	3.66%	2.38%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	390	78	82	112	42	18	7	39	7	5	0					
		6.20%	6.00%	6.17%	8.53%	5.12%	3.88%	4.32%	6.29%	5.10%	4.58%	0.0%					
22	"5. ""За Русь Святую"""	38	16	4	8	1	3	1	4	0	1	0					
		0.60%	1.23%	0.30%	0.60%	0.12%	0.64%	0.61%	0.64%	0.0%	0.91%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	62	8	15	10	12	8	1	2	3	3	0					
		0.98%	0.61%	1.13%	0.76%	1.46%	1.72%	0.61%	0.32%	2.18%	2.75%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	45	8	8	10	7	8	1	1	0	0	2					
		0.71%	0.61%	0.60%	0.76%	0.85%	1.72%	0.61%	0.16%	0.0%	0.0%	4.76%					
25	"8. ""Народно-республиканская партия России"""	14	4	1	1	2	1	0	3	0	1	1					
		0.22%	0.30%	0.07%	0.07%	0.24%	0.21%	0.0%	0.48%	0.0%	0.91%	2.38%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	7	2	4	5	0	0	1	1	1	0					
		0.33%	0.53%	0.15%	0.30%	0.60%	0.0%	0.0%	0.16%	0.72%	0.91%	0.0%					
27	"10. ""Аграрная партия России"""	143	23	32	34	14	6	1	9	16	4	4					
		2.27%	1.77%	2.41%	2.59%	1.70%	1.29%	0.61%	1.45%	11.67%	3.66%	9.52%					
28	"11. ""Истинные патриоты России"""	6	1	2	0	1	2	0	0	0	0	0					
		0.09%	0.07%	0.15%	0.0%	0.12%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	68	14	17	17	3	5	2	6	0	4	0					
		1.08%	1.07%	1.28%	1.29%	0.36%	1.07%	1.23%	0.96%	0.0%	3.66%	0.0%					
30	"13. ""Демократическая партия России"""	19	5	4	5	1	1	0	2	0	0	1					
		0.30%	0.38%	0.30%	0.38%	0.12%	0.21%	0.0%	0.32%	0.0%	0.0%	2.38%					
31	"14. ""Великая Россия - Евразийский Союз"""	12	4	1	1	1	1	1	3	0	0	0					
		0.19%	0.30%	0.07%	0.07%	0.12%	0.21%	0.61%	0.48%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	2	1	0	0	0	0	0	0	0	1	0					
		0.03%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.91%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	486	112	116	109	58	28	6	45	9	3	0					
		7.72%	8.62%	8.74%	8.30%	7.07%	6.04%	3.70%	7.25%	6.56%	2.75%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	17	7	2	0	2	2	0	1	2	1	0					
		0.27%	0.53%	0.15%	0.0%	0.24%	0.43%	0.0%	0.16%	1.45%	0.91%	0.0%					
35	"18. ""ЛДПР"""	1143	208	261	232	154	62	53	116	29	15	13					
		18.17%	16.02%	19.66%	17.68%	18.78%	13.39%	32.71%	18.70%	21.16%	13.76%	30.95%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	273	66	64	55	26	18	2	27	3	9	3					
		4.34%	5.08%	4.82%	4.19%	3.17%	3.88%	1.23%	4.35%	2.18%	8.25%	7.14%					
37	"20. ""Политическая партия ""Единая Россия"""	1746	355	341	328	233	166	40	207	35	31	10					
		27.75%	27.34%	25.69%	24.99%	28.41%	35.85%	24.69%	33.38%	25.54%	28.44%	23.80%					
38	"21. ""Российская Конституционно-демократическая партия"""	18	2	3	5	3	1	0	0	3	0	1					
		0.28%	0.15%	0.22%	0.38%	0.36%	0.21%	0.0%	0.0%	2.18%	0.0%	2.38%					
39	"22. ""Развитие предпринимательства"""	9	3	3	0	1	0	0	2	0	0	0					
		0.14%	0.23%	0.22%	0.0%	0.12%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	942	165	206	210	154	77	26	77	11	11	5					
		14.97%	12.71%	15.52%	16.00%	18.78%	16.63%	16.04%	12.41%	8.02%	10.09%	11.90%					
																	
41	Против всех	192	57	46	30	25	9	1	15	6	3	0					
		3.05%	4.39%	3.46%	2.28%	3.04%	1.94%	0.61%	2.41%	4.37%	2.75%	0.0%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
