Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Дербентская городская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №1917									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	68991	1675	1156	1509	1525	1640	3086	1351	1036	1551	1610	2723	1984	1283	1565	2622	2144	2540	1553	1876	2201	2204	2251	3014	2692	1390	1450	1556	2182	1040	1100	1744	2062	1356	1647	2422	2138	2113									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	66550	1600	1100	1400	1500	1600	2900	1300	1000	1500	1600	2700	1900	1200	1500	2600	2100	2500	1500	1800	2100	2100	2200	2900	2600	1350	1400	1500	2100	1000	1100	1700	2000	1300	1600	2300	2000	2000									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	63457	1595	1095	1238	1293	1590	2570	1200	960	1499	1583	2695	1825	1192	1464	2595	2080	2500	1485	1789	2094	1880	2102	2900	2588	1345	1324	1478	2083	975	898	777	1973	1077	1548	2200	1976	1991									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	841	0	0	3	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	812	0	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	2252	5	5	159	207	10	330	100	40	1	0	5	75	8	36	5	20	0	15	11	6	220	98	0	11	5	76	22	17	25	194	111	27	223	52	100	24	9									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	841	0	0	3	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	812	0	0	0	0	0	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	63275	1595	1095	1238	1293	1590	2570	1158	820	1499	1583	2695	1825	1192	1464	2595	2080	2500	1485	1789	2094	1880	2102	2900	2588	1345	1324	1478	2083	975	898	777	1973	1077	1548	2200	1976	1991									
9	Число недействительных избирательных бюллетеней	252	0	0	15	10	0	0	95	25	0	0	0	6	8	3	0	0	0	0	0	0	0	2	0	0	11	18	0	0	0	16	34	0	9	0	0	0	0									
10	Число действительных избирательных бюллетеней	63864	1595	1095	1226	1283	1590	2570	1063	795	1499	1600	2695	1819	1184	1461	2595	2080	2500	1485	1789	2094	1880	2100	2900	2589	1334	1306	1478	2083	975	890	1555	1973	1068	1548	2200	1976	1991									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	271	5	6	5	4	6	67	6	6	5	6	6	5	6	6	6	6	5	6	4	6	6	6	6	5	6	6	6	6	5	6	5	6	6	6	6	6	6									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	14	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	1	0	0	0	1	0	0	1	0	0	0	0	2	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	257	5	6	4	3	5	66	6	6	5	6	6	5	6	6	5	5	5	6	4	6	5	6	4	4	6	6	6	5	5	6	4	6	6	6	6	4	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	2	0	1	2	0	12	0	0	1	0	1	1	0	0	0	0	1	0	2	0	0	0	0	3	0	0	0	0	1	0	1	1	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	50	0	0	3	0	0	0	2	6	0	0	0	4	0	0	0	0	0	0	3	1	0	0	1	0	0	6	0	0	0	3	7	0	4	3	0	0	7									
		0.08%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.17%	0.73%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.05%	0.00%	0.00%	0.03%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.33%	0.44%	0.00%	0.37%	0.19%	0.00%	0.00%	0.35%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	270	6	1	6	3	0	0	7	7	0	4	11	37	0	0	0	3	110	0	2	4	0	0	3	5	5	6	0	5	0	3	13	4	5	5	14	0	1									
		0.42%	0.38%	0.09%	0.48%	0.23%	0.00%	0.00%	0.60%	0.85%	0.00%	0.25%	0.41%	2.03%	0.00%	0.00%	0.00%	0.14%	4.40%	0.00%	0.11%	0.19%	0.00%	0.00%	0.10%	0.19%	0.37%	0.45%	0.00%	0.24%	0.00%	0.33%	0.82%	0.20%	0.46%	0.32%	0.64%	0.00%	0.05%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	94	0	12	2	9	0	0	3	2	0	2	2	0	0	0	0	0	0	5	0	2	0	0	1	3	13	6	0	3	0	4	11	0	3	3	8	0	0									
		0.15%	0.00%	1.10%	0.16%	0.70%	0.00%	0.00%	0.26%	0.24%	0.00%	0.13%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.10%	0.00%	0.00%	0.03%	0.12%	0.97%	0.45%	0.00%	0.14%	0.00%	0.44%	0.69%	0.00%	0.28%	0.19%	0.36%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	57235	1407	1064	1187	1144	1497	2367	946	636	1411	1385	2412	1559	1152	1320	2430	1864	2220	1302	1690	1816	1670	1803	2547	2275	1094	1200	1331	1837	850	765	1360	1726	859	1390	2020	1826	1873									
		89.27%	88.21%	97.17%	95.65%	88.48%	94.15%	92.10%	81.69%	77.56%	94.13%	86.56%	89.50%	85.42%	96.64%	90.16%	93.64%	89.62%	88.80%	87.68%	94.47%	86.72%	88.83%	85.78%	87.83%	87.87%	81.34%	90.63%	90.05%	88.19%	87.18%	84.44%	85.59%	87.48%	79.76%	89.79%	91.82%	92.41%	94.07%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	27	0	1	3	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	1	0	1	5	0	1	0	2	0	0									
