Выборы Президента Российской Федерации																							
																							
Наименование Избирательной комиссии:    Нестеровская																							
																							
Итоги голосования 																							
																							
		Сумма	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376					
1	"Число избирателей, внесенных в список"	11908	2101	2050	885	349	334	483	536	560	965	176	464	576	404	894	506	625					
2	Число полученных избирательных бюллетеней	12000	2000	2000	900	350	350	500	550	550	1000	180	500	600	400	950	520	650					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7329	1252	1103	577	219	230	322	345	355	503	146	313	385	274	546	342	417					
5	"Число избирательных бюллетеней, выданных вне помещения"	352	12	59	22	6	8	15	11	34	12	12	74	22	3	16	20	26					
6	Число погашенных избирательных бюллетеней	4319	736	838	301	125	112	163	194	161	485	22	113	193	123	388	158	207					
7	Число избирательных бюллетеней в переносных ящиках	352	12	59	22	6	8	15	11	34	12	12	74	22	3	16	20	26					
8	Число бюллетеней в стационарных ящиках для голосования	7328	1252	1102	577	219	230	322	345	355	503	146	313	385	274	546	342	417					
9	Число недействительных избирательных бюллетеней	58	7	7	5	3	1	1	5	6	1	1	3	1	3	8	3	3					
10	Число действительных избирательных бюллетеней	7622	1257	1154	594	222	237	336	351	383	514	157	384	406	274	554	359	440					
11	Число полученных открепительных  удостоверений	167	20	20	16	5	5	7	12	7	9	4	18	14	5	9	7	9					
12	Число выданных открепительных удостоверений	87	14	14	9	1	3	2	6	1	2	0	12	11	2	2	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	62	20	2	10	1	0	2	1	1	1	3	4	2	10	1	2	2					
14	Число неиспользованных открепительных удостоверений	80	6	6	7	4	2	5	6	6	7	4	6	3	3	7	4	4					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																							
18	. Глазьев Сергей Юрьевич	170	39	46	6	5	4	7	8	14	12	0	1	3	5	11	6	3					
		2.21%	3.09%	3.96%	1.00%	2.22%	1.68%	2.08%	2.25%	3.60%	2.33%	0.00%	0.26%	0.74%	1.81%	1.96%	1.66%	0.68%					
19	. Малышкин Олег Александрович	173	27	29	12	7	2	8	2	11	13	2	14	5	5	15	8	13					
		2.25%	2.14%	2.50%	2.00%	3.11%	0.84%	2.37%	0.56%	2.83%	2.52%	1.27%	3.62%	1.23%	1.81%	2.67%	2.21%	2.93%					
20	. Миронов Сергей Михайлович	51	5	14	4	3	1	3	1	4	5	1	3	0	1	3	1	2					
		0.66%	0.40%	1.21%	0.67%	1.33%	0.42%	0.89%	0.28%	1.03%	0.97%	0.63%	0.78%	0.00%	0.36%	0.53%	0.28%	0.45%					
21	. Путин Владимир Владимирович	6263	981	846	511	187	199	276	315	325	437	130	303	348	240	479	302	384					
		81.55%	77.61%	72.87%	85.31%	83.11%	83.61%	81.90%	88.48%	83.55%	84.85%	82.28%	78.29%	85.50%	86.64%	85.23%	83.43%	86.68%					
22	. Хакамада Ирина Муцуовна	132	30	26	9	1	2	13	4	3	7	6	5	4	6	6	8	2					
		1.72%	2.37%	2.24%	1.50%	0.44%	0.84%	3.86%	1.12%	0.77%	1.36%	3.80%	1.29%	0.98%	2.17%	1.07%	2.21%	0.45%					
23	. Харитонов Николай Михайлович	700	142	162	38	15	26	25	18	21	33	13	54	43	14	33	31	32					
		9.11%	11.23%	13.95%	6.34%	6.67%	10.92%	7.42%	5.06%	5.40%	6.41%	8.23%	13.95%	10.57%	5.05%	5.87%	8.56%	7.22%					
																							
24	Против всех	133	33	31	14	4	3	4	3	5	7	5	4	3	3	7	3	4					
		1.73%	2.61%	2.67%	2.34%	1.78%	1.26%	1.19%	0.84%	1.29%	1.36%	3.16%	1.03%	0.74%	1.08%	1.25%	0.83%	0.90%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
