Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Нефтекумская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871					
1	"Число избирателей, внесенных в списки избирателей"	46144	2170	2084	2079	1910	1886	1954	1939	2350	1928	1217	1584	1171	680	906	484	432	859	1076	455	2086	1738	200	2089	226	1730	245	403	249	535	1790	1793	429	768	178	1978	1974	569					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	45700	2200	2100	2050	1900	1900	1950	1950	2250	1900	1200	1550	1150	650	900	450	400	850	1050	450	2100	1750	200	2100	200	1750	250	400	250	500	1800	1800	400	750	150	2000	1950	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23796	887	949	1007	1104	1093	1049	1013	1298	1004	528	760	549	360	517	291	264	431	445	165	1037	872	138	884	115	958	171	217	160	337	915	900	243	572	144	947	1138	334					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1771	67	75	39	29	35	45	64	57	37	57	63	24	14	13	47	45	53	109	55	207	159	11	113	12	57	8	25	15	18	18	24	43	12	0	65	50	6					
6	Число погашенных избирательных бюллетеней	20133	1246	1076	1004	767	772	856	873	895	859	615	727	577	276	370	112	91	366	496	230	856	719	51	1103	73	735	71	158	75	145	867	876	114	166	6	988	762	160					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1771	67	75	39	29	35	45	64	57	37	57	63	24	14	13	47	45	53	109	55	207	159	11	113	12	57	8	25	15	18	18	24	43	12	0	65	50	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23757	887	949	1007	1104	1093	1049	1013	1298	967	528	760	549	360	517	291	263	431	445	165	1037	872	138	884	115	958	171	217	160	337	915	900	243	572	144	947	1137	334					
9	Число недействительных избирательных бюллетеней	247	11	17	13	12	10	8	8	11	13	5	5	6	4	3	1	10	2	10	1	24	12	2	7	1	8	2	0	3	0	9	14	1	5	2	0	3	4					
10	Число действительных избирательных бюллетеней	25281	943	1007	1033	1121	1118	1086	1069	1344	991	580	818	567	370	527	337	298	482	544	219	1220	1019	147	990	126	1007	177	242	172	355	924	910	285	579	142	1012	1184	336					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	440	15	20	20	15	20	20	20	55	20	10	10	10	5	10	5	5	25	10	5	15	10	5	10	5	10	5	5	5	10	10	10	5	5	5	10	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	261	5	9	16	9	12	9	9	51	10	6	5	10	4	1	2	1	23	10	1	14	6	0	10	0	7	2	0	1	7	3	8	1	2	0	6	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	105	1	4	3	4	5	6	1	5	20	1	3	4	3	1	1	0	7	3	0	5	0	0	8	1	1	1	1	2	3	1	3	0	0	0	1	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	179	10	11	4	6	8	11	11	4	10	4	5	0	1	9	3	4	2	0	4	1	4	5	0	5	3	3	5	4	3	7	2	4	3	5	4	9	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	2	0	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	310	9	14	17	21	11	11	14	9	21	12	8	3	1	4	2	0	4	8	0	22	15	0	17	1	9	2	0	0	2	22	13	6	3	0	12	14	3					
		1.21%	0.94%	1.37%	1.63%	1.85%	0.98%	1.01%	1.30%	0.66%	2.09%	2.05%	0.97%	0.52%	0.27%	0.75%	0.59%	0.00%	0.83%	1.44%	0.00%	1.77%	1.45%	0.00%	1.71%	0.79%	0.89%	1.12%	0.00%	0.00%	0.56%	2.36%	1.41%	2.10%	0.51%	0.00%	1.19%	1.18%	0.88%					
19	2.Всероссийская политическая партия «Гражданская Сила»	99	6	2	13	8	6	9	5	5	8	1	1	2	1	2	3	1	1	0	0	4	4	0	3	0	2	2	0	0	0	1	2	0	1	1	3	1	1					
