12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																												
13	Бабурин Сергей Николаевич	840	4	4	12	9	9	14	14	10	16	11	5	4	8	11	3	7	5	2	12	5	11	7	2	13	12	9	9	10	5	4	10	9	10	11	5	4	8	13	12	16	15	14	14	8	9	7	7	8	6	7	0	4	4	8	3	2	8	6	4	10	14	3	6	11	5	7	7	11	18	8	3	5	5	4	9	7	7	10	16	8	9	10	5	3	11	6	10	11	22	7	18	5	10	0	1	2	0	2	0	0	1	0	0	0	3	1	0	7	10	3	6	16	8									
		0.76%	0.57%	0.90%	0.74%	0.53%	1.44%	1.09%	0.88%	0.96%	1.39%	0.71%	1.02%	0.56%	0.62%	0.93%	0.65%	0.74%	0.40%	0.19%	1.07%	0.37%	0.75%	0.97%	0.50%	0.94%	0.85%	0.63%	0.74%	0.88%	0.64%	0.27%	0.65%	0.59%	0.85%	0.90%	0.57%	0.55%	0.46%	0.89%	0.76%	1.01%	0.94%	0.84%	0.93%	0.46%	0.61%	0.54%	0.58%	0.57%	0.44%	0.85%	0.00%	0.45%	0.30%	0.71%	0.49%	0.48%	1.32%	0.45%	0.91%	1.09%	1.51%	0.40%	0.78%	0.74%	0.73%	0.62%	0.70%	0.83%	1.52%	0.72%	0.56%	0.63%	1.39%	0.85%	1.36%	0.75%	0.67%	1.06%	1.49%	0.63%	0.63%	1.72%	0.80%	0.52%	0.77%	0.72%	0.56%	0.62%	1.55%	1.18%	1.20%	0.74%	0.86%	0.00%	1.27%	2.33%	0.00%	3.28%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.73%	0.50%	0.00%	0.52%	1.07%	0.23%	0.42%	0.95%	0.58%									
14	Грудинин Павел Николаевич	13035	70	61	208	190	87	131	174	131	124	110	54	56	160	147	53	120	135	142	161	151	180	76	25	162	156	153	128	98	92	175	186	149	108	120	102	77	226	163	184	193	178	199	198	232	162	140	129	154	138	107	7	106	143	115	53	45	71	185	53	126	98	99	81	192	83	129	127	161	158	159	74	105	28	67	90	124	114	111	119	162	182	58	66	74	193	109	257	231	214	79	213	74	148	10	2	6	13	5	11	9	9	5	8	4	35	7	9	159	116	155	157	213	164									
		11.72%	9.99%	13.71%	12.76%	11.24%	13.90%	10.22%	10.96%	12.58%	10.75%	7.07%	11.04%	7.91%	12.37%	12.43%	11.45%	12.63%	10.89%	13.27%	14.41%	11.19%	12.27%	10.56%	6.25%	11.75%	11.06%	10.68%	10.47%	8.66%	11.78%	11.60%	12.17%	9.74%	9.23%	9.85%	11.71%	10.52%	12.90%	11.16%	11.72%	12.19%	11.11%	11.92%	13.14%	13.30%	10.98%	10.89%	10.73%	11.02%	10.04%	12.92%	3.04%	11.92%	10.66%	10.19%	8.67%	10.82%	11.74%	13.78%	12.02%	13.73%	10.57%	13.06%	10.53%	12.99%	12.10%	11.42%	12.61%	12.11%	13.38%	14.36%	13.78%	13.31%	7.78%	14.23%	13.60%	13.29%	10.96%	11.82%	11.11%	12.76%	12.80%	9.98%	10.53%	12.82%	13.44%	12.99%	14.33%	13.11%	15.12%	13.32%	14.21%	10.96%	12.69%	4.63%	2.53%	6.98%	17.57%	8.20%	9.02%	7.83%	9.47%	5.15%	7.08%	9.52%	8.52%	3.50%	8.57%	11.70%	12.46%	11.68%	11.01%	12.61%	11.94%									
15	Жириновский Владимир Вольфович	5619	48	17	87	105	34	70	76	42	68	207	27	32	60	56	35	50	55	46	40	71	93	42	36	70	88	88	73	64	52	77	84	71	61	80	50	52	87	87	87	92	92	69	62	78	82	67	72	98	64	46	7	44	61	69	29	19	21	39	16	35	36	34	43	55	32	56	47	50	34	40	23	35	19	23	37	38	44	41	59	58	60	37	34	20	66	32	69	77	41	25	41	30	46	12	6	3	2	1	5	15	5	6	9	1	19	10	8	73	42	53	73	88	76									
		5.05%	6.85%	3.82%	5.34%	6.21%	5.43%	5.46%	4.79%	4.03%	5.90%	13.30%	5.52%	4.52%	4.64%	4.73%	7.56%	5.26%	4.44%	4.30%	3.58%	5.26%	6.34%	5.83%	9.00%	5.08%	6.24%	6.14%	5.97%	5.65%	6.66%	5.11%	5.50%	4.64%	5.21%	6.57%	5.74%	7.10%	4.97%	5.96%	5.54%	5.81%	5.74%	4.13%	4.11%	4.47%	5.56%	5.21%	5.99%	7.01%	4.66%	5.56%	3.04%	4.95%	4.55%	6.11%	4.75%	4.57%	3.47%	2.90%	3.63%	3.81%	3.88%	4.49%	5.59%	3.72%	4.66%	4.96%	4.67%	3.76%	2.88%	3.61%	4.28%	4.44%	5.28%	4.88%	5.59%	4.07%	4.23%	4.37%	5.51%	4.57%	4.22%	6.37%	5.42%	3.47%	4.60%	3.81%	3.85%	4.37%	2.90%	4.22%	2.74%	4.44%	3.95%	5.56%	7.59%	3.49%	2.70%	1.64%	4.10%	13.04%	5.26%	6.19%	7.96%	2.38%	4.62%	5.00%	7.62%	5.37%	4.51%	3.99%	5.12%	5.21%	5.53%									
16	Путин Владимир Владимирович	86511	557	336	1251	1310	480	1010	1255	785	877	1105	387	582	1013	917	354	724	996	850	854	1064	1122	565	329	1077	1099	1120	972	910	601	1187	1186	1251	945	957	682	566	1354	1125	1211	1224	1257	1307	1172	1342	1159	1009	948	1075	1121	643	215	698	1077	896	507	333	479	1014	339	700	717	578	587	1133	542	877	774	1029	874	831	388	596	274	352	504	729	822	730	815	980	1076	448	493	450	1095	652	1354	1346	1046	462	1156	545	898	190	67	72	58	53	102	80	77	84	93	35	345	175	82	1066	722	1064	1138	1310	1064									
		77.80%	79.46%	75.51%	76.75%	77.47%	76.68%	78.78%	79.03%	75.41%	76.06%	71.02%	79.14%	82.20%	78.34%	77.51%	76.46%	76.21%	80.32%	79.44%	76.45%	78.81%	76.48%	78.47%	82.25%	78.10%	77.94%	78.16%	79.54%	80.39%	76.95%	78.71%	77.62%	81.76%	80.77%	78.57%	78.30%	77.32%	77.28%	77.05%	77.13%	77.32%	78.46%	78.31%	77.77%	76.95%	78.52%	78.52%	78.87%	76.90%	81.59%	77.66%	93.48%	78.52%	80.25%	79.36%	82.98%	80.05%	79.17%	75.50%	76.87%	76.25%	77.35%	76.25%	76.33%	76.66%	79.01%	77.61%	76.86%	77.43%	74.01%	75.07%	72.25%	75.54%	76.11%	74.73%	76.13%	78.14%	79.04%	77.74%	76.10%	77.17%	75.67%	77.11%	78.63%	77.99%	76.25%	77.71%	75.52%	76.39%	73.92%	77.91%	77.12%	80.74%	77.02%	87.96%	84.81%	83.72%	78.38%	86.89%	83.61%	69.57%	81.05%	86.60%	82.30%	83.33%	83.94%	87.50%	78.10%	78.44%	77.55%	80.18%	79.80%	77.56%	77.44%									
17	Собчак Ксения Анатольевна	1850	8	10	27	27	5	23	17	19	22	67	5	18	19	22	7	13	12	10	24	22	26	11	4	12	18	16	19	19	13	23	22	11	14	14	10	15	28	22	21	15	13	27	23	27	27	25	11	19	14	9	1	12	17	18	10	5	4	44	8	20	20	11	23	33	9	28	17	24	36	34	16	18	14	10	6	7	19	9	22	19	35	12	9	11	21	12	49	30	46	11	18	6	21	0	1	3	0	0	2	3	1	0	1	2	1	1	4	26	17	19	19	30	20									
		1.66%	1.14%	2.25%	1.66%	1.60%	0.80%	1.79%	1.07%	1.83%	1.91%	4.31%	1.02%	2.54%	1.47%	1.86%	1.51%	1.37%	0.97%	0.93%	2.15%	1.63%	1.77%	1.53%	1.00%	0.87%	1.28%	1.12%	1.55%	1.68%	1.66%	1.53%	1.44%	0.72%	1.20%	1.15%	1.15%	2.05%	1.60%	1.51%	1.34%	0.95%	0.81%	1.62%	1.53%	1.55%	1.83%	1.95%	0.92%	1.36%	1.02%	1.09%	0.43%	1.35%	1.27%	1.59%	1.64%	1.20%	0.66%	3.28%	1.81%	2.18%	2.16%	1.45%	2.99%	2.23%	1.31%	2.48%	1.69%	1.81%	3.05%	3.07%	2.98%	2.28%	3.89%	2.12%	0.91%	0.75%	1.83%	0.96%	2.05%	1.50%	2.46%	2.07%	1.44%	1.91%	1.46%	1.43%	2.73%	1.70%	3.25%	1.85%	1.20%	0.89%	1.80%	0.00%	1.27%	3.49%	0.00%	0.00%	1.64%	2.61%	1.05%	0.00%	0.88%	4.76%	0.24%	0.50%	3.81%	1.91%	1.83%	1.43%	1.33%	1.78%	1.46%									
18	Сурайкин Максим Александрович	670	1	0	8	10	2	8	6	12	11	12	3	5	5	4	2	8	10	5	4	13	4	2	1	10	7	14	3	11	6	6	7	10	5	10	7	6	8	10	13	12	7	7	7	10	13	9	7	9	6	2	0	7	9	9	4	1	2	3	5	6	7	2	8	7	5	6	5	10	6	8	3	3	5	4	5	10	12	5	6	7	11	5	3	6	9	2	7	15	10	3	14	7	15	3	0	0	0	0	0	0	1	1	0	0	1	1	1	3	2	5	8	4	5									
		0.60%	0.14%	0.00%	0.49%	0.59%	0.32%	0.62%	0.38%	1.15%	0.95%	0.77%	0.61%	0.71%	0.39%	0.34%	0.43%	0.84%	0.81%	0.47%	0.36%	0.96%	0.27%	0.28%	0.25%	0.73%	0.50%	0.98%	0.25%	0.97%	0.77%	0.40%	0.46%	0.65%	0.43%	0.82%	0.80%	0.82%	0.46%	0.68%	0.83%	0.76%	0.44%	0.42%	0.46%	0.57%	0.88%	0.70%	0.58%	0.64%	0.44%	0.24%	0.00%	0.79%	0.67%	0.80%	0.65%	0.24%	0.33%	0.22%	1.13%	0.65%	0.76%	0.26%	1.04%	0.47%	0.73%	0.53%	0.50%	0.75%	0.51%	0.72%	0.56%	0.38%	1.39%	0.85%	0.76%	1.07%	1.15%	0.53%	0.56%	0.55%	0.77%	0.86%	0.48%	1.04%	0.63%	0.24%	0.39%	0.85%	0.71%	0.51%	0.93%	1.04%	1.29%	1.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	1.03%	0.00%	0.00%	0.24%	0.50%	0.95%	0.22%	0.21%	0.38%	0.56%	0.24%	0.36%									
19	Титов Борис Юрьевич	820	4	1	11	9	2	8	6	14	10	11	4	2	9	14	6	7	9	7	9	8	12	5	1	7	6	8	5	6	5	18	7	3	12	11	6	6	9	10	14	9	7	16	8	14	5	7	6	15	11	3	0	3	10	3	0	3	11	12	6	9	14	13	12	17	4	7	10	11	18	7	7	7	4	5	5	9	6	11	10	10	16	4	7	5	12	7	10	21	8	3	10	3	6	0	0	0	0	0	1	0	0	1	1	0	1	1	0	9	8	11	10	3	15									
		0.74%	0.57%	0.22%	0.67%	0.53%	0.32%	0.62%	0.38%	1.34%	0.87%	0.71%	0.82%	0.28%	0.70%	1.18%	1.30%	0.74%	0.73%	0.65%	0.81%	0.59%	0.82%	0.69%	0.25%	0.51%	0.43%	0.56%	0.41%	0.53%	0.64%	1.19%	0.46%	0.20%	1.03%	0.90%	0.69%	0.82%	0.51%	0.68%	0.89%	0.57%	0.44%	0.96%	0.53%	0.80%	0.34%	0.54%	0.50%	1.07%	0.80%	0.36%	0.00%	0.34%	0.75%	0.27%	0.00%	0.72%	1.82%	0.89%	1.36%	0.98%	1.51%	1.72%	1.56%	1.15%	0.58%	0.62%	0.99%	0.83%	1.52%	0.63%	1.30%	0.89%	1.11%	1.06%	0.76%	0.96%	0.58%	1.17%	0.93%	0.79%	1.13%	0.69%	1.12%	0.87%	0.84%	0.83%	0.56%	1.19%	0.57%	0.51%	0.67%	0.44%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	1.03%	0.88%	0.00%	0.24%	0.50%	0.00%	0.66%	0.86%	0.83%	0.70%	0.18%	1.09%									
20	Явлинский Григорий Алексеевич	906	3	6	14	14	4	7	28	14	15	8	1	5	12	8	2	11	5	6	10	6	8	2	0	15	11	12	8	9	1	5	12	13	7	4	4	3	12	8	9	6	15	15	14	18	12	7	11	4	1	5	0	7	11	3	0	4	5	27	3	6	15	6	6	20	2	17	10	20	24	10	14	15	2	6	2	3	9	15	13	13	14	5	3	5	16	7	26	11	16	2	13	2	10	0	1	0	0	0	1	0	0	0	0	0	3	2	0	4	4	10	9	11	13									
		0.81%	0.43%	1.35%	0.86%	0.83%	0.64%	0.55%	1.76%	1.34%	1.30%	0.51%	0.20%	0.71%	0.93%	0.68%	0.43%	1.16%	0.40%	0.56%	0.90%	0.44%	0.55%	0.28%	0.00%	1.09%	0.78%	0.84%	0.65%	0.80%	0.13%	0.33%	0.79%	0.85%	0.60%	0.33%	0.46%	0.41%	0.68%	0.55%	0.57%	0.38%	0.94%	0.90%	0.93%	1.03%	0.81%	0.54%	0.92%	0.29%	0.07%	0.60%	0.00%	0.79%	0.82%	0.27%	0.00%	0.96%	0.83%	2.01%	0.68%	0.65%	1.62%	0.79%	0.78%	1.35%	0.29%	1.50%	0.99%	1.50%	2.03%	0.90%	2.61%	1.90%	0.56%	1.27%	0.30%	0.32%	0.87%	1.60%	1.21%	1.02%	0.98%	0.86%	0.48%	0.87%	1.11%	0.83%	1.45%	0.62%	1.13%	0.34%	0.87%	0.30%	0.86%	0.00%	1.27%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	1.00%	0.00%	0.29%	0.43%	0.75%	0.63%	0.65%	0.95%									
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
