Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Кулундинская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1875					
1	"Число избирателей, внесенных в список"	19821	2594	2600	2694	2515	2452	615	134	854	252	249	366	259	1032	140	166	287	442	169	175	313	257	218	347	238	453					
2	Число полученных избирательных бюллетеней	18493	2370	2400	2450	2300	2250	610	135	830	245	240	360	245	950	144	158	290	435	166	175	280	250	210	340	230	430					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12090	1466	1462	1482	1362	1376	483	106	524	183	166	292	207	718	102	143	198	339	114	120	225	188	164	244	197	229					
5	"Число избирательных бюллетеней, выданных вне помещения"	672	54	72	37	52	87	45	10	57	6	27	27	0	26	21	6	1	13	3	11	24	19	8	17	12	37					
6	Число погашенных избирательных бюллетеней	5731	850	866	931	886	787	82	19	249	56	47	41	38	206	21	9	91	83	49	44	31	43	38	79	21	164					
7	Число избирательных бюллетеней в переносных ящиках	672	54	72	37	52	87	45	10	57	6	27	27	0	26	21	6	1	13	3	11	24	19	8	17	12	37					
8	Число бюллетеней в стационарных ящиках для голосования	12085	1465	1461	1482	1360	1376	483	106	524	183	166	292	207	717	102	143	198	339	114	120	225	188	164	244	197	229					
9	Число недействительных избирательных бюллетеней	114	8	10	18	16	10	2	0	4	1	2	3	1	8	1	4	0	2	0	2	1	4	3	7	4	3					
10	Число действительных избирательных бюллетеней	12643	1511	1523	1501	1396	1453	526	116	577	188	191	316	206	735	122	145	199	350	117	129	248	203	169	254	205	263					
11	Число полученных открепительных  удостоверений	297	20	20	20	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7					
12	Число выданных открепительных удостоверений	46	10	5	14	7	4	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	46	10	4	3	1	1	1	1	1	1	2	0	1	1	2	3	1	1	2	1	2	2	1	1	1	2					
14	Число неиспользованных открепительных удостоверений	251	10	15	6	13	16	9	10	10	10	9	10	10	10	10	10	10	9	10	10	10	8	9	10	10	7					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	398	49	53	52	53	65	14	1	14	2	8	5	1	29	2	4	5	11	2	3	3	2	6	1	5	8					
		3.12%	3.23%	3.46%	3.42%	3.75%	4.44%	2.65%	0.86%	2.41%	1.06%	4.15%	1.57%	0.48%	3.90%	1.63%	2.68%	2.51%	3.12%	1.71%	2.29%	1.20%	0.97%	3.49%	0.38%	2.39%	3.01%					
19	. Малышкин Олег Александрович	304	32	41	29	26	24	10	6	9	12	6	13	4	15	2	2	2	8	5	4	14	5	14	6	0	15					
		2.38%	2.11%	2.67%	1.91%	1.84%	1.64%	1.89%	5.17%	1.55%	6.35%	3.11%	4.08%	1.93%	2.02%	1.63%	1.34%	1.01%	2.27%	4.27%	3.05%	5.62%	2.42%	8.14%	2.30%	0.00%	5.64%					
20	. Миронов Сергей Михайлович	80	9	7	7	10	3	2	2	2	4	0	2	2	11	0	1	2	1	5	2	1	2	3	0	2	0					
		0.63%	0.59%	0.46%	0.46%	0.71%	0.21%	0.38%	1.72%	0.34%	2.12%	0.00%	0.63%	0.97%	1.48%	0.00%	0.67%	1.01%	0.28%	4.27%	1.53%	0.40%	0.97%	1.74%	0.00%	0.96%	0.00%					
21	. Путин Владимир Владимирович	9251	1073	1113	1084	1009	1022	399	93	396	127	133	189	162	520	102	110	164	281	96	103	206	155	107	215	178	214					
		72.52%	70.64%	72.60%	71.36%	71.46%	69.86%	75.57%	80.17%	68.16%	67.20%	68.91%	59.25%	78.26%	69.99%	82.93%	73.83%	82.41%	79.83%	82.05%	78.63%	82.73%	74.88%	62.21%	82.38%	85.17%	80.45%					
22	. Хакамада Ирина Муцуовна	166	26	22	22	20	14	10	0	3	3	1	1	2	13	1	3	3	6	3	1	3	1	2	3	2	1					
		1.30%	1.71%	1.44%	1.45%	1.42%	0.96%	1.89%	0.00%	0.52%	1.59%	0.52%	0.31%	0.97%	1.75%	0.81%	2.01%	1.51%	1.70%	2.56%	0.76%	1.20%	0.48%	1.16%	1.15%	0.96%	0.38%					
23	. Харитонов Николай Михайлович	2221	289	261	265	257	303	87	11	145	34	40	96	33	134	10	22	20	43	6	14	18	35	34	24	17	23					
		17.41%	19.03%	17.03%	17.45%	18.20%	20.71%	16.48%	9.48%	24.96%	17.99%	20.73%	30.09%	15.94%	18.03%	8.13%	14.77%	10.05%	12.22%	5.13%	10.69%	7.23%	16.91%	19.77%	9.20%	8.13%	8.65%					
																																
24	Против всех	223	33	26	42	21	22	4	3	8	6	3	10	2	13	5	3	3	0	0	2	3	3	3	5	1	2					
		1.75%	2.17%	1.70%	2.76%	1.49%	1.50%	0.76%	2.59%	1.38%	3.17%	1.55%	3.13%	0.97%	1.75%	4.07%	2.01%	1.51%	0.00%	0.00%	1.53%	1.20%	1.45%	1.74%	1.92%	0.48%	0.75%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
