Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Рутульская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214					
1	"Число избирателей, внесенных в списки"	13071	660	368	158	212	694	354	714	555	45	178	429	173	216	300	294	42	362	400	239	120	293	76	555	631	181	168	228	268	193	174	120	199	30	133	49	150	120	364	152	30	100	80	45	383	355	538	301	149	178	106	209					
2	"Число бюллетеней, полученных участковыми комиссиями"	12752	660	370	160	199	700	342	650	550	50	150	420	172	200	300	300	40	356	401	238	120	300	80	510	590	170	160	230	270	170	191	100	200	30	120	50	150	140	300	150	30	100	80	50	383	350	550	301	149	170	100	200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11164	660	368	157	184	690	295	637	546	40	116	400	154	179	290	280	40	350	390	220	100	235	76	478	562	170	160	228	215	170	156	67	182	22	113	44	122	106	270	128	30	100	80	45	383	335	184	88	149	170	0	0					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	0	0	0	25	6	20	0	0	0	0	0	0	15	29	0	0	0	100	200					
6	Число погашенных бюллетеней	1180	0	2	3	15	10	47	13	4	10	34	20	18	21	10	20	0	6	11	18	20	65	4	32	28	0	0	2	55	0	31	24	18	8	7	6	3	28	10	22	0	0	0	5	0	0	337	213	0	0	0	0					
7	Число бюллетеней в переносных ящиках для голосования	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	0	0	0	25	6	20	0	0	0	0	0	0	15	29	0	0	0	100	200					
8	Число бюллетеней в стационарных ящиках для голосования	11164	660	368	157	184	690	295	637	546	40	116	400	154	179	290	280	40	350	390	220	100	235	76	478	562	170	160	228	215	170	156	67	182	22	113	44	122	106	270	128	30	100	80	45	383	335	184	88	149	170	0	0					
9	Число недействительных бюллетеней	27	0	3	0	0	0	8	0	0	0	0	0	6	1	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0					
10	Число действительных бюллетеней	11545	660	365	157	184	690	287	637	546	40	116	400	148	178	290	280	40	350	390	220	99	232	76	478	561	170	160	228	215	170	160	76	182	22	112	44	147	111	290	127	30	100	80	45	383	350	212	88	149	170	100	200					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	62	0	2	2	1	2	2	1	2	0	2	2	2	2	2	2	0	2	0	0	0	2	0	2	2	2	0	2	2	2	2	0	2	0	2	0	2	0	2	2	0	0	0	0	2	2	2	2	0	0	0	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	62	0	2	2	1	2	2	1	2	0	2	2	2	2	2	2	0	2	0	0	0	2	0	2	2	2	0	2	2	2	2	0	2	0	2	0	2	0	2	2	0	0	0	0	2	2	2	2	0	0	0	2					
15	Число открепительных удостоверений выданных ТИК	4	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	"1. ""ЕДИНЕНИЕ"""	16	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	2	0	0	0	0					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.90%	1.0%	0.42%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	2.27%	0.0%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.85%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	49	0	0	0	0	0	0	0	0	0	0	0	13	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	5	0	0	0	0					
