Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Островская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510					
1	"Число избирателей, внесенных в списки избирателей"	10624	628	153	258	250	633	363	114	417	131	484	335	227	174	365	618	154	583	296	162	144	418	855	1478	701	683					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10553	620	155	250	250	635	360	110	420	138	490	340	220	174	365	602	160	580	310	157	147	410	850	1450	700	660					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5730	319	100	168	142	351	164	62	250	68	248	205	138	70	190	267	58	323	137	110	101	231	545	767	367	349					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1130	71	20	11	46	58	79	18	59	17	49	32	20	53	38	108	43	45	83	17	18	33	19	64	66	63					
6	Число погашенных избирательных бюллетеней	3693	230	35	71	62	226	117	30	111	53	193	103	62	51	137	227	59	212	90	30	28	146	286	619	267	248					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1130	71	20	11	46	58	79	18	59	17	49	32	20	53	38	108	43	45	83	17	18	33	19	64	66	63					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5729	319	100	168	142	351	164	62	250	68	248	205	138	70	190	267	58	323	137	110	101	231	545	766	367	349					
9	Число недействительных избирательных бюллетеней	45	3	0	2	0	2	0	0	5	0	1	3	1	1	1	0	0	3	1	2	0	3	2	3	7	5					
10	Число действительных избирательных бюллетеней	6814	387	120	177	188	407	243	80	304	85	296	234	157	122	227	375	101	365	219	125	119	261	562	827	426	407					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	166	10	4	4	11	4	4	4	7	8	4	10	4	4	4	7	4	4	11	6	7	4	15	14	5	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	133	10	1	1	11	4	4	1	6	8	4	10	1	0	4	4	2	3	11	6	7	1	13	11	3	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	83	6	2	9	2	3	1	4	2	1	0	2	2	3	3	4	0	1	4	2	3	2	9	6	6	6					
14	Число погашенных неиспользованных открепительных удостоверений	33	0	3	3	0	0	0	3	1	0	0	0	3	4	0	3	2	1	0	0	0	3	2	3	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	5	0	0	0	6	3	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	274	27	2	9	3	11	14	1	15	9	6	18	13	4	3	10	1	15	17	6	4	3	20	31	13	19					
		3.99%	6.92%	1.67%	5.03%	1.60%	2.69%	5.76%	1.25%	4.85%	10.59%	2.02%	7.59%	8.23%	3.25%	1.32%	2.67%	0.99%	4.08%	7.73%	4.72%	3.36%	1.14%	3.55%	3.73%	3.00%	4.61%					
19	2.Всероссийская политическая партия «Гражданская Сила»	31	2	1	0	0	5	0	1	1	0	1	0	0	2	3	1	1	1	0	0	0	1	3	3	4	1					
		0.45%	0.51%	0.83%	0.00%	0.00%	1.22%	0.00%	1.25%	0.32%	0.00%	0.34%	0.00%	0.00%	1.63%	1.32%	0.27%	0.99%	0.27%	0.00%	0.00%	0.00%	0.38%	0.53%	0.36%	0.92%	0.24%					
20	3.Политическая партия «Демократическая партия России»	8	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2					
		0.12%	0.26%	0.00%	0.00%	0.53%	0.00%	0.41%	0.00%	0.00%	1.18%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.49%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	617	29	5	12	17	37	18	6	12	13	37	17	10	14	23	23	9	18	11	7	9	34	57	111	46	42					
		8.99%	7.44%	4.17%	6.70%	9.04%	9.05%	7.41%	7.50%	3.88%	15.29%	12.46%	7.17%	6.33%	11.38%	10.09%	6.13%	8.91%	4.89%	5.00%	5.51%	7.56%	12.88%	10.11%	13.37%	10.62%	10.19%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	47	2	0	0	11	3	8	3	1	0	0	2	1	0	0	1	2	0	2	0	0	2	0	3	3	3					
