Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Островская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №657					
1	"Число избирателей, внесенных в список избирателей"	10196	392	1018	1255	759	675	579	142	252	246	565	330	114	405	120	458	317	215	184	315	486	246	401	291	147	133	151					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10657	390	1070	1280	750	705	605	155	255	260	600	350	120	415	130	490	345	230	200	335	500	265	425	305	170	145	162					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5141	207	613	640	398	365	223	64	159	101	305	123	55	219	59	187	173	138	85	145	202	100	216	125	79	86	74					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1080	40	34	62	68	44	73	30	15	24	33	58	21	43	21	68	36	20	47	35	79	66	23	78	21	15	26					
6	Число погашенных избирательных бюллетеней	4436	143	423	578	284	296	309	61	81	135	262	169	44	153	50	235	136	72	68	155	219	99	186	102	70	44	62					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1080	40	34	62	68	44	73	30	15	24	33	58	21	43	21	68	36	20	47	35	79	66	23	78	21	15	26					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5140	207	613	640	398	365	223	64	159	101	305	123	55	219	59	187	173	138	85	145	202	100	215	125	79	86	74					
9	Число недействительных избирательных бюллетеней	69	1	2	7	4	9	7	2	2	1	3	2	0	1	0	4	3	2	1	2	3	3	2	4	1	0	3					
10	Число действительных избирательных бюллетеней	6151	246	645	695	462	400	289	92	172	124	335	179	76	261	80	251	206	156	131	178	278	163	236	199	99	101	97					
