Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Советская районная																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №185	УИК №186	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №2592					
1	"Число избирателей, внесенных в списки избирателей"	5284	198	113	1695	152	594	320	247	583	352	234	411	240	145					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	5019	188	107	1612	144	567	304	235	549	333	223	388	231	138					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4162	179	89	1459	134	466	283	148	393	231	177	322	214	67					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	748	9	18	121	10	98	16	79	156	96	38	26	11	70					
6	Число погашенных избирательных бюллетеней	109	0	0	32	0	3	5	8	0	6	8	40	6	1					
7	Число избирательных бюллетеней в переносных ящиках для голосования	748	9	18	121	10	98	16	79	156	96	38	26	11	70					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4162	179	89	1459	134	466	283	148	393	231	177	322	214	67					
9	Число недействительных избирательных бюллетеней	2	0	0	0	0	0	0	0	2	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	4908	188	107	1580	144	564	299	227	547	327	215	348	225	137					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	200	7	4	64	6	22	12	9	23	13	10	16	9	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	31	0	0	14	6	2	2	1	2	0	1	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	9	0	0	4	1	0	1	0	3	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	169	7	4	50	0	20	10	8	21	13	9	13	9	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	1.Политическая партия «Аграрная партия России»	24	0	0	0	0	6	4	4	3	2	2	2	0	1					
		0.49%	0.00%	0.00%	0.00%	0.00%	1.06%	1.34%	1.76%	0.55%	0.61%	0.93%	0.57%	0.00%	0.73%					
19	2.Всероссийская политическая партия «Гражданская Сила»	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	57	0	2	15	5	6	3	0	11	2	2	8	3	0					
		1.16%	0.00%	1.87%	0.95%	3.47%	1.06%	1.00%	0.00%	2.00%	0.61%	0.93%	2.30%	1.33%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	2	2	0	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	25	2	1	4	0	4	1	0	2	4	1	4	1	1					
		0.51%	1.06%	0.93%	0.25%	0.00%	0.71%	0.33%	0.00%	0.36%	1.22%	0.47%	1.15%	0.44%	0.73%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	11	0	0	4	0	0	1	0	4	2	0	0	0	0					
		0.22%	0.00%	0.00%	0.25%	0.00%	0.00%	0.33%	0.00%	0.73%	0.61%	0.00%	0.00%	0.00%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	1	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4788	184	104	1557	139	548	290	223	527	317	210	333	221	135					
		97.52%	97.87%	97.20%	98.54%	96.53%	97.16%	96.99%	98.24%	95.99%	96.94%	97.67%	95.69%	98.22%	98.54%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
