Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Молчановская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580					
1	"Число избирателей, внесенных в списки избирателей"	12094	710	683	741	760	701	726	715	70	133	310	138	45	186	35	320	295	120	101	390	771	403	558	300	381	624	521	168	528	661					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10800	650	550	650	650	650	650	650	70	130	300	120	45	160	35	300	270	100	90	350	700	350	500	250	350	550	450	150	480	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7278	396	426	415	476	474	457	457	55	76	213	111	40	115	23	167	171	73	62	254	475	253	309	179	201	356	315	78	298	353					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	854	40	65	35	45	35	20	29	0	11	20	8	1	17	0	29	21	22	11	17	70	20	43	28	41	50	42	32	55	47					
6	Число погашенных избирательных бюллетеней	2668	214	59	200	129	141	173	164	15	43	67	1	4	28	12	104	78	5	17	79	155	77	148	43	108	144	93	40	127	200					
7	Число избирательных бюллетеней в переносных ящиках для голосования	854	40	65	35	45	35	20	29	0	11	20	8	1	17	0	29	21	22	11	17	70	20	43	28	41	50	42	32	55	47					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7268	396	426	415	476	464	457	457	55	76	213	111	40	115	23	167	171	73	62	254	475	253	309	179	201	356	315	78	298	353					
9	Число недействительных избирательных бюллетеней	144	12	7	8	8	0	14	22	1	2	7	0	0	2	0	9	2	0	0	4	6	3	3	1	5	8	6	1	4	9					
10	Число действительных избирательных бюллетеней	7978	424	484	442	513	499	463	464	54	85	226	119	41	130	23	187	190	95	73	267	539	270	349	206	237	398	351	109	349	391					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	250	15	15	15	15	15	15	15	3	3	3	3	3	5	5	5	5	5	5	5	10	10	10	10	10	10	10	5	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	104	5	6	5	7	10	5	7	1	3	2	2	0	0	5	4	3	3	0	4	10	4	0	0	0	0	2	3	3	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	51	1	4	1	0	1	0	1	2	3	1	2	1	4	3	2	2	1	1	5	3	2	1	1	0	2	1	2	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	146	10	9	10	8	5	10	8	2	0	1	1	3	5	0	1	2	2	5	1	0	6	10	10	10	10	8	2	7	0					
