Выборы Президента Российской Федерации																																													
Дата голосования: 04.03.2012																																													
																																													
Наименование Избирательной комиссии:    Брединская																																													
																																													
Сводная таблица итогов голосования																																													
																																													
	Число участковых избирательных комиссий	34																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	34																																											
																																													
		Сумма	УИК №1588	УИК №1589	УИК №1590	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622									
1	Число избирателей, включенных в список избирателей	22723	1669	903	1093	1366	960	1117	1112	514	497	988	349	614	1151	137	161	157	1182	484	468	322	137	1095	705	212	74	916	268	1245	117	1137	170	110	1028	265									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	22250	1700	800	1100	1300	900	1100	1000	500	500	1000	350	600	1100	140	160	150	1100	490	470	320	140	1100	700	200	80	950	280	1250	120	1100	170	120	1000	260									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	12535	940	436	524	657	528	601	595	251	279	624	233	324	643	79	96	104	691	291	305	175	52	657	384	117	56	524	181	587	70	664	124	75	521	147									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1075	48	106	63	37	19	74	24	24	18	34	16	46	14	9	1	8	39	20	17	3	0	46	47	8	6	57	13	124	26	51	5	4	54	14									
6	Число погашенных избирательных бюллетеней	8640	712	258	513	606	353	425	381	225	203	342	101	230	443	52	63	38	370	179	148	142	88	397	269	75	18	369	86	539	24	385	41	41	425	99									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1075	48	106	63	37	19	74	24	24	18	34	16	46	14	9	1	8	39	20	17	3	0	46	47	8	6	57	13	124	26	51	5	4	54	14									
8	Число бюллетеней в стационарных ящиках для голосования	12534	940	436	524	657	528	601	595	251	279	624	233	324	643	79	96	104	691	291	305	175	52	656	384	117	56	524	181	587	70	664	124	75	521	147									
9	Число недействительных избирательных бюллетеней	139	6	2	3	8	7	4	6	2	5	7	0	3	10	1	2	2	6	1	5	3	0	12	5	1	0	9	3	8	2	6	0	1	7	2									
