Выборы Президента Российской Федерации																																										
																																										
Наименование Избирательной комиссии:    Брединская																																										
																																										
Итоги голосования 																																										
																																										
		Сумма	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599					
1	"Число избирателей, внесенных в список"	21182	1626	746	993	542	709	709	1144	1002	420	861	316	590	1092	117	131	1126	525	501	304	139	1027	723	194	86	815	260	465	1124	136	1053	199	128	892	162	325					
2	Число полученных избирательных бюллетеней	20389	1500	620	920	530	670	620	1120	950	400	820	300	580	1070	109	131	1130	520	500	300	130	1020	700	191	86	810	290	440	1140	131	990	188	131	890	162	300					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15822	1143	465	675	353	434	497	804	629	305	699	267	450	794	96	129	909	387	389	230	122	705	618	156	86	684	242	378	855	123	769	137	108	751	149	284					
5	"Число избирательных бюллетеней, выданных вне помещения"	1274	38	111	60	37	35	39	85	50	95	29	10	61	141	5	0	32	12	15	0	0	124	20	0	0	29	0	12	71	0	42	8	5	87	5	16					
6	Число погашенных избирательных бюллетеней	3293	319	44	185	140	201	84	231	271	0	92	23	69	135	8	2	189	121	96	70	8	191	62	35	0	97	48	50	214	8	179	43	18	52	8	0					
7	Число избирательных бюллетеней в переносных ящиках	1274	38	111	60	37	35	39	85	50	95	29	10	61	141	5	0	32	12	15	0	0	124	20	0	0	29	0	12	71	0	42	8	5	87	5	16					
8	Число бюллетеней в стационарных ящиках для голосования	15816	1143	461	675	352	434	497	804	629	305	699	267	450	794	96	129	909	387	389	230	122	704	618	156	86	684	242	378	855	123	769	137	108	751	149	284					
9	Число недействительных избирательных бюллетеней	239	17	15	4	5	8	15	26	3	2	9	5	7	5	2	2	6	5	0	3	0	9	12	3	0	15	5	9	21	0	11	2	2	5	1	5					
10	Число действительных избирательных бюллетеней	16851	1164	557	731	384	461	521	863	676	398	719	272	504	930	99	127	935	394	404	227	122	819	626	153	86	698	237	381	905	123	800	143	111	833	153	295					
11	Число полученных открепительных  удостоверений	194	11	5	8	5	5	5	8	8	5	8	3	5	8	3	3	8	5	5	3	3	11	8	3	3	8	3	5	8	3	8	3	3	8	3	3					
12	Число выданных открепительных удостоверений	128	11	2	6	2	1	2	8	8	4	8	1	5	7	3	1	5	3	2	1	0	9	4	3	0	2	1	5	8	0	8	0	2	4	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	54	7	0	4	2	4	3	2	6	0	1	1	0	2	1	0	3	2	0	0	2	3	0	2	0	1	0	0	0	1	0	1	3	3	0	0					
14	Число неиспользованных открепительных удостоверений	66	0	3	2	3	4	3	0	0	1	0	2	0	1	0	2	3	2	3	2	3	2	4	0	3	6	2	0	0	3	0	3	1	4	1	3					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																										
18	. Глазьев Сергей Юрьевич	306	27	9	26	10	8	8	18	10	7	9	5	2	22	1	3	13	7	5	4	6	11	16	3	2	11	1	5	7	1	13	0	0	22	6	8					
		1.79%	2.29%	1.57%	3.54%	2.57%	1.71%	1.49%	2.02%	1.47%	1.75%	1.24%	1.81%	0.39%	2.35%	0.99%	2.33%	1.38%	1.75%	1.24%	1.74%	4.92%	1.33%	2.51%	1.92%	2.33%	1.54%	0.41%	1.28%	0.76%	0.81%	1.60%	0.00%	0.00%	2.63%	3.90%	2.67%					
19	. Малышкин Олег Александрович	541	28	21	16	19	36	26	35	32	11	23	16	6	27	0	3	29	15	16	4	1	12	25	7	2	16	3	10	23	1	19	7	6	24	10	12					
		3.17%	2.37%	3.67%	2.18%	4.88%	7.68%	4.85%	3.94%	4.71%	2.75%	3.16%	5.78%	1.17%	2.89%	0.00%	2.33%	3.08%	3.76%	3.96%	1.74%	0.82%	1.45%	3.92%	4.49%	2.33%	2.24%	1.24%	2.56%	2.48%	0.81%	2.34%	4.83%	5.31%	2.86%	6.49%	4.00%					
