Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Обоянская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827					
1	"Число избирателей, внесенных в списки"	27795	250	162	225	2101	1558	2265	1320	1723	2242	221	1196	816	350	347	784	488	447	328	276	1254	411	685	451	594	406	780	564	334	251	678	529	561	304	377	249	346	142	194	462	378	746					
2	"Число бюллетеней, полученных участковыми комиссиями"	26116	226	164	200	2000	1400	2120	1200	1600	2090	240	1076	810	330	330	740	470	430	310	250	1140	390	660	430	580	370	770	520	320	230	640	520	540	280	360	240	330	140	200	430	350	690					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15367	178	139	147	1193	863	1210	709	893	1124	38	725	450	176	119	407	262	193	188	170	657	234	391	209	222	182	441	343	228	150	433	312	334	172	212	169	233	103	151	272	231	504					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1329	0	0	19	32	30	36	27	27	24	110	17	28	38	56	35	46	45	16	14	45	44	48	17	26	42	28	12	36	35	87	67	35	31	57	18	7	17	7	21	21	28					
6	Число погашенных бюллетеней	9420	48	25	34	775	507	874	464	680	942	92	334	332	116	155	298	162	192	106	66	438	112	221	204	332	146	301	165	56	45	120	141	171	77	91	53	90	20	42	137	98	158					
7	Число бюллетеней в переносных ящиках для голосования	1329	0	0	19	32	30	36	27	27	24	110	17	28	38	56	35	46	45	16	14	45	44	48	17	26	42	28	12	36	35	87	67	35	31	57	18	7	17	7	21	21	28					
8	Число бюллетеней в стационарных ящиках для голосования	15367	178	139	147	1193	863	1210	709	893	1124	38	725	450	176	119	407	262	193	188	170	657	234	391	209	222	182	441	343	228	150	433	312	334	172	212	169	233	103	151	272	231	504					
9	Число недействительных бюллетеней	535	0	13	5	17	18	17	13	20	1	17	18	15	7	6	20	9	17	13	8	38	9	8	7	10	12	10	17	6	1	13	25	31	18	12	7	19	4	10	8	18	18					
10	Число действительных бюллетеней	16161	178	126	161	1208	875	1229	723	900	1147	131	724	463	207	169	422	299	221	191	176	664	269	431	219	238	212	459	338	258	184	507	354	338	185	257	180	221	116	148	285	234	514					
