Выборы Президента Российской Федерации																																											
																																											
Наименование Избирательной комиссии:    Усть-Алданская																																											
																																											
Итоги голосования 																																											
																																											
		Сумма	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608					
1	"Число избирателей, внесенных в список"	11968	853	805	683	641	423	325	297	42	526	113	470	448	146	164	292	327	195	701	431	64	382	50	89	166	32	537	207	310	313	483	192	155	581	21	215	289					
2	Число полученных избирательных бюллетеней	12250	830	750	610	570	420	360	310	45	550	120	500	460	160	175	310	360	210	740	450	70	400	60	120	180	40	530	210	320	325	510	220	170	600	25	230	310					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9510	592	537	442	479	372	274	241	42	407	113	374	348	141	157	225	285	162	463	329	60	337	50	89	153	31	459	180	289	276	380	179	155	469	21	173	226					
5	"Число избирательных бюллетеней, выданных вне помещения"	1038	73	43	74	51	19	30	40	0	72	0	49	51	3	7	49	24	23	94	35	0	12	0	0	6	1	36	10	20	27	51	10	0	56	0	27	45					
6	Число погашенных избирательных бюллетеней	1702	165	170	94	40	29	56	29	3	71	7	77	61	16	11	36	51	25	183	86	10	51	10	31	21	8	35	20	11	22	79	31	15	75	4	30	39					
7	Число избирательных бюллетеней в переносных ящиках	1038	73	43	74	51	19	30	40	0	72	0	49	51	3	7	49	24	23	94	35	0	12	0	0	6	1	36	10	20	27	51	10	0	56	0	27	45					
8	Число бюллетеней в стационарных ящиках для голосования	9510	592	537	442	479	372	274	241	42	407	113	374	348	141	157	225	285	162	463	329	60	337	50	89	153	31	459	180	289	276	380	179	155	469	21	173	226					
9	Число недействительных избирательных бюллетеней	137	7	11	13	18	2	4	0	0	4	1	8	3	3	0	0	2	0	8	5	0	4	0	3	2	0	3	3	4	3	4	5	0	12	0	3	2					
10	Число действительных избирательных бюллетеней	10411	658	569	503	512	389	300	281	42	475	112	415	396	141	164	274	307	185	549	359	60	345	50	86	157	32	492	187	305	300	427	184	155	513	21	197	269					
11	Число полученных открепительных  удостоверений	593	35	35	30	15	15	20	15	3	25	10	20	25	20	10	20	20	10	25	15	3	15	3	10	20	3	20	15	20	20	20	15	8	20	3	15	15					
12	Число выданных открепительных удостоверений	481	29	34	28	11	14	19	15	2	24	6	20	24	14	10	8	20	8	5	15	0	3	3	5	18	0	20	13	20	16	11	15	8	13	1	14	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	159	14	9	10	4	3	2	4	2	2	1	6	15	6	3	5	3	1	6	2	0	4	0	0	3	0	13	2	9	7	3	4	0	10	1	2	3					
14	Число неиспользованных открепительных удостоверений	112	6	1	2	4	1	1	0	1	1	4	0	1	6	0	12	0	2	20	0	3	12	0	5	2	3	0	2	0	4	9	0	0	7	2	1	0					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																											
18	. Глазьев Сергей Юрьевич	281	17	9	16	17	10	2	6	0	4	4	20	11	7	5	1	14	3	21	8	0	4	0	0	17	0	21	7	9	11	16	0	2	12	0	2	5					
		2.66%	2.56%	1.55%	3.10%	3.21%	2.56%	0.66%	2.14%	0.00%	0.84%	3.54%	4.73%	2.76%	4.86%	3.05%	0.36%	4.53%	1.62%	3.77%	2.20%	0.00%	1.15%	0.00%	0.00%	10.69%	0.00%	4.24%	3.68%	2.91%	3.63%	3.71%	0.00%	1.29%	2.29%	0.00%	1.00%	1.85%					
19	. Малышкин Олег Александрович	45	2	0	0	0	1	1	0	0	1	0	2	2	1	1	3	4	2	1	4	1	2	0	0	0	0	2	2	0	1	1	7	0	2	0	1	1					
		0.43%	0.30%	0.00%	0.00%	0.00%	0.26%	0.33%	0.00%	0.00%	0.21%	0.00%	0.47%	0.50%	0.69%	0.61%	1.09%	1.29%	1.08%	0.18%	1.10%	1.67%	0.57%	0.00%	0.00%	0.00%	0.00%	0.40%	1.05%	0.00%	0.33%	0.23%	3.70%	0.00%	0.38%	0.00%	0.50%	0.37%					
20	. Миронов Сергей Михайлович	65	1	2	2	2	2	1	1	0	4	0	2	2	1	3	9	1	1	2	4	1	0	0	0	1	0	10	0	2	2	1	0	3	4	0	1	0					
		0.62%	0.15%	0.34%	0.39%	0.38%	0.51%	0.33%	0.36%	0.00%	0.84%	0.00%	0.47%	0.50%	0.69%	1.83%	3.28%	0.32%	0.54%	0.36%	1.10%	1.67%	0.00%	0.00%	0.00%	0.63%	0.00%	2.02%	0.00%	0.65%	0.66%	0.23%	0.00%	1.94%	0.76%	0.00%	0.50%	0.00%					
21	. Путин Владимир Владимирович	7363	432	387	343	352	278	189	248	30	291	85	290	265	111	118	185	240	151	345	241	48	275	47	45	101	10	355	152	234	230	310	144	128	392	21	109	181					
		69.80%	64.96%	66.72%	66.47%	66.42%	71.10%	62.17%	88.26%	71.43%	60.75%	75.22%	68.56%	66.42%	77.08%	71.95%	67.52%	77.67%	81.62%	61.94%	66.21%	80.00%	78.80%	94.00%	50.56%	63.52%	31.25%	71.72%	80.00%	75.73%	75.91%	71.93%	76.19%	82.58%	74.67%	100.00%	54.50%	66.79%					
22	. Хакамада Ирина Муцуовна	763	77	52	50	45	33	23	11	1	59	9	27	18	9	10	9	19	17	56	20	4	14	1	6	17	5	34	1	17	16	28	10	5	22	0	16	22					
