Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Климовская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543					
1	"Число избирателей, внесенных в список избирателей"	25110	2137	2331	2442	1548	461	2008	1283	323	555	402	367	264	353	198	91	156	470	316	350	375	326	243	169	827	168	263	916	145	218	242	193	362	206	69	534	257	103	361	336	553	563	556	440	630					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25562	2192	2326	2432	1568	464	2038	1286	334	577	406	373	277	356	200	92	162	482	318	360	377	332	243	179	856	172	275	947	159	224	248	202	373	215	74	558	266	103	361	339	601	593	572	453	597					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12031	1029	995	1144	712	218	970	576	178	256	229	224	145	264	112	34	74	160	164	169	200	179	115	72	400	100	119	455	64	115	135	106	195	97	25	263	121	50	197	176	282	262	237	202	211					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2269	27	40	83	45	21	67	97	44	68	36	46	36	16	46	40	38	158	70	34	28	40	58	54	100	23	67	93	28	42	28	20	55	38	21	32	23	25	61	34	106	51	61	73	96					
6	Число погашенных избирательных бюллетеней	11262	1136	1291	1205	811	225	1001	613	112	253	141	103	96	76	42	18	50	164	84	157	149	113	70	53	356	49	89	399	67	67	85	76	123	80	28	263	122	28	103	129	213	280	274	178	290					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2269	27	40	83	45	21	67	97	44	68	36	46	36	16	46	40	38	158	70	34	28	40	58	54	100	23	67	93	28	42	28	20	55	38	21	32	23	25	61	34	106	51	61	73	96					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12031	1029	995	1144	712	218	970	576	178	256	229	224	145	264	112	34	74	160	164	169	200	179	115	72	400	100	119	455	64	115	135	106	195	97	25	263	121	50	197	176	282	262	237	202	211					
9	Число недействительных избирательных бюллетеней	227	25	20	22	12	6	20	17	4	8	3	2	0	3	2	0	0	2	4	3	4	2	2	4	2	0	0	10	1	3	1	0	3	0	0	6	1	0	3	3	1	3	7	15	3					
10	Число действительных избирательных бюллетеней	14073	1031	1015	1205	745	233	1017	656	218	316	262	268	181	277	156	74	112	316	230	200	224	217	171	122	498	123	186	538	91	154	162	126	247	135	46	289	143	75	255	207	387	310	291	260	304					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	208	24	8	17	10	5	21	7	4	4	2	5	1	0	0	0	0	2	2	2	2	2	0	3	16	2	3	8	1	3	1	2	2	2	1	7	3	2	2	3	1	10	12	2	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	208	24	8	17	10	5	21	7	4	4	2	5	1	0	0	0	0	2	2	2	2	2	0	3	16	2	3	8	1	3	1	2	2	2	1	7	3	2	2	3	1	10	12	2	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	68	6	3	6	4	2	3	6	3	1	2	2	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	2	0	1	1	0	2	0	0	0	0	2	9	0	2	3	1	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	42	9	5	7	2	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	2	0	1	2	0	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1621	153	131	182	113	29	128	80	21	33	26	14	19	25	5	4	8	24	23	21	35	16	22	16	35	4	20	71	6	9	11	13	29	6	1	29	9	4	38	14	42	34	35	26	57					
		11.34%	14.49%	12.66%	14.83%	14.93%	12.13%	12.34%	11.89%	9.46%	10.19%	9.81%	5.19%	10.50%	8.93%	3.16%	5.41%	7.14%	7.55%	9.83%	10.34%	15.35%	7.31%	12.72%	12.70%	7.00%	3.25%	10.75%	12.96%	6.52%	5.73%	6.75%	10.32%	11.60%	4.44%	2.17%	9.83%	6.25%	5.33%	14.73%	6.67%	10.82%	10.86%	11.74%	9.45%	18.57%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1923	162	168	203	137	37	165	108	23	37	36	57	24	37	7	9	9	32	24	30	36	11	17	21	83	12	22	79	7	32	13	9	24	12	0	29	21	5	34	26	22	26	23	18	36					
