Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Тымовская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213					
1	"Число избирателей, внесенных в списки"	14095	1114	83	184	95	497	215	708	673	543	980	1537	1018	514	920	1049	471	176	727	902	332	1147	210					
2	"Число бюллетеней, полученных участковыми комиссиями"	14280	1134	85	181	94	496	215	708	679	549	978	1575	1036	525	868	1090	462	198	745	899	348	1199	216					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7254	533	64	141	78	259	102	354	323	258	520	879	478	237	295	555	230	123	423	491	194	587	130					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	296	18	2	7	0	12	1	7	79	4	20	15	6	8	61	8	9	4	4	6	6	19	0					
6	Число погашенных бюллетеней	6730	583	19	33	16	225	112	347	277	287	438	681	552	280	512	527	223	71	318	402	148	593	86					
7	Число бюллетеней в переносных ящиках для голосования	296	18	2	7	0	12	1	7	79	4	20	15	6	8	61	8	9	4	4	6	6	19	0					
8	Число бюллетеней в стационарных ящиках для голосования	7250	533	64	141	78	259	102	354	323	258	520	879	478	237	295	552	230	123	423	491	194	586	130					
9	Число недействительных бюллетеней	110	5	0	5	1	9	3	2	2	6	5	9	8	2	9	4	2	2	13	8	2	9	4					
10	Число действительных бюллетеней	7436	546	66	143	77	262	100	359	400	256	535	885	476	243	347	556	237	125	414	489	198	596	126					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	295	23	7	5	10	11	8	10	10	10	20	23	20	20	20	20	6	5	11	20	8	23	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	89	9	0	2	2	3	0	2	5	4	12	7	4	4	2	6	6	2	3	3	3	9	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	77	13	0	2	1	0	1	2	3	2	9	10	5	0	2	5	2	3	1	6	1	6	3					
14	Число погашенных открепительных удостоверений	206	14	7	3	8	8	8	8	5	6	8	16	16	16	18	14	0	3	8	17	5	14	4					
15	Число открепительных удостоверений выданных ТИК	6	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	1	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	108	13	0	10	3	7	1	3	2	7	7	5	4	0	8	5	3	2	7	6	2	12	1					
		1.43%	2.35%	0.0%	6.75%	3.84%	2.58%	0.97%	0.83%	0.49%	2.67%	1.29%	0.55%	0.82%	0.0%	2.24%	0.89%	1.25%	1.57%	1.63%	1.20%	1.0%	1.98%	0.76%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	183	11	1	10	1	5	5	13	3	16	16	21	21	3	5	5	8	3	14	12	0	10	0					
		2.42%	1.99%	1.51%	6.75%	1.28%	1.84%	4.85%	3.60%	0.74%	6.10%	2.96%	2.34%	4.33%	1.22%	1.40%	0.89%	3.34%	2.36%	3.27%	2.41%	0.0%	1.65%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	362	26	9	3	1	2	5	6	23	16	31	52	26	7	14	34	9	8	23	21	5	32	9					
		4.79%	4.71%	13.63%	2.02%	1.28%	0.73%	4.85%	1.66%	5.72%	6.10%	5.74%	5.81%	5.37%	2.85%	3.93%	6.07%	3.76%	6.29%	5.38%	4.22%	2.5%	5.28%	6.92%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	318	12	0	4	3	12	1	13	14	13	24	54	29	18	24	21	8	7	14	12	10	22	3					
		4.21%	2.17%	0.0%	2.70%	3.84%	4.42%	0.97%	3.60%	3.48%	4.96%	4.44%	6.04%	5.99%	7.34%	6.74%	3.74%	3.34%	5.51%	3.27%	2.41%	5.0%	3.63%	2.30%					
22	"5. ""За Русь Святую"""	25	0	0	0	0	4	0	2	2	0	2	4	0	2	2	0	0	0	3	1	1	1	1					
		0.33%	0.0%	0.0%	0.0%	0.0%	1.47%	0.0%	0.55%	0.49%	0.0%	0.37%	0.44%	0.0%	0.81%	0.56%	0.0%	0.0%	0.0%	0.70%	0.20%	0.5%	0.16%	0.76%					
23	"6. ""Объединенная Российская партия ""Русь"""	28	1	0	0	0	1	1	1	1	2	2	2	0	1	1	2	4	0	0	2	2	3	2					
		0.37%	0.18%	0.0%	0.0%	0.0%	0.36%	0.97%	0.27%	0.24%	0.76%	0.37%	0.22%	0.0%	0.40%	0.28%	0.35%	1.67%	0.0%	0.0%	0.40%	1.0%	0.49%	1.53%					
24	"7. ""Новый курс - Автомобильная Россия"""	38	3	0	1	0	2	1	3	0	0	4	1	2	0	1	7	1	1	1	2	4	4	0					
		0.50%	0.54%	0.0%	0.67%	0.0%	0.73%	0.97%	0.83%	0.0%	0.0%	0.74%	0.11%	0.41%	0.0%	0.28%	1.24%	0.41%	0.78%	0.23%	0.40%	2.0%	0.66%	0.0%					
25	"8. ""Народно-республиканская партия России"""	10	2	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	1					
		0.13%	0.36%	0.0%	0.0%	0.0%	0.36%	0.97%	0.0%	0.24%	0.0%	0.18%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.16%	0.76%					
26	"9. ""Российская экологическая партия ""Зеленые"""	29	0	0	3	0	3	1	0	0	1	2	7	3	0	1	5	0	0	1	1	1	0	0					
		0.38%	0.0%	0.0%	2.02%	0.0%	1.10%	0.97%	0.0%	0.0%	0.38%	0.37%	0.78%	0.61%	0.0%	0.28%	0.89%	0.0%	0.0%	0.23%	0.20%	0.5%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	217	6	1	3	1	6	7	5	21	9	17	24	7	6	8	15	7	4	27	19	3	21	0					
		2.87%	1.08%	1.51%	2.02%	1.28%	2.21%	6.79%	1.38%	5.22%	3.43%	3.14%	2.68%	1.44%	2.44%	2.24%	2.67%	2.92%	3.14%	6.32%	3.82%	1.5%	3.47%	0.0%					
28	"11. ""Истинные патриоты России"""	8	1	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	1	2	0	0	0	0					
		0.10%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.78%	0.46%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	72	5	0	0	0	4	1	1	3	4	3	5	4	3	3	6	4	3	3	3	4	13	0					
		0.95%	0.90%	0.0%	0.0%	0.0%	1.47%	0.97%	0.27%	0.74%	1.52%	0.55%	0.55%	0.82%	1.22%	0.84%	1.07%	1.67%	2.36%	0.70%	0.60%	2.0%	2.14%	0.0%					
30	"13. ""Демократическая партия России"""	31	1	1	0	0	0	0	3	4	1	0	3	2	3	1	1	1	0	5	2	1	1	1					
		0.41%	0.18%	1.51%	0.0%	0.0%	0.0%	0.0%	0.83%	0.99%	0.38%	0.0%	0.33%	0.41%	1.22%	0.28%	0.17%	0.41%	0.0%	1.17%	0.40%	0.5%	0.16%	0.76%					
31	"14. ""Великая Россия - Евразийский Союз"""	21	1	0	2	1	3	0	1	0	0	0	2	1	0	1	2	1	0	2	1	1	1	1					
		0.27%	0.18%	0.0%	1.35%	1.28%	1.10%	0.0%	0.27%	0.0%	0.0%	0.0%	0.22%	0.20%	0.0%	0.28%	0.35%	0.41%	0.0%	0.46%	0.20%	0.5%	0.16%	0.76%					
32	"15. ""Партия СЛОН"""	16	1	0	0	0	2	0	2	0	1	0	1	3	0	0	2	1	0	0	0	3	0	0					
		0.21%	0.18%	0.0%	0.0%	0.0%	0.73%	0.0%	0.55%	0.0%	0.38%	0.0%	0.11%	0.61%	0.0%	0.0%	0.35%	0.41%	0.0%	0.0%	0.0%	1.5%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	767	81	7	9	6	21	6	36	40	23	62	99	63	19	43	53	22	13	29	47	16	61	11					
		10.16%	14.70%	10.60%	6.08%	7.69%	7.74%	5.82%	9.97%	9.95%	8.77%	11.48%	11.07%	13.01%	7.75%	12.07%	9.46%	9.20%	10.23%	6.79%	9.45%	8.0%	10.08%	8.46%					
