Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Пачелмская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581					
1	"Число избирателей, внесенных в список"	14740	2423	2413	2022	386	449	154	133	463	1178	1044	410	155	138	452	292	123	552	122	93	589	234	382	188	260	85					
2	Число полученных избирательных бюллетеней	14710	2390	2398	2002	392	448	156	134	466	1170	1041	413	157	137	450	291	129	555	128	94	595	237	387	193	261	86					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9520	1349	1359	1067	265	291	101	100	236	941	851	291	116	96	287	213	92	376	93	70	484	194	254	144	177	73					
5	"Число избирательных бюллетеней, выданных вне помещения"	1167	68	58	83	45	89	37	23	146	61	57	83	22	28	65	47	21	59	14	16	20	16	39	24	38	8					
6	Число погашенных избирательных бюллетеней	4023	973	981	852	82	68	18	11	84	168	133	39	19	13	98	31	16	120	21	8	91	27	94	25	46	5					
7	Число избирательных бюллетеней в переносных ящиках	1167	68	58	83	45	89	37	23	146	61	57	83	22	28	65	47	21	59	14	16	20	16	39	24	38	8					
8	Число бюллетеней в стационарных ящиках для голосования	9511	1340	1359	1067	265	291	101	100	236	941	851	291	116	96	287	213	92	376	93	70	484	194	254	144	177	73					
9	Число недействительных избирательных бюллетеней	114	28	10	10	0	3	1	1	7	5	9	0	2	0	1	3	0	3	1	0	0	0	9	4	16	1					
10	Число действительных избирательных бюллетеней	10564	1380	1407	1140	310	377	137	122	375	997	899	374	136	124	351	257	113	432	106	86	504	210	284	164	199	80					
11	Число полученных открепительных  удостоверений	189	25	25	25	5	5	5	2	5	10	10	5	5	2	5	5	3	10	3	2	10	5	5	5	5	2					
12	Число выданных открепительных удостоверений	80	17	22	14	0	1	0	1	2	8	3	0	0	0	0	0	0	0	0	0	8	0	2	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	38	5	6	3	0	3	1	1	2	4	1	0	0	2	0	0	1	1	1	0	4	0	0	1	1	1					
14	Число неиспользованных открепительных удостоверений	109	8	3	11	5	4	5	1	3	2	7	5	5	2	5	5	3	10	3	2	2	5	3	3	5	2					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	239	24	52	32	11	8	3	3	13	21	15	1	0	4	6	6	3	12	4	1	5	2	3	1	9	0					
		2.24%	1.70%	3.67%	2.78%	3.55%	2.11%	2.17%	2.44%	3.40%	2.10%	1.65%	0.27%	0.00%	3.23%	1.70%	2.31%	2.65%	2.76%	3.74%	1.16%	0.99%	0.95%	1.02%	0.60%	4.19%	0.00%					
19	. Малышкин Олег Александрович	246	36	32	34	11	12	4	4	13	15	3	7	9	6	4	4	4	6	1	3	13	5	4	5	10	1					
		2.30%	2.56%	2.26%	2.96%	3.55%	3.16%	2.90%	3.25%	3.40%	1.50%	0.33%	1.87%	6.52%	4.84%	1.14%	1.54%	3.54%	1.38%	0.93%	3.49%	2.58%	2.38%	1.37%	2.98%	4.65%	1.23%					
20	. Миронов Сергей Михайлович	76	17	14	12	2	2	2	0	2	2	6	0	0	0	1	1	2	1	3	1	1	0	2	2	2	1					
		0.71%	1.21%	0.99%	1.04%	0.65%	0.53%	1.45%	0.00%	0.52%	0.20%	0.66%	0.00%	0.00%	0.00%	0.28%	0.38%	1.77%	0.23%	2.80%	1.16%	0.20%	0.00%	0.68%	1.19%	0.93%	1.23%					
