Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Гуковская городская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2277					
1	"Число избирателей, внесенных в списки избирателей"	55310	2460	2896	2330	1329	1732	1132	1210	1078	2303	2210	2344	1598	1459	1538	1502	1931	2298	2954	1220	1161	1239	1370	1193	1460	1135	1307	1187	854	849	1400	695	1192	1050	340	1049	1336	969					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	50050	2350	2650	2150	1200	1600	1000	1100	1050	2100	2000	2200	1450	1350	1400	1350	1750	2050	2700	1200	1050	1100	1050	1050	1300	950	1200	1050	750	750	1250	600	1050	950	300	950	1200	850					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	35215	1086	2533	1919	1069	880	597	940	782	1817	1831	1997	721	533	987	1092	1040	1126	1612	1031	982	885	572	781	921	559	616	830	478	485	997	327	629	522	181	505	876	476					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2335	84	48	51	46	48	31	109	41	56	69	17	42	135	85	82	50	41	43	43	39	109	292	68	61	77	75	70	47	55	36	22	7	81	27	34	62	52					
6	Число погашенных избирательных бюллетеней	12495	1180	69	180	85	672	372	51	227	227	100	186	687	682	328	176	660	883	1045	126	29	106	186	200	318	314	509	150	225	210	217	247	414	347	92	411	262	322					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2335	84	48	51	46	48	31	109	41	56	69	17	42	135	85	82	50	41	43	43	39	109	292	68	61	77	75	70	47	55	36	22	7	81	27	34	62	52					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35213	1086	2533	1919	1069	880	596	940	782	1817	1831	1997	721	533	987	1092	1040	1126	1612	1031	982	885	572	780	921	559	616	830	478	485	997	327	629	522	181	505	876	476					
9	Число недействительных избирательных бюллетеней	200	9	0	2	1	6	9	0	6	8	16	12	5	0	3	4	14	8	0	11	7	3	9	6	8	4	1	6	6	0	7	5	4	1	1	7	10	1					
10	Число действительных избирательных бюллетеней	37348	1161	2581	1968	1114	922	618	1049	817	1865	1884	2002	758	668	1069	1170	1076	1159	1655	1063	1014	991	855	842	974	632	690	894	519	540	1026	344	632	602	207	532	928	527					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1355	60	75	60	35	45	31	30	30	60	55	55	40	35	40	35	44	55	80	30	30	30	25	25	35	25	30	25	20	20	35	20	25	25	10	25	30	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	818	31	60	40	15	21	22	13	20	35	36	28	20	15	26	26	26	31	70	24	23	13	12	13	31	11	24	15	9	3	29	8	15	16	6	8	16	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	586	10	10	17	13	15	10	12	18	8	10	8	9	23	6	16	12	10	22	5	15	15	166	12	12	41	11	9	15	11	5	4	9	10	3	7	2	5					
14	Число погашенных неиспользованных открепительных удостоверений	537	29	15	20	20	24	9	17	10	25	19	27	20	20	14	9	18	24	10	6	7	17	13	12	4	14	6	10	11	17	6	12	10	9	4	17	14	18					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	490	19	38	23	20	5	13	4	9	19	28	18	15	0	15	14	20	27	0	9	20	13	18	10	13	18	14	15	8	5	9	6	13	7	2	9	5	9					
		1.30%	1.62%	1.47%	1.17%	1.79%	0.54%	2.07%	0.38%	1.09%	1.01%	1.47%	0.89%	1.97%	0.00%	1.40%	1.19%	1.83%	2.31%	0.00%	0.84%	1.96%	1.31%	2.08%	1.18%	1.32%	2.83%	2.03%	1.67%	1.52%	0.93%	0.87%	1.72%	2.04%	1.16%	0.96%	1.67%	0.53%	1.70%					
19	2.Всероссийская политическая партия «Гражданская Сила»	180	10	21	10	10	5	4	0	3	5	9	5	7	0	5	9	4	8	0	0	7	5	1	5	4	4	2	5	6	0	4	1	4	3	3	4	3	4					
		0.48%	0.85%	0.81%	0.51%	0.90%	0.54%	0.64%	0.00%	0.36%	0.27%	0.47%	0.25%	0.92%	0.00%	0.47%	0.77%	0.37%	0.69%	0.00%	0.00%	0.69%	0.50%	0.12%	0.59%	0.41%	0.63%	0.29%	0.56%	1.14%	0.00%	0.39%	0.29%	0.63%	0.50%	1.44%	0.74%	0.32%	0.76%					
20	3.Политическая партия «Демократическая партия России»	24	2	0	1	1	0	1	1	0	2	0	0	0	0	1	1	2	0	0	2	1	0	0	1	0	1	0	0	1	0	1	0	3	1	1	0	0	0					
		0.06%	0.17%	0.00%	0.05%	0.09%	0.00%	0.16%	0.10%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.09%	0.09%	0.18%	0.00%	0.00%	0.19%	0.10%	0.00%	0.00%	0.12%	0.00%	0.16%	0.00%	0.00%	0.19%	0.00%	0.10%	0.00%	0.47%	0.17%	0.48%	0.00%	0.00%	0.00%					
