Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Гуковская городская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2277					
1	"Число избирателей, внесенных в список избирателей"	53431	2099	2848	2305	832	1706	1923	1313	1078	1952	2224	2102	1778	1777	1197	1687	2025	2176	2747	1493	739	1030	1172	1247	628	1428	1073	1287	1054	756	1231	707	1119	1072	327	1021	1270	1008					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	48550	1900	2600	2100	750	1550	1750	1180	970	1880	2020	1910	1630	1600	1080	1540	1840	1960	2510	1350	680	930	1050	1120	570	1250	970	1170	950	680	1100	650	1010	970	300	930	1180	920					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	25151	1029	1383	1137	444	823	923	628	543	958	1168	1086	774	550	515	746	1005	1086	1295	670	341	436	495	559	307	649	512	522	476	369	593	325	627	524	156	408	626	463					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1574	58	36	50	27	71	59	53	22	38	35	44	45	35	41	56	51	28	14	57	29	32	48	36	35	90	32	52	65	28	25	21	36	51	17	47	83	27					
6	Число погашенных избирательных бюллетеней	21824	813	1181	913	279	656	768	499	405	884	817	780	811	1015	524	738	784	846	1200	623	310	462	507	525	228	511	426	596	409	283	482	304	347	395	127	475	471	430					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1574	58	36	50	27	71	59	53	22	38	35	44	45	35	41	56	51	28	14	57	29	32	48	36	35	90	32	52	65	28	25	21	36	51	17	47	83	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25148	1028	1383	1137	444	823	923	628	543	958	1168	1086	774	550	515	746	1005	1085	1295	670	340	436	495	559	307	649	512	522	476	369	593	325	627	524	156	408	626	463					
9	Число недействительных избирательных бюллетеней	381	12	15	21	4	14	11	8	4	14	13	15	11	0	14	14	13	22	17	18	4	3	0	4	24	10	10	7	12	2	12	2	12	10	4	7	9	9					
10	Число действительных избирательных бюллетеней	26341	1074	1404	1166	467	880	971	673	561	982	1190	1115	808	585	542	788	1043	1091	1292	709	365	465	543	591	318	729	534	567	529	395	606	344	651	565	169	448	700	481					
